check.keys,check.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate
2,7.4311,space,36.662,2,45.4931,2.994791667,3.2707,0,0,0,7,1,stim/f_schwa_g.wav,5e176b2163c7a407ce2f02a1,001,2022-03-29_18h27.16.711,exp_mono_eng,2021.2.3,Win32,60.07449237
