check.keys,check.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate
2,2.2282,space,2.8058,1,14.1786,3.06615215,1.2118,0,0,0,3,1,stim/p_schwa_g.wav,,001,2022-03-29_17h33.10.401,exp_mono_eng,2021.2.3,Win32,59.99520038
