stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,check.keys,check.rt,check.started,check.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ins.started,ins.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,fun.started,fun.stopped,fought.started,fought.stopped,feel.started,feel.stopped,fool.started,fool.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_6.started,text_6.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_7.started,text_7.stopped,fun_2.started,fun_2.stopped,fought_2.started,fought_2.stopped,feel_2.started,feel_2.stopped,fool_2.started,fool_2.stopped,instructions_task_2.started,instructions_task_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,stimulus_2.started,stimulus_2.stopped,text.started,text.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_9.started,text_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,1,1.2407671659893822,8.34344900000724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,001,2022_Mar_29_1636,exp_mono_sp,2021.2.3,59.751181262546304,
,,,,,,,,,,,,,8.34344900000724,None,8.34344900000724,None,8.34344900000724,None,9.613695708016166,None,space,4.077765290974639,9.613695708016166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,001,2022_Mar_29_1636,exp_mono_sp,2021.2.3,59.751181262546304,
stim/fief_g.wav,0,0,0,5,,,,,,,,,,,,,,,,,,,,,13.964862124994397,None,13.964862124994397,None,13.964862124994397,None,13.964862124994397,None,13.726684082997963,None,1,1.2265114169858862,13.726684082997963,None,14.013578003505245,None,13.726684082997963,13.930284416012,3.013333333333333,3.8642339170037303,14.983106375002535,None,14.983106375002535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,001,2022_Mar_29_1636,exp_mono_sp,2021.2.3,59.751181262546304,
stim/p_schwa_g.wav,0,1,1,3,,,,,,,,,,,,,,,,,,,,,19.097021708003012,None,19.097021708003012,None,19.097021708003012,None,19.097021708003012,None,18.863152500009164,None,4,1.182936333003454,18.863152500009164,None,19.147265462495852,None,18.863152500009164,19.065212040994084,3.017777777777778,1.7307782919961028,20.06399512500502,None,20.06399512500502,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,001,2022_Mar_29_1636,exp_mono_sp,2021.2.3,59.751181262546304,
stim/pof_g.wav,0,2,2,0,,,,,,,,,,,,,,,,,,,,,22.047827333008172,None,22.047827333008172,None,22.047827333008172,None,22.047827333008172,None,21.813167375017656,None,4,0.8800328329962213,21.813167375017656,None,22.097045587492175,None,21.813167375017656,22.014738625002792,3.017777777777778,0.6972180420125369,22.714454000000842,None,22.714454000000842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,001,2022_Mar_29_1636,exp_mono_sp,2021.2.3,59.751181262546304,
stim/pief_g.wav,0,3,3,1,,,,,,,,,,,,,,,,,,,,,23.664069291000487,None,23.664069291000487,None,23.664069291000487,None,23.664069291000487,None,23.430367791006574,None,4,0.5107246660045348,23.430367791006574,None,23.71362304550712,None,23.430367791006574,23.6304980830173,3.017777777777778,0.7472997079894412,23.963769791007508,None,23.963769791007508,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,001,2022_Mar_29_1636,exp_mono_sp,2021.2.3,59.751181262546304,
stim/peuf_g.wav,0,4,4,2,,,,,,,,,,,,,,,,,,,,,24.96452199999476,None,24.96452199999476,None,24.96452199999476,None,24.96452199999476,None,24.730528125015553,None,4,0.4768299580027815,24.730528125015553,None,25.013332170492504,None,24.730528125015553,24.930102250014897,3.017777777777778,0.6473643330100458,25.230754832999082,None,25.230754832999082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,001,2022_Mar_29_1636,exp_mono_sp,2021.2.3,59.751181262546304,
stim/f_schwa_g.wav,0,5,5,7,,,,,,,,,,,,,,,,,,,,,26.130549541005166,None,26.130549541005166,None,26.130549541005166,None,26.130549541005166,None,25.897417875006795,None,4,0.6308554989809636,25.897417875006795,None,26.180630545510212,None,25.897417875006795,26.09794687500107,3.017777777777778,1.0978271669882815,26.54737866600044,None,26.54737866600044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,001,2022_Mar_29_1636,exp_mono_sp,2021.2.3,59.751181262546304,
stim/feuf_g.wav,0,6,6,6,,,,,,,,,,,,,,,,,,,,,27.896767083002487,None,27.896767083002487,None,27.896767083002487,None,27.896767083002487,None,27.663955041003646,None,4,0.6301370410074014,27.663955041003646,None,27.94727258750936,None,27.663955041003646,27.863928166014375,3.017777777777778,0.8153630829765461,28.314167541015195,None,28.314167541015195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,001,2022_Mar_29_1636,exp_mono_sp,2021.2.3,59.751181262546304,
stim/fof_g.wav,0,7,7,4,,,,,,,,,,,,,,,,,,,,,29.38173687501694,None,29.38173687501694,None,29.38173687501694,None,29.38173687501694,None,29.14725583299878,None,4,0.786812790989643,29.14725583299878,None,29.430838337517343,None,29.14725583299878,29.3474899159919,3.017777777777778,2.149495374993421,29.963774500007275,None,29.963774500007275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,001,2022_Mar_29_1636,exp_mono_sp,2021.2.3,59.751181262546304,
