check.keys,check.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate
2,4.8009,space,147.6899,1,21.7776,3.052083333,10.8245,0,0,0,1,1,stim/pief_g.wav,,001,2022-03-29_18h34.42.745,exp_mono_eng,2021.2.3,Win32,60.21919788
