check.keys,check.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate
1,1.759,space,1.002,1,1.28,3.742222222,1.413,0,0,0,6,1,stim/feuf_g.wav,,001,2022-03-29_17h05.51,exp_mono_eng,2021.2.3,MacIntel,58.82352941
