check.keys,check.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate
2,3.9581,space,18.738,4,6.6174,4.010407104,4.1949,0,0,0,0,1,stim/pof_g.wav,5b5a822e1ad8270001c4f28d,001,2022-03-29_16h41.46.508,exp_mono_eng,2021.2.3,MacIntel,59.84082341
,,,,2,9.9034,4.595840149,3.911,0,1,1,7,1,stim/f_schwa_g.wav,5b5a822e1ad8270001c4f28d,001,2022-03-29_16h41.46.508,exp_mono_eng,2021.2.3,MacIntel,59.84082341
