the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,pisch,fisch,pake,pike,item_num,correct_response,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,the_col_fr,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fat,fit,pat,pic
pike,1,0,14.618,0,0,0,38,1,conditions/german/pisch_6_4.wav,conditions/german/fisch_6_4.wav,conditions/german/pake_6_4.wav,conditions/german/pike_6_4.wav,39,0,6062d6036cdaef33b66e7f62,Latino,2022-03-23_15h40.08.165,german,2021.2.3,Win32,55.55555556,,,,,,,,,,,,,,,
pisch,1,1,3.573,0,1,1,8,1,conditions/german/pisch_2_2.wav,conditions/german/fisch_2_2.wav,conditions/german/pake_2_2.wav,conditions/german/pike_2_2.wav,9,1,6062d6036cdaef33b66e7f62,Latino,2022-03-23_15h40.08.165,german,2021.2.3,Win32,55.55555556,,,,,,,,,,,,,,,
fisch,1,0,1.337,0,2,2,33,1,conditions/german/pisch_5_6.wav,conditions/german/fisch_5_6.wav,conditions/german/pake_5_6.wav,conditions/german/pike_5_6.wav,34,0,6062d6036cdaef33b66e7f62,Latino,2022-03-23_15h40.08.165,german,2021.2.3,Win32,55.55555556,,,,,,,,,,,,,,,
pisch,1,0,0.885,0,3,3,22,1,conditions/german/pisch_4_2.wav,conditions/german/fisch_4_2.wav,conditions/german/pake_4_2.wav,conditions/german/pike_4_2.wav,23,0,6062d6036cdaef33b66e7f62,Latino,2022-03-23_15h40.08.165,german,2021.2.3,Win32,55.55555556,,,,,,,,,,,,,,,
pisch,0,1,3.09,0,4,4,29,1,conditions/german/pisch_5_2.wav,conditions/german/fisch_5_2.wav,conditions/german/pake_5_2.wav,conditions/german/pike_5_2.wav,30,0,6062d6036cdaef33b66e7f62,Latino,2022-03-23_15h40.08.165,german,2021.2.3,Win32,55.55555556,,,,,,,,,,,,,,,
pisch,1,0,2.773,0,5,5,1,1,conditions/german/pisch_1_2.wav,conditions/german/fisch_1_2.wav,conditions/german/pake_1_2.wav,conditions/german/pike_1_2.wav,2,0,6062d6036cdaef33b66e7f62,Latino,2022-03-23_15h40.08.165,german,2021.2.3,Win32,55.55555556,,,,,,,,,,,,,,,
fisch,0,1,1.353,0,6,6,13,1,conditions/german/pisch_2_7.wav,conditions/german/fisch_2_7.wav,conditions/german/pake_2_7.wav,conditions/german/pike_2_7.wav,14,0,6062d6036cdaef33b66e7f62,Latino,2022-03-23_15h40.08.165,german,2021.2.3,Win32,55.55555556,,,,,,,,,,,,,,,
pisch,1,0,48.329,0,7,7,31,1,conditions/german/pisch_5_4.wav,conditions/german/fisch_5_4.wav,conditions/german/pake_5_4.wav,conditions/german/pike_5_4.wav,32,0,6062d6036cdaef33b66e7f62,Latino,2022-03-23_15h40.08.165,german,2021.2.3,Win32,55.55555556,,,,,,,,,,,,,,,
fisch,0,0,0.501,0,8,8,24,1,conditions/german/pisch_4_4.wav,conditions/german/fisch_4_4.wav,conditions/german/pake_4_4.wav,conditions/german/pike_4_4.wav,25,1,6062d6036cdaef33b66e7f62,Latino,2022-03-23_15h40.08.165,german,2021.2.3,Win32,55.55555556,,,,,,,,,,,,,,,
pake,0,1,1.053,0,9,9,17,1,conditions/german/pisch_3_4.wav,conditions/german/fisch_3_4.wav,conditions/german/pake_3_4.wav,conditions/german/pike_3_4.wav,18,0,6062d6036cdaef33b66e7f62,Latino,2022-03-23_15h40.08.165,german,2021.2.3,Win32,55.55555556,,,,,,,,,,,,,,,
pike,0,1,0.117,0,10,10,36,1,conditions/german/pisch_6_2.wav,conditions/german/fisch_6_2.wav,conditions/german/pake_6_2.wav,conditions/german/pike_6_2.wav,37,0,6062d6036cdaef33b66e7f62,Latino,2022-03-23_15h40.08.165,german,2021.2.3,Win32,55.55555556,,,,,,,,,,,,,,,
