trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,pisch,fisch,pake,pike,item_num,correct_response,text_2afc_check.started,text_2afc_check.stopped,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,7.830350209000244,None,,,,,,,
