pisch,fisch,pake,pike,item_num,correct_response,fat,fit,pat,pic,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2afc_check.started,text_2afc_check.stopped,the_col,sound_2afc_stim_trial.started,sound_2afc_stim_trial.stopped,text_2afc_response_yes_trial.started,text_2afc_response_yes_trial.stopped,text_2afc_response_no_trial.started,text_2afc_response_no_trial.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.started,key_resp_2afc_trial.stopped,text_2afc_question_trial.started,text_2afc_question_trial.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,the_col_fr,sound_2afc_stim_trial_2.started,sound_2afc_stim_trial_2.stopped,text_2afc_response_yes_trial_2.started,text_2afc_response_yes_trial_2.stopped,text_2afc_response_no_trial_2.started,text_2afc_response_no_trial_2.stopped,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,key_resp_2afc_trial_2.started,key_resp_2afc_trial_2.stopped,text_2afc_question_trial_2.started,text_2afc_question_trial_2.stopped,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,frameRate,
conditions/german/pisch_2_1.wav,conditions/german/fisch_2_1.wav,conditions/german/pake_2_1.wav,conditions/german/pike_2_1.wav,8,0,,,,,0,0,0,7,,,,,8.971504625000307,None,pike,10.349000413200338,None,10.098631709000074,None,10.098631709000074,None,1,0,1.8995921250007086,10.351894041999913,None,9.864781959000538,None,,,,,,,,,,,,,,,,,,,,, ,,2022_Mar_23_1513,empathy_intonation_perc,2021.2.3,59.79850892406026,
conditions/german/pisch_1_2.wav,conditions/german/fisch_1_2.wav,conditions/german/pake_1_2.wav,conditions/german/pike_1_2.wav,2,0,,,,,0,1,1,1,,,,,,,fisch,12.768369621200145,None,12.515761667000334,None,12.515761667000334,None,1,0,1.5738355419998697,12.765723667000202,None,12.285649625000588,None,,,,,,,,,,,,,,,,,,,,, ,,2022_Mar_23_1513,empathy_intonation_perc,2021.2.3,59.79850892406026,
conditions/german/pisch_1_6.wav,conditions/german/fisch_1_6.wav,conditions/german/pake_1_6.wav,conditions/german/pike_1_6.wav,6,0,,,,,0,2,2,5,,,,,,,fisch,14.84926107920037,None,14.599730959000226,None,14.599730959000226,None,1,0,1.4030852919995596,14.848527125000146,None,14.373046833999979,None,,,,,,,,,,,,,,,,,,,,, ,,2022_Mar_23_1513,empathy_intonation_perc,2021.2.3,59.79850892406026,
conditions/german/pisch_7_6.wav,conditions/german/fisch_7_6.wav,conditions/german/pake_7_6.wav,conditions/german/pike_7_6.wav,48,0,,,,,0,3,3,47,,,,,,,pake,16.765695954200417,None,16.51665950000006,None,16.51665950000006,None,1,0,1.5588342920000287,16.764838500000224,None,16.284745750000184,None,,,,,,,,,,,,,,,,,,,,, ,,2022_Mar_23_1513,empathy_intonation_perc,2021.2.3,59.79850892406026,
conditions/german/pisch_3_1.wav,conditions/german/fisch_3_1.wav,conditions/german/pake_3_1.wav,conditions/german/pike_3_1.wav,15,0,,,,,0,4,4,14,,,,,,,pike,18.834870913200028,None,18.583107250000467,None,18.583107250000467,None,1,0,0.9223567910003112,18.833292166999854,None,18.349446917000023,None,,,,,,,,,,,,,,,,,,,,, ,,2022_Mar_23_1513,empathy_intonation_perc,2021.2.3,59.79850892406026,
conditions/german/pisch_4_1.wav,conditions/german/fisch_4_1.wav,conditions/german/pake_4_1.wav,conditions/german/pike_4_1.wav,22,0,,,,,0,5,5,21,,,,,,,pisch,20.26617628820022,None,20.016473374999805,None,20.016473374999805,None,1,0,0.5771035839998149,20.2665832090006,None,19.782485624999936,None,,,,,,,,,,,,,,,,,,,,, ,,2022_Mar_23_1513,empathy_intonation_perc,2021.2.3,59.79850892406026,
conditions/german/pisch_7_2.wav,conditions/german/fisch_7_2.wav,conditions/german/pake_7_2.wav,conditions/german/pike_7_2.wav,44,0,,,,,0,6,6,43,,,,,,,pake,21.34950337120008,None,21.09988204199999,None,21.09988204199999,None,1,0,0.7905344999999215,21.349161167000602,None,20.86537220900027,None,,,,,,,,,,,,,,,,,,,,, ,,2022_Mar_23_1513,empathy_intonation_perc,2021.2.3,59.79850892406026,
conditions/german/pisch_1_1.wav,conditions/german/fisch_1_1.wav,conditions/german/pake_1_1.wav,conditions/german/pike_1_1.wav,1,1,,,,,0,7,7,0,,,,,,,pake,22.648229454200553,None,22.399980709000374,None,22.399980709000374,None,1,1,0.5940709579999748,22.649784584000372,None,22.16700858400054,None,,,,,,,,,,,,,,,,,,,,, ,,2022_Mar_23_1513,empathy_intonation_perc,2021.2.3,59.79850892406026,
conditions/german/pisch_4_6.wav,conditions/german/fisch_4_6.wav,conditions/german/pake_4_6.wav,conditions/german/pike_4_6.wav,27,0,,,,,0,8,8,26,,,,,,,pike,23.74963428819992,None,23.498149750000266,None,23.498149750000266,None,1,0,0.43769274999976915,23.750066958999923,None,23.26602154200009,None,,,,,,,,,,,,,,,,,,,,, ,,2022_Mar_23_1513,empathy_intonation_perc,2021.2.3,59.79850892406026,
conditions/german/pisch_2_5.wav,conditions/german/fisch_2_5.wav,conditions/german/pake_2_5.wav,conditions/german/pike_2_5.wav,12,0,,,,,0,9,9,11,,,,,,,fisch,24.704005538200725,None,24.44976308400055,None,24.44976308400055,None,1,0,0.4963749159996951,24.699498334000054,None,24.217291834000207,None,,,,,,,,,,,,,,,,,,,,, ,,2022_Mar_23_1513,empathy_intonation_perc,2021.2.3,59.79850892406026,
