the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,pisch,fisch,pake,pike,item_num,correct_response,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,the_col_fr,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fat,fit,pat,pic
pake,0,1,16.8717,0,0,0,45,1,conditions/german/pisch_7_4.wav,conditions/german/fisch_7_4.wav,conditions/german/pake_7_4.wav,conditions/german/pike_7_4.wav,46,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pake,1,0,2.8154,0,1,1,33,1,conditions/german/pisch_5_6.wav,conditions/german/fisch_5_6.wav,conditions/german/pake_5_6.wav,conditions/german/pike_5_6.wav,34,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pisch,0,1,3.9067,0,2,2,13,1,conditions/german/pisch_2_7.wav,conditions/german/fisch_2_7.wav,conditions/german/pake_2_7.wav,conditions/german/pike_2_7.wav,14,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pake,1,0,0.5486,0,3,3,2,1,conditions/german/pisch_1_3.wav,conditions/german/fisch_1_3.wav,conditions/german/pake_1_3.wav,conditions/german/pike_1_3.wav,3,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pisch,1,0,3.0646,0,4,4,12,1,conditions/german/pisch_2_6.wav,conditions/german/fisch_2_6.wav,conditions/german/pake_2_6.wav,conditions/german/pike_2_6.wav,13,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
fisch,1,0,3.0237,0,5,5,6,1,conditions/german/pisch_1_7.wav,conditions/german/fisch_1_7.wav,conditions/german/pake_1_7.wav,conditions/german/pike_1_7.wav,7,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pike,1,0,3.9624,0,6,6,43,1,conditions/german/pisch_7_2.wav,conditions/german/fisch_7_2.wav,conditions/german/pake_7_2.wav,conditions/german/pike_7_2.wav,44,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pike,0,1,2.8162,0,7,7,27,1,conditions/german/pisch_4_7.wav,conditions/german/fisch_4_7.wav,conditions/german/pake_4_7.wav,conditions/german/pike_4_7.wav,28,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pisch,1,0,2.6807,0,8,8,28,1,conditions/german/pisch_5_1.wav,conditions/german/fisch_5_1.wav,conditions/german/pake_5_1.wav,conditions/german/pike_5_1.wav,29,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pike,1,0,2.4416,0,9,9,31,1,conditions/german/pisch_5_4.wav,conditions/german/fisch_5_4.wav,conditions/german/pake_5_4.wav,conditions/german/pike_5_4.wav,32,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pake,1,1,2.5044,0,10,10,0,1,conditions/german/pisch_1_1.wav,conditions/german/fisch_1_1.wav,conditions/german/pake_1_1.wav,conditions/german/pike_1_1.wav,1,1,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pisch,1,0,2.5023,0,11,11,42,1,conditions/german/pisch_7_1.wav,conditions/german/fisch_7_1.wav,conditions/german/pake_7_1.wav,conditions/german/pike_7_1.wav,43,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pisch,1,1,2.9299,0,12,12,32,1,conditions/german/pisch_5_5.wav,conditions/german/fisch_5_5.wav,conditions/german/pake_5_5.wav,conditions/german/pike_5_5.wav,33,1,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pisch,1,1,2.4733,0,13,13,40,1,conditions/german/pisch_6_6.wav,conditions/german/fisch_6_6.wav,conditions/german/pake_6_6.wav,conditions/german/pike_6_6.wav,41,1,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
pike,1,0,2.8396,0,14,14,14,1,conditions/german/pisch_3_1.wav,conditions/german/fisch_3_1.wav,conditions/german/pake_3_1.wav,conditions/german/pike_3_1.wav,15,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
fisch,0,1,3.6143,0,15,15,20,1,conditions/german/pisch_3_7.wav,conditions/german/fisch_3_7.wav,conditions/german/pake_3_7.wav,conditions/german/pike_3_7.wav,21,0,60ff89c17658f2b2015321c0,"Central American, Castellano (Spain)",2022-03-24_22h07.57.267,german,2021.2.3,MacIntel,60.04202942,,,,,,,,,,,,,,,
