the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,pisch,fisch,pake,pike,item_num,correct_response,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,the_col_fr,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fat,fit,pat,pic
fisch,1,0,3.924,0,0,0,15,1,conditions/german/pisch_3_2.wav,conditions/german/fisch_3_2.wav,conditions/german/pake_3_2.wav,conditions/german/pike_3_2.wav,16,0,60b7b098c35b5eb4f326e077,Spain,2022-07-09_17h41.46.097,german,2021.2.3,Win32,30.01020347,,,,,,,,,,,,,,,
pike,1,0,5.427,0,1,1,42,1,conditions/german/pisch_7_1.wav,conditions/german/fisch_7_1.wav,conditions/german/pake_7_1.wav,conditions/german/pike_7_1.wav,43,0,60b7b098c35b5eb4f326e077,Spain,2022-07-09_17h41.46.097,german,2021.2.3,Win32,30.01020347,,,,,,,,,,,,,,,
pake,1,1,2.231,0,2,2,16,1,conditions/german/pisch_3_3.wav,conditions/german/fisch_3_3.wav,conditions/german/pake_3_3.wav,conditions/german/pike_3_3.wav,17,1,60b7b098c35b5eb4f326e077,Spain,2022-07-09_17h41.46.097,german,2021.2.3,Win32,30.01020347,,,,,,,,,,,,,,,
pisch,1,0,2.296,0,3,3,45,1,conditions/german/pisch_7_4.wav,conditions/german/fisch_7_4.wav,conditions/german/pake_7_4.wav,conditions/german/pike_7_4.wav,46,0,60b7b098c35b5eb4f326e077,Spain,2022-07-09_17h41.46.097,german,2021.2.3,Win32,30.01020347,,,,,,,,,,,,,,,
pisch,1,0,2.421,0,4,4,22,1,conditions/german/pisch_4_2.wav,conditions/german/fisch_4_2.wav,conditions/german/pake_4_2.wav,conditions/german/pike_4_2.wav,23,0,60b7b098c35b5eb4f326e077,Spain,2022-07-09_17h41.46.097,german,2021.2.3,Win32,30.01020347,,,,,,,,,,,,,,,
pike,1,0,2.452,0,5,5,29,1,conditions/german/pisch_5_2.wav,conditions/german/fisch_5_2.wav,conditions/german/pake_5_2.wav,conditions/german/pike_5_2.wav,30,0,60b7b098c35b5eb4f326e077,Spain,2022-07-09_17h41.46.097,german,2021.2.3,Win32,30.01020347,,,,,,,,,,,,,,,
fisch,0,1,2.685,0,6,6,5,1,conditions/german/pisch_1_6.wav,conditions/german/fisch_1_6.wav,conditions/german/pake_1_6.wav,conditions/german/pike_1_6.wav,6,0,60b7b098c35b5eb4f326e077,Spain,2022-07-09_17h41.46.097,german,2021.2.3,Win32,30.01020347,,,,,,,,,,,,,,,
fisch,1,0,3.336,0,7,7,19,1,conditions/german/pisch_3_6.wav,conditions/german/fisch_3_6.wav,conditions/german/pake_3_6.wav,conditions/german/pike_3_6.wav,20,0,60b7b098c35b5eb4f326e077,Spain,2022-07-09_17h41.46.097,german,2021.2.3,Win32,30.01020347,,,,,,,,,,,,,,,
pike,1,0,2.681,0,8,8,36,1,conditions/german/pisch_6_2.wav,conditions/german/fisch_6_2.wav,conditions/german/pake_6_2.wav,conditions/german/pike_6_2.wav,37,0,60b7b098c35b5eb4f326e077,Spain,2022-07-09_17h41.46.097,german,2021.2.3,Win32,30.01020347,,,,,,,,,,,,,,,
fisch,1,0,2.155,0,9,9,33,1,conditions/german/pisch_5_6.wav,conditions/german/fisch_5_6.wav,conditions/german/pake_5_6.wav,conditions/german/pike_5_6.wav,34,0,60b7b098c35b5eb4f326e077,Spain,2022-07-09_17h41.46.097,german,2021.2.3,Win32,30.01020347,,,,,,,,,,,,,,,
