pisch,fisch,pake,pike,item_num,correct_response,fat,fit,pat,pic,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2afc_check.started,text_2afc_check.stopped,the_col,sound_2afc_stim_trial.started,sound_2afc_stim_trial.stopped,text_2afc_response_yes_trial.started,text_2afc_response_yes_trial.stopped,text_2afc_response_no_trial.started,text_2afc_response_no_trial.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.started,key_resp_2afc_trial.stopped,text_2afc_question_trial.started,text_2afc_question_trial.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,the_col_fr,sound_2afc_stim_trial_2.started,sound_2afc_stim_trial_2.stopped,text_2afc_response_yes_trial_2.started,text_2afc_response_yes_trial_2.stopped,text_2afc_response_no_trial_2.started,text_2afc_response_no_trial_2.stopped,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,key_resp_2afc_trial_2.started,key_resp_2afc_trial_2.stopped,text_2afc_question_trial_2.started,text_2afc_question_trial_2.stopped,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,frameRate,
conditions/german/pisch_6_3.wav,conditions/german/fisch_6_3.wav,conditions/german/pake_6_3.wav,conditions/german/pike_6_3.wav,38,0,,,,,0,0,0,37,,,,,9.665186290998463,None,pisch,11.449943436899412,None,11.198759790999247,None,11.198759790999247,None,0,1,4.93190125000001,11.448986290999528,None,10.968651540999417,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1542,empathy_intonation_perc,2021.2.3,59.768308153501316,
conditions/german/pisch_3_1.wav,conditions/german/fisch_3_1.wav,conditions/german/pake_3_1.wav,conditions/german/pike_3_1.wav,15,0,,,,,0,1,1,14,,,,,,,pisch,16.882164395898506,None,16.633761165998294,None,16.633761165998294,None,0,1,1.977610249999998,16.88337266599956,None,16.399665540999194,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1542,empathy_intonation_perc,2021.2.3,59.768308153501316,
conditions/german/pisch_5_1.wav,conditions/german/fisch_5_1.wav,conditions/german/pake_5_1.wav,conditions/german/pike_5_1.wav,29,0,,,,,0,2,2,28,,,,,,,pike,19.366910561899566,None,19.11631658299848,None,19.11631658299848,None,0,1,4.334422125000856,19.366653665998456,None,18.88658170799863,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1542,empathy_intonation_perc,2021.2.3,59.768308153501316,
conditions/german/pisch_1_1.wav,conditions/german/fisch_1_1.wav,conditions/german/pake_1_1.wav,conditions/german/pike_1_1.wav,1,1,,,,,0,3,3,0,,,,,,,pike,24.215729895899493,None,23.9659855409991,None,23.9659855409991,None,1,1,3.0681244999996125,24.217048249998697,None,23.73243645799994,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1542,empathy_intonation_perc,2021.2.3,59.768308153501316,
conditions/german/pisch_2_2.wav,conditions/german/fisch_2_2.wav,conditions/german/pake_2_2.wav,conditions/german/pike_2_2.wav,9,1,,,,,0,4,4,8,,,,,,,pike,27.800275853899073,None,27.550632332999157,None,27.550632332999157,None,1,1,2.245978124999965,27.79923666599825,None,27.316505290998975,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1542,empathy_intonation_perc,2021.2.3,59.768308153501316,
conditions/german/pisch_6_7.wav,conditions/german/fisch_6_7.wav,conditions/german/pake_6_7.wav,conditions/german/pike_6_7.wav,42,0,,,,,0,5,5,41,,,,,,,pike,30.549350228899492,None,30.300233540998306,None,30.300233540998306,None,1,0,2.703357832999245,30.549941374998525,None,30.065969457999017,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1542,empathy_intonation_perc,2021.2.3,59.768308153501316,
conditions/german/pisch_6_2.wav,conditions/german/fisch_6_2.wav,conditions/german/pake_6_2.wav,conditions/german/pike_6_2.wav,37,0,,,,,0,6,6,36,,,,,,,fisch,33.76704785389884,None,33.51726154099924,None,33.51726154099924,None,1,0,3.1028377500006172,33.76653254099983,None,33.28227637499913,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1542,empathy_intonation_perc,2021.2.3,59.768308153501316,
conditions/german/pisch_6_6.wav,conditions/german/fisch_6_6.wav,conditions/german/pake_6_6.wav,conditions/german/pike_6_6.wav,41,1,,,,,0,7,7,40,,,,,,,pisch,37.38322477090005,None,37.13304199999948,None,37.13304199999948,None,1,1,2.3817429580012686,37.383727540998734,None,36.8993843749995,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1542,empathy_intonation_perc,2021.2.3,59.768308153501316,
conditions/german/pisch_4_4.wav,conditions/german/fisch_4_4.wav,conditions/german/pake_4_4.wav,conditions/german/pike_4_4.wav,25,1,,,,,0,8,8,24,,,,,,,fisch,40.26680743689976,None,40.0162363749987,None,40.0162363749987,None,0,0,2.9794224170000234,40.266058082999734,None,39.783108874999016,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1542,empathy_intonation_perc,2021.2.3,59.768308153501316,
conditions/german/pisch_5_6.wav,conditions/german/fisch_5_6.wav,conditions/german/pake_5_6.wav,conditions/german/pike_5_6.wav,34,0,,,,,0,9,9,33,,,,,,,pisch,43.74955939589963,None,43.49906170799841,None,43.49906170799841,None,1,0,2.7268001249994995,43.75079583299885,None,43.26717183299843,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1542,empathy_intonation_perc,2021.2.3,59.768308153501316,
