the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,pisch,fisch,pake,pike,item_num,correct_response,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,the_col_fr,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fat,fit,pat,pic
pake,1,0,12.7413,0,0,0,35,1,conditions/german/pisch_6_1.wav,conditions/german/fisch_6_1.wav,conditions/german/pake_6_1.wav,conditions/german/pike_6_1.wav,36,0,6100c59cd19d8852e9aa7b70,Mexican,2022-07-09_14h33.04.698,german,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
pike,0,1,20.9448,0,1,1,15,1,conditions/german/pisch_3_2.wav,conditions/german/fisch_3_2.wav,conditions/german/pake_3_2.wav,conditions/german/pike_3_2.wav,16,0,6100c59cd19d8852e9aa7b70,Mexican,2022-07-09_14h33.04.698,german,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
pike,0,1,2.3337,0,2,2,18,1,conditions/german/pisch_3_5.wav,conditions/german/fisch_3_5.wav,conditions/german/pake_3_5.wav,conditions/german/pike_3_5.wav,19,0,6100c59cd19d8852e9aa7b70,Mexican,2022-07-09_14h33.04.698,german,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
pisch,0,1,2.1856,0,3,3,31,1,conditions/german/pisch_5_4.wav,conditions/german/fisch_5_4.wav,conditions/german/pake_5_4.wav,conditions/german/pike_5_4.wav,32,0,6100c59cd19d8852e9aa7b70,Mexican,2022-07-09_14h33.04.698,german,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
pake,0,0,3.62,0,4,4,0,1,conditions/german/pisch_1_1.wav,conditions/german/fisch_1_1.wav,conditions/german/pake_1_1.wav,conditions/german/pike_1_1.wav,1,1,6100c59cd19d8852e9aa7b70,Mexican,2022-07-09_14h33.04.698,german,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
pake,0,1,2.5073,0,5,5,28,1,conditions/german/pisch_5_1.wav,conditions/german/fisch_5_1.wav,conditions/german/pake_5_1.wav,conditions/german/pike_5_1.wav,29,0,6100c59cd19d8852e9aa7b70,Mexican,2022-07-09_14h33.04.698,german,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
pike,0,1,5.1018,0,6,6,21,1,conditions/german/pisch_4_1.wav,conditions/german/fisch_4_1.wav,conditions/german/pake_4_1.wav,conditions/german/pike_4_1.wav,22,0,6100c59cd19d8852e9aa7b70,Mexican,2022-07-09_14h33.04.698,german,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
fisch,0,1,2.4338,0,7,7,17,1,conditions/german/pisch_3_4.wav,conditions/german/fisch_3_4.wav,conditions/german/pake_3_4.wav,conditions/german/pike_3_4.wav,18,0,6100c59cd19d8852e9aa7b70,Mexican,2022-07-09_14h33.04.698,german,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
pike,1,0,6.3422,0,8,8,38,1,conditions/german/pisch_6_4.wav,conditions/german/fisch_6_4.wav,conditions/german/pake_6_4.wav,conditions/german/pike_6_4.wav,39,0,6100c59cd19d8852e9aa7b70,Mexican,2022-07-09_14h33.04.698,german,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
pake,0,1,2.7763,0,9,9,23,1,conditions/german/pisch_4_3.wav,conditions/german/fisch_4_3.wav,conditions/german/pake_4_3.wav,conditions/german/pike_4_3.wav,24,0,6100c59cd19d8852e9aa7b70,Mexican,2022-07-09_14h33.04.698,german,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
