the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,pisch,fisch,pake,pike,item_num,correct_response,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,the_col_fr,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fat,fit,pat,pic
pake,1,0,3.2181,0,0,0,27,1,conditions/german/pisch_4_7.wav,conditions/german/fisch_4_7.wav,conditions/german/pake_4_7.wav,conditions/german/pike_4_7.wav,28,0,59349d79f1b3f00001964d04,Mexican and Californian,2022-03-24_11h36.39.477,german,2021.2.3,Win32,59.66231132,,,,,,,,,,,,,,,
pike,1,0,2.4234,0,1,1,26,1,conditions/german/pisch_4_6.wav,conditions/german/fisch_4_6.wav,conditions/german/pake_4_6.wav,conditions/german/pike_4_6.wav,27,0,59349d79f1b3f00001964d04,Mexican and Californian,2022-03-24_11h36.39.477,german,2021.2.3,Win32,59.66231132,,,,,,,,,,,,,,,
pisch,1,0,2.5895,0,2,2,11,1,conditions/german/pisch_2_5.wav,conditions/german/fisch_2_5.wav,conditions/german/pake_2_5.wav,conditions/german/pike_2_5.wav,12,0,59349d79f1b3f00001964d04,Mexican and Californian,2022-03-24_11h36.39.477,german,2021.2.3,Win32,59.66231132,,,,,,,,,,,,,,,
fisch,0,1,2.6431,0,3,3,21,1,conditions/german/pisch_4_1.wav,conditions/german/fisch_4_1.wav,conditions/german/pake_4_1.wav,conditions/german/pike_4_1.wav,22,0,59349d79f1b3f00001964d04,Mexican and Californian,2022-03-24_11h36.39.477,german,2021.2.3,Win32,59.66231132,,,,,,,,,,,,,,,
fisch,0,1,2.2462,0,4,4,28,1,conditions/german/pisch_5_1.wav,conditions/german/fisch_5_1.wav,conditions/german/pake_5_1.wav,conditions/german/pike_5_1.wav,29,0,59349d79f1b3f00001964d04,Mexican and Californian,2022-03-24_11h36.39.477,german,2021.2.3,Win32,59.66231132,,,,,,,,,,,,,,,
pisch,1,1,2.2185,0,5,5,48,1,conditions/german/pisch_7_7.wav,conditions/german/fisch_7_7.wav,conditions/german/pake_7_7.wav,conditions/german/pike_7_7.wav,49,1,59349d79f1b3f00001964d04,Mexican and Californian,2022-03-24_11h36.39.477,german,2021.2.3,Win32,59.66231132,,,,,,,,,,,,,,,
fisch,0,1,2.0612,0,6,6,14,1,conditions/german/pisch_3_1.wav,conditions/german/fisch_3_1.wav,conditions/german/pake_3_1.wav,conditions/german/pike_3_1.wav,15,0,59349d79f1b3f00001964d04,Mexican and Californian,2022-03-24_11h36.39.477,german,2021.2.3,Win32,59.66231132,,,,,,,,,,,,,,,
pisch,1,1,2.2193,0,7,7,40,1,conditions/german/pisch_6_6.wav,conditions/german/fisch_6_6.wav,conditions/german/pake_6_6.wav,conditions/german/pike_6_6.wav,41,1,59349d79f1b3f00001964d04,Mexican and Californian,2022-03-24_11h36.39.477,german,2021.2.3,Win32,59.66231132,,,,,,,,,,,,,,,
pike,1,0,2.4666,0,8,8,36,1,conditions/german/pisch_6_2.wav,conditions/german/fisch_6_2.wav,conditions/german/pake_6_2.wav,conditions/german/pike_6_2.wav,37,0,59349d79f1b3f00001964d04,Mexican and Californian,2022-03-24_11h36.39.477,german,2021.2.3,Win32,59.66231132,,,,,,,,,,,,,,,
pisch,1,1,2.3334,0,9,9,32,1,conditions/german/pisch_5_5.wav,conditions/german/fisch_5_5.wav,conditions/german/pake_5_5.wav,conditions/german/pike_5_5.wav,33,1,59349d79f1b3f00001964d04,Mexican and Californian,2022-03-24_11h36.39.477,german,2021.2.3,Win32,59.66231132,,,,,,,,,,,,,,,
