the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,pisch,fisch,pake,pike,item_num,correct_response,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,the_col_fr,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fat,fit,pat,pic
pike,1,1,26.6677,0,0,0,0,1,conditions/german/pisch_1_1.wav,conditions/german/fisch_1_1.wav,conditions/german/pake_1_1.wav,conditions/german/pike_1_1.wav,1,1,6032a88a2b8e882a37cc2766,mexican,2022-03-23_15h39.17.180,german,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,
fisch,1,0,4.1631,0,1,1,22,1,conditions/german/pisch_4_2.wav,conditions/german/fisch_4_2.wav,conditions/german/pake_4_2.wav,conditions/german/pike_4_2.wav,23,0,6032a88a2b8e882a37cc2766,mexican,2022-03-23_15h39.17.180,german,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,
pike,1,0,1.9859,0,2,2,14,1,conditions/german/pisch_3_1.wav,conditions/german/fisch_3_1.wav,conditions/german/pake_3_1.wav,conditions/german/pike_3_1.wav,15,0,6032a88a2b8e882a37cc2766,mexican,2022-03-23_15h39.17.180,german,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,
pike,1,1,2.044,0,3,3,48,1,conditions/german/pisch_7_7.wav,conditions/german/fisch_7_7.wav,conditions/german/pake_7_7.wav,conditions/german/pike_7_7.wav,49,1,6032a88a2b8e882a37cc2766,mexican,2022-03-23_15h39.17.180,german,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,
fisch,0,1,2.4854,0,4,4,12,1,conditions/german/pisch_2_6.wav,conditions/german/fisch_2_6.wav,conditions/german/pake_2_6.wav,conditions/german/pike_2_6.wav,13,0,6032a88a2b8e882a37cc2766,mexican,2022-03-23_15h39.17.180,german,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,
pisch,1,0,2.1647,0,5,5,28,1,conditions/german/pisch_5_1.wav,conditions/german/fisch_5_1.wav,conditions/german/pake_5_1.wav,conditions/german/pike_5_1.wav,29,0,6032a88a2b8e882a37cc2766,mexican,2022-03-23_15h39.17.180,german,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,
fisch,0,1,1.9087,0,6,6,4,1,conditions/german/pisch_1_5.wav,conditions/german/fisch_1_5.wav,conditions/german/pake_1_5.wav,conditions/german/pike_1_5.wav,5,0,6032a88a2b8e882a37cc2766,mexican,2022-03-23_15h39.17.180,german,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,
fisch,1,1,2.0305,0,7,7,32,1,conditions/german/pisch_5_5.wav,conditions/german/fisch_5_5.wav,conditions/german/pake_5_5.wav,conditions/german/pike_5_5.wav,33,1,6032a88a2b8e882a37cc2766,mexican,2022-03-23_15h39.17.180,german,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,
pake,1,0,2.1309,0,8,8,7,1,conditions/german/pisch_2_1.wav,conditions/german/fisch_2_1.wav,conditions/german/pake_2_1.wav,conditions/german/pike_2_1.wav,8,0,6032a88a2b8e882a37cc2766,mexican,2022-03-23_15h39.17.180,german,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,
fisch,1,0,2.7519,0,9,9,44,1,conditions/german/pisch_7_3.wav,conditions/german/fisch_7_3.wav,conditions/german/pake_7_3.wav,conditions/german/pike_7_3.wav,45,0,6032a88a2b8e882a37cc2766,mexican,2022-03-23_15h39.17.180,german,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,
pisch,1,0,1.9606,0,10,10,19,1,conditions/german/pisch_3_6.wav,conditions/german/fisch_3_6.wav,conditions/german/pake_3_6.wav,conditions/german/pike_3_6.wav,20,0,6032a88a2b8e882a37cc2766,mexican,2022-03-23_15h39.17.180,german,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,
