pisch,fisch,pake,pike,item_num,correct_response,fat,fit,pat,pic,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2afc_check.started,text_2afc_check.stopped,the_col,sound_2afc_stim_trial.started,sound_2afc_stim_trial.stopped,text_2afc_response_yes_trial.started,text_2afc_response_yes_trial.stopped,text_2afc_response_no_trial.started,text_2afc_response_no_trial.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.started,key_resp_2afc_trial.stopped,text_2afc_question_trial.started,text_2afc_question_trial.stopped,the_col_fr,sound_2afc_stim_trial_2.started,sound_2afc_stim_trial_2.stopped,text_2afc_response_yes_trial_2.started,text_2afc_response_yes_trial_2.stopped,text_2afc_response_no_trial_2.started,text_2afc_response_no_trial_2.stopped,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,key_resp_2afc_trial_2.started,key_resp_2afc_trial_2.stopped,text_2afc_question_trial_2.started,text_2afc_question_trial_2.stopped,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,frameRate,
conditions/german/pisch_6_3.wav,conditions/german/fisch_6_3.wav,conditions/german/pake_6_3.wav,conditions/german/pike_6_3.wav,38,0,,,,,0,10,10,37,,,,,,,pike,20.834741450400543,None,20.584872082999937,None,20.584872082999937,None,1,0,1.7492406670007767,20.834978625000076,None,20.3507462080006,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_6_6.wav,conditions/german/fisch_6_6.wav,conditions/german/pake_6_6.wav,conditions/german/pike_6_6.wav,41,1,,,,,0,11,11,40,,,,,,,pike,23.10116895040028,None,22.850881125000342,None,22.850881125000342,None,1,1,1.482818249999582,23.101466750000327,None,22.61867833300039,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_6_7.wav,conditions/german/fisch_6_7.wav,conditions/german/pake_6_7.wav,conditions/german/pike_6_7.wav,42,0,,,,,0,12,12,41,,,,,,,pake,25.101832908399956,None,24.851566125000318,None,24.851566125000318,None,1,0,1.6346912499993778,25.101646208000602,None,24.617241625000133,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_1_1.wav,conditions/german/fisch_1_1.wav,conditions/german/pake_1_1.wav,conditions/german/pike_1_1.wav,1,1,,,,,0,13,13,0,,,,,,,fisch,27.25135428340036,None,27.0014170000004,None,27.0014170000004,None,1,1,1.4849675839996053,27.25142741699983,None,26.767801916999815,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_2_4.wav,conditions/german/fisch_2_4.wav,conditions/german/pake_2_4.wav,conditions/german/pike_2_4.wav,11,0,,,,,0,14,14,10,,,,,,,pake,29.250778616400567,None,29.001431624999896,None,29.001431624999896,None,1,0,1.5498815420005485,29.250590042000113,None,28.767220917000486,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_7_6.wav,conditions/german/fisch_7_6.wav,conditions/german/pake_7_6.wav,conditions/german/pike_7_6.wav,48,0,,,,,0,15,15,47,,,,,,,pake,31.30136570040031,None,31.05163291700046,None,31.05163291700046,None,1,0,1.47495812499983,31.301577375000306,None,30.817704083000535,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_4_2.wav,conditions/german/fisch_4_2.wav,conditions/german/pake_4_2.wav,conditions/german/pike_4_2.wav,23,0,,,,,0,16,16,22,,,,,,,pake,33.28436711640006,None,33.03543141699993,None,33.03543141699993,None,1,0,0.7309271660005834,33.28557904199988,None,32.80112604199985,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_7_1.wav,conditions/german/fisch_7_1.wav,conditions/german/pake_7_1.wav,conditions/german/pike_7_1.wav,43,0,,,,,0,17,17,42,,,,,,,pike,34.51718924140005,None,34.26699470800031,None,34.26699470800031,None,1,0,0.2819525419999991,34.51860591700006,None,34.03462495799977,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_1_4.wav,conditions/german/fisch_1_4.wav,conditions/german/pake_1_4.wav,conditions/german/pike_1_4.wav,4,0,,,,,0,18,18,3,,,,,,,pake,35.301367450399994,None,35.05216629200004,None,35.05216629200004,None,1,0,0.04320424999968964,35.30130029199972,None,34.818175874999724,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_1_2.wav,conditions/german/fisch_1_2.wav,conditions/german/pake_1_2.wav,conditions/german/pike_1_2.wav,2,0,,,,,0,19,19,1,,,,,,,fisch,35.85192945040035,None,35.6001996670002,None,35.6001996670002,None,1,0,0.10095745899980102,35.851563582999916,None,35.36760795800001,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_3_4.wav,conditions/german/fisch_3_4.wav,conditions/german/pake_3_4.wav,conditions/german/pike_3_4.wav,18,0,,,,,0,20,20,17,,,,,,,fisch,36.46803670040026,None,36.21867583299991,None,36.21867583299991,None,1,0,0.16488395900069008,36.46770637500049,None,35.98434966700006,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_5_6.wav,conditions/german/fisch_5_6.wav,conditions/german/pake_5_6.wav,conditions/german/pike_5_6.wav,34,0,,,,,0,21,21,33,,,,,,,pisch,37.13569120040029,None,36.88397208300012,None,36.88397208300012,None,1,0,0.05856087499978457,37.134021875000144,None,36.651851333000195,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_1_7.wav,conditions/german/fisch_1_7.wav,conditions/german/pake_1_7.wav,conditions/german/pike_1_7.wav,7,0,,,,,0,22,22,6,,,,,,,pake,37.701195408400054,None,37.45193179200032,None,37.45193179200032,None,1,0,0.2674792500001786,37.70108145799986,None,37.217729125000005,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_2_6.wav,conditions/german/fisch_2_6.wav,conditions/german/pake_2_6.wav,conditions/german/pike_2_6.wav,13,0,,,,,0,23,23,12,,,,,,,pike,38.484112908399766,None,38.234996582999884,None,38.234996582999884,None,1,0,0.15602550000039628,38.48457429199971,None,38.00091470799998,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_7_2.wav,conditions/german/fisch_7_2.wav,conditions/german/pake_7_2.wav,conditions/german/pike_7_2.wav,44,0,,,,,0,24,24,43,,,,,,,pake,39.151450075400135,None,38.901852957999836,None,38.901852957999836,None,1,0,0.6416224160002457,39.15102575000037,None,38.66760287499983,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_1_3.wav,conditions/german/fisch_1_3.wav,conditions/german/pake_1_3.wav,conditions/german/pike_1_3.wav,3,0,,,,,0,25,25,2,,,,,,,pisch,40.30205928340001,None,40.05214504200012,None,40.05214504200012,None,1,0,0.42724579200057633,40.3014261670005,None,39.81713679200038,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_6_2.wav,conditions/german/fisch_6_2.wav,conditions/german/pake_6_2.wav,conditions/german/pike_6_2.wav,37,0,,,,,0,26,26,36,,,,,,,fisch,41.235778950400345,None,40.98533137499999,None,40.98533137499999,None,1,0,0.38172395899982803,41.23496933299975,None,40.751017624999804,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_2_2.wav,conditions/german/fisch_2_2.wav,conditions/german/pake_2_2.wav,conditions/german/pike_2_2.wav,9,1,,,,,0,27,27,8,,,,,,,pake,42.11821815839994,None,41.868235333000484,None,41.868235333000484,None,1,1,0.20195358299952204,42.118735000000015,None,41.63498754200009,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_4_3.wav,conditions/german/fisch_4_3.wav,conditions/german/pake_4_3.wav,conditions/german/pike_4_3.wav,24,0,,,,,0,28,28,23,,,,,,,fisch,42.83561461640056,None,42.58478054199986,None,42.58478054199986,None,1,0,0.4299871659995915,42.834748082999795,None,42.35069262500019,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_4_6.wav,conditions/german/fisch_4_6.wav,conditions/german/pake_4_6.wav,conditions/german/pike_4_6.wav,27,0,,,,,0,29,29,26,,,,,,,pake,43.76893128339998,None,43.51753800000006,None,43.51753800000006,None,1,0,0.38457041599940567,43.768287957999746,None,43.28446345800057,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_3_3.wav,conditions/german/fisch_3_3.wav,conditions/german/pake_3_3.wav,conditions/german/pike_3_3.wav,17,1,,,,,0,30,30,16,,,,,,,pike,44.66893786640048,None,44.41918799999985,None,44.41918799999985,None,1,1,0.5170623750000232,44.667733000000226,None,44.1858744580004,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_2_7.wav,conditions/german/fisch_2_7.wav,conditions/german/pake_2_7.wav,conditions/german/pike_2_7.wav,14,0,,,,,0,31,31,13,,,,,,,fisch,45.68492303340008,None,45.43515162499989,None,45.43515162499989,None,1,0,0.4190885000007256,45.68570075000025,None,45.200745167000605,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_5_2.wav,conditions/german/fisch_5_2.wav,conditions/german/pake_5_2.wav,conditions/german/pike_5_2.wav,30,0,,,,,0,32,32,29,,,,,,,fisch,46.6180820753998,None,46.36856370799978,None,46.36856370799978,None,1,0,0.6537478749996808,46.61904204199982,None,46.135202749999735,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_2_1.wav,conditions/german/fisch_2_1.wav,conditions/german/pake_2_1.wav,conditions/german/pike_2_1.wav,8,0,,,,,0,33,33,7,,,,,,,pisch,47.7844266164002,None,47.534613667000485,None,47.534613667000485,None,1,0,2.007199541999398,47.785730333000174,None,47.30110995799987,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_2_3.wav,conditions/german/fisch_2_3.wav,conditions/german/pake_2_3.wav,conditions/german/pike_2_3.wav,10,0,,,,,0,34,34,9,,,,,,,pisch,50.302546825399986,None,50.05214454199995,None,50.05214454199995,None,1,0,1.6432900410000002,50.301747917000284,None,49.81802970799981,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_3_1.wav,conditions/german/fisch_3_1.wav,conditions/german/pake_3_1.wav,conditions/german/pike_3_1.wav,15,0,,,,,0,35,35,14,,,,,,,pake,52.45207307540022,None,52.201656833000015,None,52.201656833000015,None,1,0,1.5807883750003384,52.452174125000056,None,51.968563041999914,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_2_5.wav,conditions/german/fisch_2_5.wav,conditions/german/pake_2_5.wav,conditions/german/pike_2_5.wav,12,0,,,,,0,36,36,11,,,,,,,pike,54.53490240839983,None,54.28567154200027,None,54.28567154200027,None,1,0,1.0337917090000701,54.535179292000066,None,54.051472916999955,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_5_3.wav,conditions/german/fisch_5_3.wav,conditions/german/pake_5_3.wav,conditions/german/pike_5_3.wav,31,0,,,,,0,37,37,30,,,,,,,fisch,56.08554170040043,None,55.83567708300052,None,55.83567708300052,None,1,0,0.6515267499999027,56.08555608300048,None,55.60138199999983,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_7_5.wav,conditions/german/fisch_7_5.wav,conditions/german/pake_7_5.wav,conditions/german/pike_7_5.wav,47,0,,,,,0,38,38,46,,,,,,,pike,57.25251224139993,None,57.00161316699996,None,57.00161316699996,None,1,0,0.1570382919999247,57.251994000000195,None,56.767925291999745,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_7_4.wav,conditions/german/fisch_7_4.wav,conditions/german/pake_7_4.wav,conditions/german/pike_7_4.wav,46,0,,,,,0,39,39,45,,,,,,,fisch,57.918812158400215,None,57.66865045800023,None,57.66865045800023,None,1,0,0.18603933400027017,57.919019791999744,None,57.434644791999744,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_7_7.wav,conditions/german/fisch_7_7.wav,conditions/german/pake_7_7.wav,conditions/german/pike_7_7.wav,49,1,,,,,0,40,40,48,,,,,,,fisch,58.61850115840025,None,58.36756366700047,None,58.36756366700047,None,1,1,0.15051062499969703,58.6186728749999,None,58.13460454200049,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_3_5.wav,conditions/german/fisch_3_5.wav,conditions/german/pake_3_5.wav,conditions/german/pike_3_5.wav,19,0,,,,,0,41,41,18,,,,,,,fisch,59.285387658400396,None,59.03551495800002,None,59.03551495800002,None,1,0,0.362963041000512,59.286107417000494,None,58.801678750000065,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_1_5.wav,conditions/german/fisch_1_5.wav,conditions/german/pake_1_5.wav,conditions/german/pike_1_5.wav,5,0,,,,,0,42,42,4,,,,,,,pisch,60.151040658400234,None,59.900911624999935,None,59.900911624999935,None,1,0,0.3201207499996599,60.15300466700046,None,59.667750792000334,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_6_1.wav,conditions/german/fisch_6_1.wav,conditions/german/pake_6_1.wav,conditions/german/pike_6_1.wav,36,0,,,,,0,43,43,35,,,,,,,fisch,60.984560908400454,None,60.73502962500061,None,60.73502962500061,None,1,0,0.6632333750003454,60.98593287499989,None,60.50229133300036,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_5_5.wav,conditions/german/fisch_5_5.wav,conditions/german/pake_5_5.wav,conditions/german/pike_5_5.wav,33,1,,,,,0,44,44,32,,,,,,,pike,62.15162286640043,None,61.90248558300027,None,61.90248558300027,None,1,1,0.6883559170000808,62.15281762500035,None,61.668589124999926,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_3_6.wav,conditions/german/fisch_3_6.wav,conditions/german/pake_3_6.wav,conditions/german/pike_3_6.wav,20,0,,,,,0,45,45,19,,,,,,,pisch,63.351783450400035,None,63.10213545799979,None,63.10213545799979,None,1,0,0.4813900419994752,63.35181908300001,None,62.86815462499999,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_1_6.wav,conditions/german/fisch_1_6.wav,conditions/german/pake_1_6.wav,conditions/german/pike_1_6.wav,6,0,,,,,0,46,46,5,,,,,,,pake,64.33576315840037,None,64.08609437500036,None,64.08609437500036,None,1,0,0.3942348750006204,64.33498558300016,None,63.85195974999988,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_4_1.wav,conditions/german/fisch_4_1.wav,conditions/german/pake_4_1.wav,conditions/german/pike_4_1.wav,22,0,,,,,0,47,47,21,,,,,,,pisch,65.23595957540056,None,64.98599695800021,None,64.98599695800021,None,1,0,0.3581869999998162,65.2350550000001,None,64.75172387500061,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
conditions/german/pisch_4_4.wav,conditions/german/fisch_4_4.wav,conditions/german/pake_4_4.wav,conditions/german/pike_4_4.wav,25,1,,,,,0,48,48,24,,,,,,,fisch,66.10210949140037,None,65.85273204199984,None,65.85273204199984,None,1,1,2.2829346660000738,66.1024166670004,None,65.61805595799979,None,,,,,,,,,,,,,,,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
,,,,7,0,conditions/french/fat_1_7.wav,conditions/french/fit_1_7.wav,conditions/french/pat_1_7.wav,conditions/french/pic_1_7.wav,,,,,0,0,0,6,,,,,,,,,,,,,,,,,fat,68.90296674139972,None,68.65238670800045,None,68.65238670800045,None,1,0,1.4843378329996995,68.90103612500025,None,68.40615708299993,None,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
,,,,36,0,conditions/french/fat_6_1.wav,conditions/french/fit_6_1.wav,conditions/french/pat_6_1.wav,conditions/french/pic_6_1.wav,,,,,0,1,1,35,,,,,,,,,,,,,,,,,pic,70.88418315840045,None,70.63576454200029,None,70.63576454200029,None,1,0,0.5868274589993234,70.8865235000003,None,70.4017367080005,None,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
,,,,2,0,conditions/french/fat_1_2.wav,conditions/french/fit_1_2.wav,conditions/french/pat_1_2.wav,conditions/french/pic_1_2.wav,,,,,0,2,2,1,,,,,,,,,,,,,,,,,pat,71.98558778339975,None,71.73533054200016,None,71.73533054200016,None,1,0,0.512055958000019,71.98533683300047,None,71.50164620800024,None,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
,,,,46,0,conditions/french/fat_7_4.wav,conditions/french/fit_7_4.wav,conditions/french/pat_7_4.wav,conditions/french/pic_7_4.wav,,,,,0,3,3,45,,,,,,,,,,,,,,,,,fat,73.00213974140024,None,72.7510741670003,None,72.7510741670003,None,1,0,0.47956541599978664,73.00190300000031,None,72.51788612500059,None,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
,,,,6,0,conditions/french/fat_1_6.wav,conditions/french/fit_1_6.wav,conditions/french/pat_1_6.wav,conditions/french/pic_1_6.wav,,,,,0,4,4,5,,,,,,,,,,,,,,,,,fat,73.98543661639997,None,73.7353633749999,None,73.7353633749999,None,1,0,0.5198263330003101,73.98561295800027,None,73.50227745800021,None,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
,,,,44,0,conditions/french/fat_7_2.wav,conditions/french/fit_7_2.wav,conditions/french/pat_7_2.wav,conditions/french/pic_7_2.wav,,,,,0,5,5,43,,,,,,,,,,,,,,,,,fat,75.01886024140003,None,74.76946425000006,None,74.76946425000006,None,1,0,0.7178350829999545,75.01972754200051,None,74.53526979199978,None,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
,,,,27,0,conditions/french/fat_4_6.wav,conditions/french/fit_4_6.wav,conditions/french/pat_4_6.wav,conditions/french/pic_4_6.wav,,,,,0,6,6,26,,,,,,,,,,,,,,,,,fat,76.25282611639977,None,76.00217558300028,None,76.00217558300028,None,1,0,0.5007025830000202,76.25282250000055,None,75.76802300000054,None,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
,,,,45,0,conditions/french/fat_7_3.wav,conditions/french/fit_7_3.wav,conditions/french/pat_7_3.wav,conditions/french/pic_7_3.wav,,,,,0,7,7,44,,,,,,,,,,,,,,,,,fit,77.26827290839992,None,77.01919050000015,None,77.01919050000015,None,1,0,0.6685122910002974,77.26904025000022,None,76.7855823330001,None,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
,,,,49,1,conditions/french/fat_7_7.wav,conditions/french/fit_7_7.wav,conditions/french/pat_7_7.wav,conditions/french/pic_7_7.wav,,,,,0,8,8,48,,,,,,,,,,,,,,,,,pic,78.45246707539991,None,78.20205524999983,None,78.20205524999983,None,1,1,0.4455152079999607,78.45200804199976,None,77.96878949999973,None,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
,,,,25,1,conditions/french/fat_4_4.wav,conditions/french/fit_4_4.wav,conditions/french/pat_4_4.wav,conditions/french/pic_4_4.wav,,,,,0,9,9,24,,,,,,,,,,,,,,,,,fit,79.40277499140029,None,79.15279116700003,None,79.15279116700003,None,1,1,0.47923745899970527,79.40240474999973,None,78.91869054200015,None,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
,,,,3,0,conditions/french/fat_1_3.wav,conditions/french/fit_1_3.wav,conditions/french/pat_1_3.wav,conditions/french/pic_1_3.wav,,,,,0,10,10,2,,,,,,,,,,,,,,,,,fat,80.3861578254,None,80.13445795799998,None,80.13445795799998,None,1,0,0.3752323329999854,80.38642741700005,None,79.90188295799999,None,,,2022_Mar_23_1506,empathy_intonation_perc,2021.2.3,60.70340090058902,
