the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,pisch,fisch,pake,pike,item_num,correct_response,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,the_col_fr,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fat,fit,pat,pic
pisch,1,1,4.434,0,0,0,48,1,conditions/german/pisch_7_7.wav,conditions/german/fisch_7_7.wav,conditions/german/pake_7_7.wav,conditions/german/pike_7_7.wav,49,1,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pake,0,1,2.635,0,1,1,5,1,conditions/german/pisch_1_6.wav,conditions/german/fisch_1_6.wav,conditions/german/pake_1_6.wav,conditions/german/pike_1_6.wav,6,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pike,1,1,2.468,0,2,2,0,1,conditions/german/pisch_1_1.wav,conditions/german/fisch_1_1.wav,conditions/german/pake_1_1.wav,conditions/german/pike_1_1.wav,1,1,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pike,0,1,12.886,0,3,3,14,1,conditions/german/pisch_3_1.wav,conditions/german/fisch_3_1.wav,conditions/german/pake_3_1.wav,conditions/german/pike_3_1.wav,15,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pake,0,1,13.386,0,4,4,15,1,conditions/german/pisch_3_2.wav,conditions/german/fisch_3_2.wav,conditions/german/pake_3_2.wav,conditions/german/pike_3_2.wav,16,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pake,1,0,4.634,0,5,5,43,1,conditions/german/pisch_7_2.wav,conditions/german/fisch_7_2.wav,conditions/german/pake_7_2.wav,conditions/german/pike_7_2.wav,44,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pisch,1,0,5.102,0,6,6,6,1,conditions/german/pisch_1_7.wav,conditions/german/fisch_1_7.wav,conditions/german/pake_1_7.wav,conditions/german/pike_1_7.wav,7,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pisch,0,1,2.434,0,7,7,26,1,conditions/german/pisch_4_6.wav,conditions/german/fisch_4_6.wav,conditions/german/pake_4_6.wav,conditions/german/pike_4_6.wav,27,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pisch,0,1,2.834,0,8,8,36,1,conditions/german/pisch_6_2.wav,conditions/german/fisch_6_2.wav,conditions/german/pake_6_2.wav,conditions/german/pike_6_2.wav,37,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pike,1,0,8.604,0,9,9,11,1,conditions/german/pisch_2_5.wav,conditions/german/fisch_2_5.wav,conditions/german/pake_2_5.wav,conditions/german/pike_2_5.wav,12,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pake,0,1,9.271,0,10,10,2,1,conditions/german/pisch_1_3.wav,conditions/german/fisch_1_3.wav,conditions/german/pake_1_3.wav,conditions/german/pike_1_3.wav,3,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
fisch,0,1,2.05,0,11,11,9,1,conditions/german/pisch_2_3.wav,conditions/german/fisch_2_3.wav,conditions/german/pake_2_3.wav,conditions/german/pike_2_3.wav,10,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pisch,0,1,1.851,0,12,12,22,1,conditions/german/pisch_4_2.wav,conditions/german/fisch_4_2.wav,conditions/german/pake_4_2.wav,conditions/german/pike_4_2.wav,23,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pisch,0,1,1.808,0,13,13,38,1,conditions/german/pisch_6_4.wav,conditions/german/fisch_6_4.wav,conditions/german/pake_6_4.wav,conditions/german/pike_6_4.wav,39,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
pike,0,1,1.819,0,14,14,45,1,conditions/german/pisch_7_4.wav,conditions/german/fisch_7_4.wav,conditions/german/pake_7_4.wav,conditions/german/pike_7_4.wav,46,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
fisch,1,0,2.2,0,15,15,12,1,conditions/german/pisch_2_6.wav,conditions/german/fisch_2_6.wav,conditions/german/pake_2_6.wav,conditions/german/pike_2_6.wav,13,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
fisch,1,0,3.088,0,16,16,37,1,conditions/german/pisch_6_3.wav,conditions/german/fisch_6_3.wav,conditions/german/pake_6_3.wav,conditions/german/pike_6_3.wav,38,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
fisch,1,0,2.002,0,17,17,35,1,conditions/german/pisch_6_1.wav,conditions/german/fisch_6_1.wav,conditions/german/pake_6_1.wav,conditions/german/pike_6_1.wav,36,0,6125b040ffa3c0b9e67b92c9,mexican,2022-03-23_20h19.26.747,german,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,
