pisch,fisch,pake,pike,item_num,correct_response,fat,fit,pat,pic,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2afc_check.started,text_2afc_check.stopped,the_col,sound_2afc_stim_trial.started,sound_2afc_stim_trial.stopped,text_2afc_response_yes_trial.started,text_2afc_response_yes_trial.stopped,text_2afc_response_no_trial.started,text_2afc_response_no_trial.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.started,key_resp_2afc_trial.stopped,text_2afc_question_trial.started,text_2afc_question_trial.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,the_col_fr,sound_2afc_stim_trial_2.started,sound_2afc_stim_trial_2.stopped,text_2afc_response_yes_trial_2.started,text_2afc_response_yes_trial_2.stopped,text_2afc_response_no_trial_2.started,text_2afc_response_no_trial_2.stopped,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,key_resp_2afc_trial_2.started,key_resp_2afc_trial_2.stopped,text_2afc_question_trial_2.started,text_2afc_question_trial_2.stopped,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,frameRate,
conditions/german/pisch_7_4.wav,conditions/german/fisch_7_4.wav,conditions/german/pake_7_4.wav,conditions/german/pike_7_4.wav,46,0,,,,,0,0,0,45,,,,,8.543570499999987,None,pake,9.30495486250038,None,9.055031374999999,None,9.055031374999999,None,1,0,1.7513232080000307,9.305946125000446,None,8.81528950000029,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1514,empathy_intonation_perc,2021.2.3,60.96179410396523,
conditions/german/pisch_3_1.wav,conditions/german/fisch_3_1.wav,conditions/german/pake_3_1.wav,conditions/german/pike_3_1.wav,15,0,,,,,0,1,1,14,,,,,,,pake,11.571834987500552,None,11.322030457999972,None,11.322030457999972,None,1,0,1.7413380829993912,11.571967042000324,None,11.088392292000208,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1514,empathy_intonation_perc,2021.2.3,60.96179410396523,
conditions/german/pisch_2_6.wav,conditions/german/fisch_2_6.wav,conditions/german/pake_2_6.wav,conditions/german/pike_2_6.wav,13,0,,,,,0,2,2,12,,,,,,,pisch,13.822625237500688,None,13.572593417000462,None,13.572593417000462,None,1,0,1.6190362500001356,13.822360750000371,None,13.342013667000174,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1514,empathy_intonation_perc,2021.2.3,60.96179410396523,
conditions/german/pisch_4_6.wav,conditions/german/fisch_4_6.wav,conditions/german/pake_4_6.wav,conditions/german/pike_4_6.wav,27,0,,,,,0,3,3,26,,,,,,,pike,15.955809154500457,None,15.70613187500021,None,15.70613187500021,None,1,0,1.5890084590000697,15.95653300000049,None,15.4717053330005,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1514,empathy_intonation_perc,2021.2.3,60.96179410396523,
conditions/german/pisch_6_6.wav,conditions/german/fisch_6_6.wav,conditions/german/pake_6_6.wav,conditions/german/pike_6_6.wav,41,1,,,,,0,4,4,40,,,,,,,fisch,18.055660320500465,None,17.805611875000068,None,17.805611875000068,None,1,1,1.5543681660001312,18.055171125000015,None,17.572102167000594,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1514,empathy_intonation_perc,2021.2.3,60.96179410396523,
conditions/german/pisch_4_3.wav,conditions/german/fisch_4_3.wav,conditions/german/pake_4_3.wav,conditions/german/pike_4_3.wav,24,0,,,,,0,5,5,23,,,,,,,pisch,20.12287069550075,None,19.872279750000416,None,19.872279750000416,None,1,0,1.8075081670003783,20.122120667000672,None,19.638615167000353,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1514,empathy_intonation_perc,2021.2.3,60.96179410396523,
conditions/german/pisch_2_2.wav,conditions/german/fisch_2_2.wav,conditions/german/pake_2_2.wav,conditions/german/pike_2_2.wav,9,1,,,,,0,6,6,8,,,,,,,pisch,22.438790529500693,None,22.188826167000116,None,22.188826167000116,None,1,1,1.9310029580001355,22.438668708000478,None,21.95809866700074,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1514,empathy_intonation_perc,2021.2.3,60.96179410396523,
conditions/german/pisch_4_7.wav,conditions/german/fisch_4_7.wav,conditions/german/pake_4_7.wav,conditions/german/pike_4_7.wav,28,0,,,,,0,7,7,27,,,,,,,pike,24.872385404500164,None,24.622532958000193,None,24.622532958000193,None,1,0,0.9453748750001978,24.872293500000524,None,24.3883036670004,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1514,empathy_intonation_perc,2021.2.3,60.96179410396523,
conditions/german/pisch_1_7.wav,conditions/german/fisch_1_7.wav,conditions/german/pake_1_7.wav,conditions/german/pike_1_7.wav,7,0,,,,,0,8,8,6,,,,,,,pake,26.322663987500164,None,26.0726133750004,None,26.0726133750004,None,1,0,0.07105245799994009,26.322549708000224,None,25.838776167000105,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1514,empathy_intonation_perc,2021.2.3,60.96179410396523,
conditions/german/pisch_5_6.wav,conditions/german/fisch_5_6.wav,conditions/german/pake_5_6.wav,conditions/german/pike_5_6.wav,34,0,,,,,0,9,9,33,,,,,,,fisch,26.90755752950008,None,26.65577283300081,None,26.65577283300081,None,1,0,0.03261741699952836,26.905107458000202,None,26.42214170800071,None,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_23_1514,empathy_intonation_perc,2021.2.3,60.96179410396523,
