the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,pisch,fisch,pake,pike,item_num,correct_response,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate
pisch,1,0,16.366,0,0,0,13,1,conditions/german/pisch_2_7.wav,conditions/german/fisch_2_7.wav,conditions/german/pake_2_7.wav,conditions/german/pike_2_7.wav,14,0,6142102f6c590438c4704e3f,yes,2022-03-24_07h53.29.106,german,2021.2.3,Win32,74.96251874
pisch,1,0,0.951,0,1,1,29,1,conditions/german/pisch_5_2.wav,conditions/german/fisch_5_2.wav,conditions/german/pake_5_2.wav,conditions/german/pike_5_2.wav,30,0,6142102f6c590438c4704e3f,yes,2022-03-24_07h53.29.106,german,2021.2.3,Win32,74.96251874
fisch,0,1,3.229,0,2,2,22,1,conditions/german/pisch_4_2.wav,conditions/german/fisch_4_2.wav,conditions/german/pake_4_2.wav,conditions/german/pike_4_2.wav,23,0,6142102f6c590438c4704e3f,yes,2022-03-24_07h53.29.106,german,2021.2.3,Win32,74.96251874
