the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,pisch,fisch,pake,pike,item_num,correct_response,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,the_col_fr,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fat,fit,pat,pic
fisch,1,0,6.2032,0,0,0,41,1,conditions/german/pisch_6_7.wav,conditions/german/fisch_6_7.wav,conditions/german/pake_6_7.wav,conditions/german/pike_6_7.wav,42,0,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
pike,1,0,4.8582,0,1,1,2,1,conditions/german/pisch_1_3.wav,conditions/german/fisch_1_3.wav,conditions/german/pake_1_3.wav,conditions/german/pike_1_3.wav,3,0,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
pisch,0,1,4.474,0,2,2,37,1,conditions/german/pisch_6_3.wav,conditions/german/fisch_6_3.wav,conditions/german/pake_6_3.wav,conditions/german/pike_6_3.wav,38,0,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
pike,1,0,4.7515,0,3,3,12,1,conditions/german/pisch_2_6.wav,conditions/german/fisch_2_6.wav,conditions/german/pake_2_6.wav,conditions/german/pike_2_6.wav,13,0,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
pake,0,1,3.4736,0,4,4,20,1,conditions/german/pisch_3_7.wav,conditions/german/fisch_3_7.wav,conditions/german/pake_3_7.wav,conditions/german/pike_3_7.wav,21,0,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
pake,1,0,3.2986,0,5,5,7,1,conditions/german/pisch_2_1.wav,conditions/german/fisch_2_1.wav,conditions/german/pake_2_1.wav,conditions/german/pike_2_1.wav,8,0,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
fisch,0,1,3.0858,0,6,6,42,1,conditions/german/pisch_7_1.wav,conditions/german/fisch_7_1.wav,conditions/german/pake_7_1.wav,conditions/german/pike_7_1.wav,43,0,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
fisch,0,1,3.2081,0,7,7,29,1,conditions/german/pisch_5_2.wav,conditions/german/fisch_5_2.wav,conditions/german/pake_5_2.wav,conditions/german/pike_5_2.wav,30,0,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
fisch,1,0,2.2836,0,8,8,1,1,conditions/german/pisch_1_2.wav,conditions/german/fisch_1_2.wav,conditions/german/pake_1_2.wav,conditions/german/pike_1_2.wav,2,0,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
pisch,0,1,2.5068,0,9,9,43,1,conditions/german/pisch_7_2.wav,conditions/german/fisch_7_2.wav,conditions/german/pake_7_2.wav,conditions/german/pike_7_2.wav,44,0,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
fisch,1,1,2.047,0,10,10,24,1,conditions/german/pisch_4_4.wav,conditions/german/fisch_4_4.wav,conditions/german/pake_4_4.wav,conditions/german/pike_4_4.wav,25,1,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
fisch,0,1,2.0625,0,11,11,4,1,conditions/german/pisch_1_5.wav,conditions/german/fisch_1_5.wav,conditions/german/pake_1_5.wav,conditions/german/pike_1_5.wav,5,0,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
fisch,1,1,2.0782,0,12,12,8,1,conditions/german/pisch_2_2.wav,conditions/german/fisch_2_2.wav,conditions/german/pake_2_2.wav,conditions/german/pike_2_2.wav,9,1,61078c9e26cd1e400bdb293c,,2022-07-09_14h21.15.284,german,2021.2.3,Win32,60.19744763,,,,,,,,,,,,,,,
