the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,pisch,fisch,pake,pike,item_num,correct_response,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,the_col_fr,key_resp_2afc_trial_2.keys,key_resp_2afc_trial_2.corr,key_resp_2afc_trial_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fat,fit,pat,pic
fisch,1,0,23.5103,0,0,0,35,1,conditions/german/pisch_6_1.wav,conditions/german/fisch_6_1.wav,conditions/german/pake_6_1.wav,conditions/german/pike_6_1.wav,36,0,,,2022-03-23_14h37.51.496,german,2021.2.3,Win32,59.75857536,,,,,,,,,,,,,,,
fisch,1,0,3.1494,0,1,1,21,1,conditions/german/pisch_4_1.wav,conditions/german/fisch_4_1.wav,conditions/german/pake_4_1.wav,conditions/german/pike_4_1.wav,22,0,,,2022-03-23_14h37.51.496,german,2021.2.3,Win32,59.75857536,,,,,,,,,,,,,,,
pisch,1,0,2.8153,0,2,2,12,1,conditions/german/pisch_2_6.wav,conditions/german/fisch_2_6.wav,conditions/german/pake_2_6.wav,conditions/german/pike_2_6.wav,13,0,,,2022-03-23_14h37.51.496,german,2021.2.3,Win32,59.75857536,,,,,,,,,,,,,,,
pike,1,0,2.8338,0,3,3,18,1,conditions/german/pisch_3_5.wav,conditions/german/fisch_3_5.wav,conditions/german/pake_3_5.wav,conditions/german/pike_3_5.wav,19,0,,,2022-03-23_14h37.51.496,german,2021.2.3,Win32,59.75857536,,,,,,,,,,,,,,,
pisch,1,0,2.8191,0,4,4,33,1,conditions/german/pisch_5_6.wav,conditions/german/fisch_5_6.wav,conditions/german/pake_5_6.wav,conditions/german/pike_5_6.wav,34,0,,,2022-03-23_14h37.51.496,german,2021.2.3,Win32,59.75857536,,,,,,,,,,,,,,,
pike,1,0,3.0633,0,5,5,26,1,conditions/german/pisch_4_6.wav,conditions/german/fisch_4_6.wav,conditions/german/pake_4_6.wav,conditions/german/pike_4_6.wav,27,0,,,2022-03-23_14h37.51.496,german,2021.2.3,Win32,59.75857536,,,,,,,,,,,,,,,
pake,1,0,2.5568,0,6,6,2,1,conditions/german/pisch_1_3.wav,conditions/german/fisch_1_3.wav,conditions/german/pake_1_3.wav,conditions/german/pike_1_3.wav,3,0,,,2022-03-23_14h37.51.496,german,2021.2.3,Win32,59.75857536,,,,,,,,,,,,,,,
pike,1,0,2.8201,0,7,7,45,1,conditions/german/pisch_7_4.wav,conditions/german/fisch_7_4.wav,conditions/german/pake_7_4.wav,conditions/german/pike_7_4.wav,46,0,,,2022-03-23_14h37.51.496,german,2021.2.3,Win32,59.75857536,,,,,,,,,,,,,,,
pake,1,0,2.5686,0,8,8,10,1,conditions/german/pisch_2_4.wav,conditions/german/fisch_2_4.wav,conditions/german/pake_2_4.wav,conditions/german/pike_2_4.wav,11,0,,,2022-03-23_14h37.51.496,german,2021.2.3,Win32,59.75857536,,,,,,,,,,,,,,,
pisch,1,0,8.5357,0,9,9,44,1,conditions/german/pisch_7_3.wav,conditions/german/fisch_7_3.wav,conditions/german/pake_7_3.wav,conditions/german/pike_7_3.wav,45,0,,,2022-03-23_14h37.51.496,german,2021.2.3,Win32,59.75857536,,,,,,,,,,,,,,,
pake,1,0,10.3375,0,10,10,29,1,conditions/german/pisch_5_2.wav,conditions/german/fisch_5_2.wav,conditions/german/pake_5_2.wav,conditions/german/pike_5_2.wav,30,0,,,2022-03-23_14h37.51.496,german,2021.2.3,Win32,59.75857536,,,,,,,,,,,,,,,
pisch,0,1,10.2592,0,11,11,37,1,conditions/german/pisch_6_3.wav,conditions/german/fisch_6_3.wav,conditions/german/pake_6_3.wav,conditions/german/pike_6_3.wav,38,0,,,2022-03-23_14h37.51.496,german,2021.2.3,Win32,59.75857536,,,,,,,,,,,,,,,
