pisch,fisch,pake,pike,item_num,correct_response,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,text_2afc_check.started,text_2afc_check.stopped,the_col,sound_2afc_stim_trial.started,sound_2afc_stim_trial.stopped,text_2afc_response_yes_trial.started,text_2afc_response_yes_trial.stopped,text_2afc_response_no_trial.started,text_2afc_response_no_trial.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.started,key_resp_2afc_trial.stopped,text_2afc_question_trial.started,text_2afc_question_trial.stopped,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,frameRate,
conditions/german/pisch_4_1.wav,conditions/german/fisch_4_1.wav,conditions/german/pake_4_1.wav,conditions/german/pike_4_1.wav,22,0,0,0,0,21,7.784922916999676,None,pike,21.411892563200034,None,21.16188995900029,None,21.16188995900029,None,1,0,3.009534416999486,21.411673874999906,None,20.924398875000406,None, ,,2022_Mar_23_1432,empathy_intonation_perc,2021.2.3,59.429639015742474,
conditions/german/pisch_2_5.wav,conditions/german/fisch_2_5.wav,conditions/german/pake_2_5.wav,conditions/german/pike_2_5.wav,12,0,0,1,1,11,,,pike,24.92814252120015,None,24.678015417000097,None,24.678015417000097,None,1,0,1.9240300829997068,24.9292928750001,None,24.445386291999966,None, ,,2022_Mar_23_1432,empathy_intonation_perc,2021.2.3,59.429639015742474,
conditions/german/pisch_3_1.wav,conditions/german/fisch_3_1.wav,conditions/german/pake_3_1.wav,conditions/german/pike_3_1.wav,15,0,0,2,2,14,,,fisch,27.361601729199627,None,27.1122188749996,None,27.1122188749996,None,1,0,1.6510693750005885,27.362212375000126,None,26.878689250000207,None, ,,2022_Mar_23_1432,empathy_intonation_perc,2021.2.3,59.429639015742474,
