session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
622ba55091705e5e28bf6e53,5d2eac390aca250001e9c3e1,RETURNED,2022-03-11 19:39:19.576000,,254416.841753,40,1658,9,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622ba5c9a282717e25210bcf,5bebd4111296920001d55c5a,AWAITING REVIEW,2022-03-11 19:41:02.641000,2022-03-11 19:44:48.596000,225.955,37,2428,1,100,,446EFF68,United States,United States,Full-Time,English,United States,Female,No
622ba5c9e1c6850b011b0766,5e169361afb8b0c69c239371,AWAITING REVIEW,2022-03-11 19:41:00.821000,2022-03-11 19:50:06.492000,545.671,25,205,0,100,,NOCODE,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
622ba6e968495948c338d54a,6108b317855b3eb7cd588352,AWAITING REVIEW,2022-03-11 19:45:52.728000,2022-03-11 19:49:44.421000,231.693,25,351,1,100,,446EFF68,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
622ba86212b23906130e5d46,5898b6e256357700011c2c6b,AWAITING REVIEW,2022-03-11 19:52:12.048000,2022-03-11 19:58:21.827000,369.779,64,2425,45,95,,Nocode,United States,United States,Full-Time,English,United States,Male,No
622ba8a3d885ef7d19c11d82,60f83b167c76803d88b92d53,AWAITING REVIEW,2022-03-11 19:53:13.494000,2022-03-11 19:57:59.035000,285.541,50,913,4,99,,446EFF68,United States,United States,Full-Time,English,United States,Male,No
622ba9402b20c321c9a35bb8,61047937db4de7f14948ef08,RETURNED,2022-03-11 19:55:54.564000,,253421.943763,19,337,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622bad68d2a7e7bc0dfad73f,5bef41fa54277d000114d6ad,RETURNED,2022-03-11 20:13:31.859000,,252364.662912,25,805,10,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622bad7355ea973d7520ff93,61094c7cb8c79b6a734c2d0c,AWAITING REVIEW,2022-03-11 20:13:44.314000,2022-03-11 20:18:01.433000,257.119,41,827,1,100,,NOCODE,United States,United States,Full-Time,English,United States,Male,No
622badb7ea67fe62395fda22,5ff5f7ad932d56101bf7c90d,AWAITING REVIEW,2022-03-11 20:15:10.054000,2022-03-11 20:19:03.696000,233.642,46,1004,2,100,,446EFF68,United States,United States,Full-Time,English,United States,Male,No
622bb19841d3cc04facf9f3e,5d48f454fb0ce0001a050283,RETURNED,2022-03-11 20:31:24.337000,,251292.24205,44,1944,10,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622bb3ecba4fdb9e268d7bb6,5eeabb4143299b1e176fb83e,AWAITING REVIEW,2022-03-11 20:41:19.027000,2022-03-11 20:45:53.365000,274.338,23,1323,2,100,,446EFF68,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
622bb74248b60eb9d41b4b79,5f9057735c69b00e72665f84,AWAITING REVIEW,2022-03-11 20:55:32.688000,2022-03-11 20:59:35.531000,242.843,38,1593,3,100,,NOCODE,United States,United States,Full-Time,English,United States,Male,No
622bb88f7db15d6e141b0083,5fed41e3e14422f5e308c6e5,AWAITING REVIEW,2022-03-11 21:01:09.114000,2022-03-11 21:06:44.282000,335.168,43,1398,3,100,,446EFF68,United States,United States,Full-Time,English,United States,Male,No
622bbcec2a1058559b304fd0,5a5479b4ac56240001537ffa,AWAITING REVIEW,2022-03-11 21:19:44.859000,2022-03-11 21:24:12.501000,267.642,32,1239,12,98,,446EFF68,United States,United States,Full-Time,English,United States,Female,DATA EXPIRED
622bbe1a4eb71685837b9cf9,6108678bdc10bef3ef27f7f0,AWAITING REVIEW,2022-03-11 21:24:47.111000,2022-03-11 21:28:36.627000,229.516,24,560,5,98,,446EFF68,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
622bc58820952496245410b0,5fc84279fff9b01c16046778,RETURNED,2022-03-11 21:56:26.923000,,246189.742416,36,1140,19,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622bca3722366996ceaae8ba,5c57631a47a04100010da795,RETURNED,2022-03-11 22:16:26.075000,,244990.605846,33,2540,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622bcdab1940ffeceffcd9e8,6100c28ed43a1dea00f08633,AWAITING REVIEW,2022-03-11 22:31:19.914000,2022-03-11 22:35:10.998000,231.084,61,373,0,100,,447EFF68,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
622bcee1f12a07560dab0036,6112c911a83cc494df38b468,AWAITING REVIEW,2022-03-11 22:36:22.864000,2022-03-11 22:40:20.579000,237.715,26,236,4,98,,446EFF68,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
622bd0925596acee4a2ecdf4,5ddc07391e42a9000b2622be,AWAITING REVIEW,2022-03-11 22:43:35.467000,2022-03-11 22:50:17.476000,402.009,56,622,4,99,,446EFF68,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
622bd2fbecc210bb54a5bedc,5a08ddd0df3fa800015c36ac,RETURNED,2022-03-11 22:53:55.503000,,242741.232723,25,717,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622bd3780a97c7809bc193b4,60bc18bb8b971280ef13060c,AWAITING REVIEW,2022-03-11 22:55:52.851000,2022-03-11 23:06:58.983000,666.132,44,564,5,98,,446EFF68,United States,United States,Part-Time,English,United States,Female,No
622bd53435f1baf6d7c14d02,565a4547c51d43000587507d,AWAITING REVIEW,2022-03-11 23:03:16.122000,2022-03-11 23:09:49.196000,393.074,40,2657,3,100,,446EFF68,United States,United States,Part-Time,English,United States,Female,Yes
622bd79235f18f1d9cae95f8,5edcfe625cd39c9efd5cc2ae,TIMED-OUT,2022-03-11 23:13:27.240000,,241569.536576,37,288,1,100,,,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
622be61691a91c6449344167,5b4b59fe3905740001273cfc,RETURNED,2022-03-12 00:15:22.846000,,237853.943585,37,2200,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622bedf8cfccad1911f5c2ba,62029a4cef1cb18a1337c607,AWAITING REVIEW,2022-03-12 00:48:59.912000,2022-03-12 00:54:41.740000,341.828,27,144,0,100,,446EFF68,United States,United States,Full-Time,English,United States,Female,No
622bf978848acac054a409ed,60121fca666552254559110d,AWAITING REVIEW,2022-03-12 01:38:57.390000,2022-03-12 01:50:27.322000,689.932,21,1205,1,100,,446EFF68,United States,United States,Part-Time,English,United States,Female,Yes
622c088c1cb9e0c66a8da4c1,600dd1ea271cf06201979123,AWAITING REVIEW,2022-03-12 02:42:23.329000,2022-03-12 02:46:35.716000,252.387,21,546,5,98,,446eff45,United States,United States,Part-Time,English,United States,Female,Yes
622c0ce6fcf296dc71dcdb17,5ffe6b8b773ec452c1d28adc,AWAITING REVIEW,2022-03-12 03:00:57.926000,2022-03-12 03:07:37.072000,399.146,37,509,1,100,,446EFF68,United States,United States,Unemployed (and job seeking),English,United States,Male,No
622c14640496a4e854a4992f,610cb2e82784ac6af6469fc5,RETURNED,2022-03-12 03:32:55.255000,,226001.602954,28,513,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622c183f9772e66f5b2dcf8c,60b7f09a4462d1d1aa6bbcf6,AWAITING REVIEW,2022-03-12 03:49:24.962000,2022-03-12 04:08:51.167000,1166.205,20,511,3,99,,446EFF68,United States,United States,Unemployed (and job seeking),English,United States,Male,No
622c206bb3c679705c008281,60b9af795939f976cb74232a,AWAITING REVIEW,2022-03-12 04:24:19.081000,2022-03-12 04:31:50.233000,451.152,45,748,0,100,,446EFF68,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
622c2beec1fc58258b52f3e4,604fc38a4de8e6e1e0e0ea7b,AWAITING REVIEW,2022-03-12 05:13:22.132000,2022-03-12 05:18:19.107000,296.975,32,903,0,100,,NOCODE,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
622c3e020cac8a5e3b8f52f6,614f754098c9877761eafb4b,RETURNED,2022-03-12 06:30:33.536000,,215343.391125,49,235,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622c48592cb20df0b189af8c,554856d0fdf99b34b6cc7276,AWAITING REVIEW,2022-03-12 07:14:39.478000,2022-03-12 07:21:04.150000,384.672,27,189,0,100,,446EFF68,United States,United States,Part-Time,English,United States,Female,No
622c4ab7085089aae3de3369,60d79f82b917a3cfd6643432,AWAITING REVIEW,2022-03-12 07:25:15.590000,2022-03-12 07:31:17.897000,362.307,19,407,11,95,,NOCODE,United States,United States,Unemployed (and job seeking),English,United States,Male,Yes
622c94d6e4097294a5f197dc,5c2fae74d76cde0001c11590,AWAITING REVIEW,2022-03-12 12:40:56.625000,2022-03-12 12:46:07.796000,311.171,49,143,0,100,,446EFF68,United States,United States,Full-Time,English,United States,Male,No
622c98779d1d197025261325,5bcc60b95c2b810001dc68e2,AWAITING REVIEW,2022-03-12 12:56:26.984000,2022-03-12 13:01:23.110000,296.126,26,1465,18,97,,446EFF68,United States,United States,Full-Time,English,United States,Male,No
622c9eefa79f0093f67ce9a3,5e4aa3729d301e000cf8ced9,RETURNED,2022-03-12 13:24:04.355000,,190532.644878,27,1136,4,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622ca5e1b9313ffa41692d54,558a9729fdf99b6567d005ab,AWAITING REVIEW,2022-03-12 13:53:40.132000,2022-03-12 13:58:30.202000,290.07,39,1018,1,100,,446EFF68,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
622cd8b6eb2acf9a91fbdbc2,5ed1cd25eb6dc1122dbd700f,AWAITING REVIEW,2022-03-12 17:30:35.508000,2022-03-12 17:35:19.393000,283.885,31,1155,5,100,,446EFF68,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
622cde8a8d97cc3756f8d090,59349d79f1b3f00001964d04,AWAITING REVIEW,2022-03-12 17:55:27.987000,2022-03-12 18:00:33.834000,305.847,63,1833,1,100,,446EFF68,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
622d4a60bb6a14564ec72c3b,60fdf26bd58032c8ab446722,AWAITING REVIEW,2022-03-13 01:35:30.302000,2022-03-13 01:39:36.218000,245.916,22,316,0,100,,446EFF68,United States,United States,Full-Time,English,United States,Female,No
622d69ab05ef97c46b6cdd83,60fe4c46e72a8b28dc55d376,AWAITING REVIEW,2022-03-13 03:49:04.544000,2022-03-13 03:57:27.193000,502.649,38,218,0,100,,446EFF68,United States,United States,Full-Time,English,United States,Female,No
622d93a14abb313d45a3386e,60dcfda0c88e0fd28fa697ea,AWAITING REVIEW,2022-03-13 06:48:09.950000,2022-03-13 06:52:27.007000,257.057,30,85,0,100,,NOCODE,Jamaica,United States,Part-Time,English,United States,Female,No
622e212862ce7d60728e345f,61741ba984f258d5c6a1303c,AWAITING REVIEW,2022-03-13 16:52:02.395000,2022-03-13 16:56:14.695000,252.3,24,344,0,100,,446EFF68,United States,United States,Full-Time,English,United States,Male,No
622e33e089c65ee8d8b05827,5ef59d011c4119208ae8e40d,AWAITING REVIEW,2022-03-13 18:14:31.066000,2022-03-13 18:17:49.067000,198.001,19,158,0,100,,446EFF68,United States,United States,Other,English,United States,Male,Yes
622e6c082cd5f8fc84c4540a,610806925b7eacfe8864a03c,RETURNED,2022-03-13 22:11:24.623000,,72492.503399,24,272,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622e914a12a1457ebc9f3458,6100496a0ef6706b8895cbf7,AWAITING REVIEW,2022-03-14 00:50:23.770000,2022-03-14 00:54:56.215000,272.445,25,562,0,100,,446eff68,United States,United States,Full-Time,English,United States,Female,No
622e9b7328ff771a9929cf3b,5f98ab718920801c578363ab,RETURNED,2022-03-14 01:33:49.769000,2022-03-14 01:43:57.113000,607.344,40,1098,4,100,,44EFF68,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622e9c22c5dd006384429117,60fcdd8599d18f3caf737f38,AWAITING REVIEW,2022-03-14 01:36:38.796000,2022-03-14 01:40:20.779000,221.983,26,555,0,100,,446EFF68,United States,United States,Full-Time,English,United States,Female,No
622ea1f756eddcb14797fd8f,6109ab59c73e95d7a1f004a5,AWAITING REVIEW,2022-03-14 02:01:27.362000,2022-03-14 02:07:18.644000,351.282,27,46,1,99,,NOCODE,United States,United States,Part-Time,English,United States,Female,Yes
622eb8035b8f13b6f6706fee,60ffa9bbd163f789346ac5d0,RETURNED,2022-03-14 03:35:33.900000,,53043.304124,19,142,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
622ed3a66c1d02244cecedcb,5aef97b09516fe00010959f4,AWAITING REVIEW,2022-03-14 05:33:30.569000,2022-03-14 05:38:13.977000,283.408,28,1169,1,100,,466EFF68,United States,United States,Part-Time,English,United States,Female,No
622f4a431a1db5d8268214cf,6112f31f34628c8bc50e3aa7,AWAITING REVIEW,2022-03-14 13:59:35.430000,2022-03-14 14:02:28.627000,173.197,23,666,3,100,,446EFF68,United States,United States,Full-Time,English,United States,Female,Yes
622f6f7600d6b34cf2af3b99,6105ac9411551a0880809277,AWAITING REVIEW,2022-03-14 16:38:14.326000,2022-03-14 16:53:32.952000,918.626,,253,2,100,,NOCODE,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
622f7baf57d140151ed1eb7d,60fdf50aedd35312d90f94fd,AWAITING REVIEW,2022-03-14 17:30:26.272000,2022-03-14 17:34:44.234000,257.962,22,134,0,100,,446EFF68,United States,United States,Part-Time,English,United States,Female,Yes
622f7e6210de04ee4d898e20,5c6b56058a12bb00013dd2aa,AWAITING REVIEW,2022-03-14 17:41:57.481000,2022-03-14 17:46:00.673000,243.192,21,255,0,100,,44EFF68,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,Yes
622f80b934abf16178c8b781,5a08c9a7f2e3460001edb063,AWAITING REVIEW,2022-03-14 17:51:55.639000,2022-03-14 17:56:27.652000,272.013,25,830,3,100,,NOCODE,United States,United States,Unemployed (and job seeking),English,United States,Female,No
