"Block_Nr","Block_Name","Task_Nr","Task_Name","Trial_Nr","Trial_Id","Condition_Id","eng_or_no","english_recording","German_recording","prolific_id","spanish_recording","word","word_db1f2","word_french","word_french_recording","word_german","completed","crowdsourcing_code","crowdsourcing_subj_id","end_time","exp_subject_id","group_name","rec_session_id","session_name","session_nr","start_time","subj_counter_global","subj_counter_per_group","subject_code","time_delay_offset","time_measure_std","unlocked"
1,"block_1",3,"German","10","18","6","","","blockNr_1_taskNr_3_trialNr_10_German_recording.wav","","","","","","","p_i","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","11","9","3","","","blockNr_1_taskNr_3_trialNr_11_German_recording.wav","","","","","","","f_u","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","12","17","6","","","blockNr_1_taskNr_3_trialNr_12_German_recording.wav","","","","","","","p_i","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","13","13","5","","","blockNr_1_taskNr_3_trialNr_13_German_recording.wav","","","","","","","f_i","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","14","24","8","","","blockNr_1_taskNr_3_trialNr_14_German_recording.wav","","","","","","","p_o","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","15","14","5","","","blockNr_1_taskNr_3_trialNr_15_German_recording.wav","","","","","","","f_i","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","16","3","1","","","blockNr_1_taskNr_3_trialNr_16_German_recording.wav","","","","","","","f_schwa","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","17","1","1","","","blockNr_1_taskNr_3_trialNr_17_German_recording.wav","","","","","","","f_schwa","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","18","15","5","","","blockNr_1_taskNr_3_trialNr_18_German_recording.wav","","","","","","","f_i","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","19","7","3","","","blockNr_1_taskNr_3_trialNr_19_German_recording.wav","","","","","","","f_u","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","20","2","1","","","blockNr_1_taskNr_3_trialNr_20_German_recording.wav","","","","","","","f_schwa","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","21","4","2","","","blockNr_1_taskNr_3_trialNr_21_German_recording.wav","","","","","","","p_schwa","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","22","23","8","","","blockNr_1_taskNr_3_trialNr_22_German_recording.wav","","","","","","","p_o","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","23","11","4","","","blockNr_1_taskNr_3_trialNr_23_German_recording.wav","","","","","","","p_u","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",3,"German","24","8","3","","","blockNr_1_taskNr_3_trialNr_24_German_recording.wav","","","","","","","f_u","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","1","15","5","","","","","","","","f_i","blockNr_1_taskNr_4_trialNr_1_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","2","13","5","","","","","","","","f_i","blockNr_1_taskNr_4_trialNr_2_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","3","5","2","","","","","","","","p_schwa","blockNr_1_taskNr_4_trialNr_3_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","4","24","8","","","","","","","","p_o","blockNr_1_taskNr_4_trialNr_4_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","5","16","6","","","","","","","","p_i","blockNr_1_taskNr_4_trialNr_5_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","6","23","8","","","","","","","","p_o","blockNr_1_taskNr_4_trialNr_6_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","7","2","1","","","","","","","","f_schwa","blockNr_1_taskNr_4_trialNr_7_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","8","8","3","","","","","","","","f_u","blockNr_1_taskNr_4_trialNr_8_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","9","22","8","","","","","","","","p_o","blockNr_1_taskNr_4_trialNr_9_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","10","21","7","","","","","","","","f_o","blockNr_1_taskNr_4_trialNr_10_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","11","11","4","","","","","","","","p_u","blockNr_1_taskNr_4_trialNr_11_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","12","9","3","","","","","","","","f_u","blockNr_1_taskNr_4_trialNr_12_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","13","4","2","","","","","","","","p_schwa","blockNr_1_taskNr_4_trialNr_13_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","14","6","2","","","","","","","","p_schwa","blockNr_1_taskNr_4_trialNr_14_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","15","7","3","","","","","","","","f_u","blockNr_1_taskNr_4_trialNr_15_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","16","17","6","","","","","","","","p_i","blockNr_1_taskNr_4_trialNr_16_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","17","18","6","","","","","","","","p_i","blockNr_1_taskNr_4_trialNr_17_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","18","10","4","","","","","","","","p_u","blockNr_1_taskNr_4_trialNr_18_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","19","3","1","","","","","","","","f_schwa","blockNr_1_taskNr_4_trialNr_19_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","20","12","4","","","","","","","","p_u","blockNr_1_taskNr_4_trialNr_20_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","21","14","5","","","","","","","","f_i","blockNr_1_taskNr_4_trialNr_21_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","22","1","1","","","","","","","","f_schwa","blockNr_1_taskNr_4_trialNr_22_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","23","19","7","","","","","","","","f_o","blockNr_1_taskNr_4_trialNr_23_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",4,"French","24","20","7","","","","","","","","f_o","blockNr_1_taskNr_4_trialNr_24_french_recording.wav","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","1","6","2","","","","","blockNr_1_taskNr_6_trialNr_1_spanish_recording.wav","","f_i","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","2","8","3","","","","","blockNr_1_taskNr_6_trialNr_2_spanish_recording.wav","","f_o","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","3","15","5","","","","","blockNr_1_taskNr_6_trialNr_3_spanish_recording.wav","","f_u","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","4","23","8","","","","","blockNr_1_taskNr_6_trialNr_4_spanish_recording.wav","","p_a","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","5","18","6","","","","","blockNr_1_taskNr_6_trialNr_5_spanish_recording.wav","","p_u","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","6","13","5","","","","","blockNr_1_taskNr_6_trialNr_6_spanish_recording.wav","","f_u","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","7","4","2","","","","","blockNr_1_taskNr_6_trialNr_7_spanish_recording.wav","","f_i","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","8","21","7","","","","","blockNr_1_taskNr_6_trialNr_8_spanish_recording.wav","","f_a","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","9","5","2","","","","","blockNr_1_taskNr_6_trialNr_9_spanish_recording.wav","","f_i","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","10","2","1","","","","","blockNr_1_taskNr_6_trialNr_10_spanish_recording.wav","","p_i","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","11","19","7","","","","","blockNr_1_taskNr_6_trialNr_11_spanish_recording.wav","","f_a","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","12","3","1","","","","","blockNr_1_taskNr_6_trialNr_12_spanish_recording.wav","","p_i","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","13","7","3","","","","","blockNr_1_taskNr_6_trialNr_13_spanish_recording.wav","","f_o","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","14","11","4","","","","","blockNr_1_taskNr_6_trialNr_14_spanish_recording.wav","","p_o","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","15","16","6","","","","","blockNr_1_taskNr_6_trialNr_15_spanish_recording.wav","","p_u","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","16","10","4","","","","","blockNr_1_taskNr_6_trialNr_16_spanish_recording.wav","","p_o","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","17","14","5","","","","","blockNr_1_taskNr_6_trialNr_17_spanish_recording.wav","","f_u","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","18","22","8","","","","","blockNr_1_taskNr_6_trialNr_18_spanish_recording.wav","","p_a","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","19","12","4","","","","","blockNr_1_taskNr_6_trialNr_19_spanish_recording.wav","","p_o","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","20","20","7","","","","","blockNr_1_taskNr_6_trialNr_20_spanish_recording.wav","","f_a","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","21","9","3","","","","","blockNr_1_taskNr_6_trialNr_21_spanish_recording.wav","","f_o","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","22","24","8","","","","","blockNr_1_taskNr_6_trialNr_22_spanish_recording.wav","","p_a","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","23","1","1","","","","","blockNr_1_taskNr_6_trialNr_23_spanish_recording.wav","","p_i","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","24","17","6","","","","","blockNr_1_taskNr_6_trialNr_24_spanish_recording.wav","","p_u","","","","no","","","",452925,"group_1",516747,"session_1",1,"2022-07-07T16:22:57.000Z","","","","not measured","",true
1,"block_1",1,"prolific_id","1","1","1","option_0","","","613aafc5b391654fb9800599","","","","","","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","1","19","7","","","blockNr_1_taskNr_3_trialNr_1_German_recording.wav","","","","","","","f_o","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","2","4","2","","","blockNr_1_taskNr_3_trialNr_2_German_recording.wav","","","","","","","p_schwa","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","3","24","8","","","blockNr_1_taskNr_3_trialNr_3_German_recording.wav","","","","","","","p_o","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","4","21","7","","","blockNr_1_taskNr_3_trialNr_4_German_recording.wav","","","","","","","f_o","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","5","20","7","","","blockNr_1_taskNr_3_trialNr_5_German_recording.wav","","","","","","","f_o","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","6","15","5","","","blockNr_1_taskNr_3_trialNr_6_German_recording.wav","","","","","","","f_i","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","7","23","8","","","blockNr_1_taskNr_3_trialNr_7_German_recording.wav","","","","","","","p_o","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","8","11","4","","","blockNr_1_taskNr_3_trialNr_8_German_recording.wav","","","","","","","p_u","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","9","1","1","","","blockNr_1_taskNr_3_trialNr_9_German_recording.wav","","","","","","","f_schwa","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","10","16","6","","","blockNr_1_taskNr_3_trialNr_10_German_recording.wav","","","","","","","p_i","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","11","6","2","","","blockNr_1_taskNr_3_trialNr_11_German_recording.wav","","","","","","","p_schwa","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","12","18","6","","","blockNr_1_taskNr_3_trialNr_12_German_recording.wav","","","","","","","p_i","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","13","3","1","","","blockNr_1_taskNr_3_trialNr_13_German_recording.wav","","","","","","","f_schwa","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","14","12","4","","","blockNr_1_taskNr_3_trialNr_14_German_recording.wav","","","","","","","p_u","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","15","2","1","","","blockNr_1_taskNr_3_trialNr_15_German_recording.wav","","","","","","","f_schwa","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","16","5","2","","","blockNr_1_taskNr_3_trialNr_16_German_recording.wav","","","","","","","p_schwa","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","17","14","5","","","blockNr_1_taskNr_3_trialNr_17_German_recording.wav","","","","","","","f_i","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","18","7","3","","","blockNr_1_taskNr_3_trialNr_18_German_recording.wav","","","","","","","f_u","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","19","22","8","","","blockNr_1_taskNr_3_trialNr_19_German_recording.wav","","","","","","","p_o","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","20","9","3","","","blockNr_1_taskNr_3_trialNr_20_German_recording.wav","","","","","","","f_u","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","21","10","4","","","blockNr_1_taskNr_3_trialNr_21_German_recording.wav","","","","","","","p_u","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","22","8","3","","","blockNr_1_taskNr_3_trialNr_22_German_recording.wav","","","","","","","f_u","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","23","17","6","","","blockNr_1_taskNr_3_trialNr_23_German_recording.wav","","","","","","","p_i","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",3,"German","24","13","5","","","blockNr_1_taskNr_3_trialNr_24_German_recording.wav","","","","","","","f_i","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","1","2","1","","","","","","","","f_schwa","blockNr_1_taskNr_4_trialNr_1_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","2","23","8","","","","","","","","p_o","blockNr_1_taskNr_4_trialNr_2_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","3","5","2","","","","","","","","p_schwa","blockNr_1_taskNr_4_trialNr_3_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","4","9","3","","","","","","","","f_u","blockNr_1_taskNr_4_trialNr_4_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","5","20","7","","","","","","","","f_o","blockNr_1_taskNr_4_trialNr_5_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","6","13","5","","","","","","","","f_i","blockNr_1_taskNr_4_trialNr_6_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","7","1","1","","","","","","","","f_schwa","blockNr_1_taskNr_4_trialNr_7_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","8","17","6","","","","","","","","p_i","blockNr_1_taskNr_4_trialNr_8_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","9","10","4","","","","","","","","p_u","blockNr_1_taskNr_4_trialNr_9_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","10","6","2","","","","","","","","p_schwa","blockNr_1_taskNr_4_trialNr_10_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","11","22","8","","","","","","","","p_o","blockNr_1_taskNr_4_trialNr_11_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","12","15","5","","","","","","","","f_i","blockNr_1_taskNr_4_trialNr_12_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","13","24","8","","","","","","","","p_o","blockNr_1_taskNr_4_trialNr_13_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","14","14","5","","","","","","","","f_i","blockNr_1_taskNr_4_trialNr_14_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","15","19","7","","","","","","","","f_o","blockNr_1_taskNr_4_trialNr_15_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","16","18","6","","","","","","","","p_i","blockNr_1_taskNr_4_trialNr_16_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","17","21","7","","","","","","","","f_o","blockNr_1_taskNr_4_trialNr_17_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","18","8","3","","","","","","","","f_u","blockNr_1_taskNr_4_trialNr_18_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","19","11","4","","","","","","","","p_u","blockNr_1_taskNr_4_trialNr_19_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","20","16","6","","","","","","","","p_i","blockNr_1_taskNr_4_trialNr_20_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","21","3","1","","","","","","","","f_schwa","blockNr_1_taskNr_4_trialNr_21_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","22","12","4","","","","","","","","p_u","blockNr_1_taskNr_4_trialNr_22_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","23","7","3","","","","","","","","f_u","blockNr_1_taskNr_4_trialNr_23_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
1,"block_1",4,"French","24","4","2","","","","","","","","p_schwa","blockNr_1_taskNr_4_trialNr_24_french_recording.wav","","no","","","",452926,"group_1",516748,"session_1",1,"2022-07-07T16:22:59.000Z","","","","not measured","",true
