"","language","f1e","f2e","prolific_id","text","group","phoneme","mean_f1_e","mean_f2_e","mean_f1_s","mean_f2_s","dist_from_e","dist_from_s","sim_prob_e","language_chosen"
"26","French",558.27,1924.53,"5f15db42d62e996fdc5429d8","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,793.850028551504,824.695951049472,0.490471100949022,0
"27","French",810.05,2158.76,"5f15db42d62e996fdc5429d8","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,1083.73281556232,1109.91615149293,0.494032013251931,1
"28","French",810.05,2158.76,"5f15db42d62e996fdc5429d8","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,1083.73281556232,1109.91615149293,0.494032013251931,0
"29","French",449.96,1149.28,"5f15db42d62e996fdc5429d8","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,187.215207193528,165.939148690481,0.530122888403555,1
"30","French",449.96,1149.28,"5f15db42d62e996fdc5429d8","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,187.215207193528,165.939148690481,0.530122888403555,1
"31","French",848.03,2437.02,"5f15db42d62e996fdc5429d8","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,404.634335905285,453.497404661594,0.471529389692525,1
"32","French",848.03,2437.02,"5f15db42d62e996fdc5429d8","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,404.634335905285,453.497404661594,0.471529389692525,0
"33","French",416.93,1598.61,"5f15db42d62e996fdc5429d8","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,407.767286319039,423.600676515437,0.490477507611422,1
"34","French",416.93,1598.61,"5f15db42d62e996fdc5429d8","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,407.767286319039,423.600676515437,0.490477507611422,0
"35","French",422.88,1242.38,"5f15db42d62e996fdc5429d8","fof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,242.613933726213,248.279162774732,0.494229671298191,1
"36","French",422.88,1242.38,"5f15db42d62e996fdc5429d8","fof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,242.613933726213,248.279162774732,0.494229671298191,1
"37","French",607.29,2274.82,"5f15db42d62e996fdc5429d8","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,1147.54774690558,1178.35770879225,0.493376781113095,1
"38","French",607.29,2274.82,"5f15db42d62e996fdc5429d8","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,1147.54774690558,1178.35770879225,0.493376781113095,0
"39","French",312.56,2482.77,"5f15db42d62e996fdc5429d8","fif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,194.364016996391,201.916815358138,0.490470396565901,0
"40","French",312.56,2482.77,"5f15db42d62e996fdc5429d8","fif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,194.364016996391,201.916815358138,0.490470396565901,0
"41","French",611.46,2582.14,"5f15db42d62e996fdc5429d8","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,282.133331717273,338.404942964094,0.454659032695675,1
"42","French",611.46,2582.14,"5f15db42d62e996fdc5429d8","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,282.133331717273,338.404942964094,0.454659032695675,0
"43","German",655.35,1290.91,"60b805f47d6292141781c36e","paf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,125.094103699874,156.457661961781,0.444302323609653,1
"44","German",318.6,2164.16,"60b805f47d6292141781c36e","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,228.309670490084,172.064476862576,0.570240791019363,1
"45","German",588.86,1312.72,"60b805f47d6292141781c36e","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,102.977951766911,205.301144466392,0.334041305509013,0
"46","German",600.91,1632.26,"60b805f47d6292141781c36e","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,517.842757514859,545.227008500373,0.487120200451114,1
"47","German",673.58,1271.69,"60b805f47d6292141781c36e","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,130.65634969674,155.31558731476,0.456885214200181,1
"48","German",755.09,1416.58,"60b805f47d6292141781c36e","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,283.341761838845,42.664955793704,0.869128599240115,1
"49","German",416.97,1191.36,"60b805f47d6292141781c36e","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,228.322054200271,217.428235186461,0.512219643232086,0
"50","German",680.1,1241.4,"60b805f47d6292141781c36e","paf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,127.065127742934,174.440284602137,0.421435644403984,0
"51","German",680.28,2381.55,"60b805f47d6292141781c36e","fif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,229.482549076384,276.947851252414,0.4531373885284,1
"52","German",588.19,1847.79,"60b805f47d6292141781c36e","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,723.420302370381,753.124814628001,0.489941210764353,1
"53","German",347.27,1526.89,"60b805f47d6292141781c36e","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,399.410358605419,435.616977815245,0.478320099456249,1
"54","German",430.51,1021.38,"60b805f47d6292141781c36e","fof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,230.293158551389,161.030482776997,0.588497944488191,1
"55","German",337.05,1566.49,"60b805f47d6292141781c36e","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,440.305762561953,476.513667874876,0.480253524243225,1
"56","German",355.19,1329.28,"60b805f47d6292141781c36e","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,209.439746109521,246.365799659684,0.459493632873809,1
"57","German",600.23,1223.7,"60b805f47d6292141781c36e","paf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,45.269910095514,241.595467068724,0.15780890166329,0
"58","German",320.85,2235.39,"60b805f47d6292141781c36e","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,174.139595356726,117.456374328449,0.597194795060912,0
"59","German",390.44,863.35,"60b805f47d6292141781c36e","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,359.301908840969,276.127087906114,0.565447769428722,1
"60","German",327.93,1744.71,"60b805f47d6292141781c36e","fif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,616.731478850829,569.527603633976,0.519896106977734,1
"61","German",552,1370.86,"60b805f47d6292141781c36e","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,256.139599737837,280.881347155377,0.476963889806648,1
"62","French",354.4,1508.08,"60b805f47d6292141781c36e","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,379.447865891733,415.612802360135,0.477256492546714,1
"63","French",453.75,1540.4,"60b805f47d6292141781c36e","paf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,340.820392766485,363.65515903957,0.48379307400055,0
"64","French",473.97,1558.37,"60b805f47d6292141781c36e","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,352.778051129156,354.068736021345,0.499087012266553,0
"65","French",859.89,1926.64,"60b805f47d6292141781c36e","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,891.106078431606,913.490156627617,0.493798036989899,0
"66","French",450.4,1442.2,"60b805f47d6292141781c36e","fof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,366.574900000612,409.254004846501,0.47249451226988,0
"67","French",623.44,2070.54,"60b805f47d6292141781c36e","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,326.038839359283,316.916897474307,0.507093755730293,1
"68","French",495.24,1552.51,"60b805f47d6292141781c36e","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,342.691826302446,332.729083860802,0.507375210251661,1
"69","French",641.97,1710.8,"60b805f47d6292141781c36e","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,605.354426638638,632.040008795079,0.489217026765161,0
"70","French",420.83,1314.52,"60b805f47d6292141781c36e","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,285.91298088378,307.123578194348,0.482116956378255,0
"71","French",432.48,1346.59,"60b805f47d6292141781c36e","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,300.001494252297,328.851006854181,0.477061781140154,0
"72","French",449.43,1561.34,"60b805f47d6292141781c36e","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,422.28618302477,455.604542230627,0.481023629566104,1
"73","French",443.36,1245.31,"60b805f47d6292141781c36e","fof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,226.394468426181,237.509420809044,0.48802019918265,0
"74","French",505,1621.54,"60b805f47d6292141781c36e","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,409.493527306756,365.172304628862,0.528606671967932,1
"75","French",485.88,1518.42,"60b805f47d6292141781c36e","paf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,311.163944676016,325.235133792275,0.488944681417417,0
"76","French",455.51,1518.2,"60b805f47d6292141781c36e","paf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,319.150027508201,352.998052854701,0.474821005716311,1
"77","French",1019.81,1901.43,"60b805f47d6292141781c36e","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,955.998632166687,973.40753163084,0.495488534298582,1
"78","French",630.66,2097,"60b805f47d6292141781c36e","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,307.892487345987,302.765314702575,0.504198073476022,1
"79","German",468.95,1149.22,"5ec2a21d6053200957b486f9","fof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,168.38205826743,150.520773366734,0.528004274545272,1
"80","German",575.51,2740.79,"5ec2a21d6053200957b486f9","fif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,410.83612001983,462.367307523687,0.47049302265749,1
"81","German",666.68,1471.14,"5ec2a21d6053200957b486f9","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,278.935313752063,144.761358081438,0.658337278282128,1
"82","German",294.87,1363.87,"5ec2a21d6053200957b486f9","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,269.148911197051,305.790744754305,0.468134191842602,1
"83","German",201.87,2562.16,"5ec2a21d6053200957b486f9","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,329.798838820146,330.781830179853,0.499255964179822,0
"84","German",322.44,832.18,"5ec2a21d6053200957b486f9","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,429.439833033973,347.432964398717,0.552780113363643,1
"85","German",676.96,1534.49,"5ec2a21d6053200957b486f9","paf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,341.513063901739,183.985449276134,0.649883977475959,1
"86","German",331.76,912.62,"5ec2a21d6053200957b486f9","fof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,371.322945578431,293.620011311399,0.558428270772636,0
"87","German",704.47,1475.74,"5ec2a21d6053200957b486f9","paf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,299.986276799305,120.508855704176,0.713412007918597,1
"88","German",613.41,2759.62,"5ec2a21d6053200957b486f9","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,441.158032419729,494.13966636622,0.471676593444385,1
"89","German",651.33,1482.67,"5ec2a21d6053200957b486f9","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,284.025024458576,163.958745245034,0.634007398630735,0
"90","German",318.33,1498.82,"5ec2a21d6053200957b486f9","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,380.684231591257,417.389845576649,0.477003629715898,0
"91","German",287,1472.72,"5ec2a21d6053200957b486f9","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,368.257279141081,405.185415596191,0.476127425660375,0
"92","German",480.7,1550.89,"5ec2a21d6053200957b486f9","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,413.514816907097,445.585419503915,0.481334772569266,0
"93","German",372.08,804.78,"5ec2a21d6053200957b486f9","fof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,415.485861911,331.506673818715,0.556211530956094,0
"94","German",596.68,1494.88,"5ec2a21d6053200957b486f9","paf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,282.651858633287,216.088086400048,0.566731944068356,0
"95","German",375.6,821.83,"5ec2a21d6053200957b486f9","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,400.156171856116,316.376091577439,0.558462182761465,1
"96","German",547.24,2619.29,"5ec2a21d6053200957b486f9","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,286.577077534012,339.05516971922,0.458059952619444,1
"97","German",324.61,1371.88,"5ec2a21d6053200957b486f9","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,261.120656696426,298.043898501863,0.46698356372719,1
"98","German",288.36,1354.62,"5ec2a21d6053200957b486f9","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,265.214304592976,301.659988367303,0.467853822066967,0
"99","German",616.57,1542.12,"5ec2a21d6053200957b486f9","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,332.521583553071,229.155553943451,0.592015521648556,1
"100","French",421.21,1517.32,"5ec2a21d6053200957b486f9","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,330.723713384164,384.606962126526,0.462336825060736,0
"101","French",864.42,2760.33,"5ec2a21d6053200957b486f9","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,581.93717774349,638.956039218041,0.476648710680671,0
"102","French",463.69,1308.77,"5ec2a21d6053200957b486f9","fof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,251.053134662041,280.946620359232,0.471904605768103,0
"103","French",597.47,2559.55,"5ec2a21d6053200957b486f9","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,255.586948089421,311.906338032334,0.450378805071158,1
"104","French",513.45,1355.77,"5ec2a21d6053200957b486f9","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,260.349070045903,308.190621767538,0.457925935154116,1
"105","French",616.88,1712.15,"5ec2a21d6053200957b486f9","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,598.866420865376,626.542847406796,0.488707272232222,1
"106","French",615.3,2587.5,"5ec2a21d6053200957b486f9","fif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,288.72472017,344.998468799596,0.455600686854228,0
"107","French",372.41,1631.66,"5ec2a21d6053200957b486f9","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,497.578539765856,532.900465880947,0.482861404297645,0
"108","French",470.42,1611,"5ec2a21d6053200957b486f9","paf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,404.891510122102,385.705700487505,0.512133744830571,0
"109","French",481.04,1392.44,"5ec2a21d6053200957b486f9","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,308.154763100572,352.311257881008,0.46657171347376,1
"110","French",476.52,1136.74,"5ec2a21d6053200957b486f9","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,159.559039801239,136.974165865053,0.538081525954975,1
"111","French",425.96,1330.39,"5ec2a21d6053200957b486f9","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,173.541553781369,359.619833624754,0.325495352590449,0
"112","French",447.12,1330.35,"5ec2a21d6053200957b486f9","fof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,278.138080852439,307.669672513997,0.474794127005105,1
"113","French",330.99,1556.47,"5ec2a21d6053200957b486f9","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,432.11655604181,468.453246041595,0.479825722605998,1
"114","French",324.76,1602.47,"5ec2a21d6053200957b486f9","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,478.196579731042,514.447456346584,0.481740243582793,1
"115","French",282.1,2458.52,"5ec2a21d6053200957b486f9","fif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,203.351630351606,199.847981411035,0.504344806937257,0
"116","French",676.96,1754.81,"5ec2a21d6053200957b486f9","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,553.047659609772,386.069921052289,0.588901401696562,0
"117","French",601.72,2704.98,"5ec2a21d6053200957b486f9","fif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,386.107466570633,439.594448457389,0.467611203926455,0
"118","French",339.49,1633,"5e9fdd5effe6a51855448d1b","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,504.611647080253,540.533243162977,0.482815016167584,1
"119","French",499.23,1696.49,"5e9fdd5effe6a51855448d1b","paf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,484.593793634052,421.805183626619,0.534636297912203,0
"120","French",287,1683.45,"5e9fdd5effe6a51855448d1b","fuf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,566.238828985609,602.668760103406,0.484417103859259,1
"121","French",262.36,2218.39,"5e9fdd5effe6a51855448d1b","fif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,231.004464444977,175.46111075028,0.568324794378977,0
"122","French",439.2,1648.68,"5e9fdd5effe6a51855448d1b","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,448.87369449756,433.317852520734,0.508816589792434,1
"123","French",669.45,1892.4,"5e9fdd5effe6a51855448d1b","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,686.671100865796,521.407875487816,0.568399181101884,0
"124","French",476.99,1248.42,"5e9fdd5effe6a51855448d1b","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,200.499866254523,221.407144301905,0.475222883805831,0
"125","French",404.96,1225.59,"5e9fdd5effe6a51855448d1b","fof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,251.359298322845,248.823585112069,0.502534786070009,1
"126","French",268.46,1689.09,"5e9fdd5effe6a51855448d1b","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,576.99567257443,613.577217380235,0.48463699908067,1
"127","French",273.31,2414.85,"5e9fdd5effe6a51855448d1b","pif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,191.683216306789,176.257082131961,0.520962822284327,1
"128","French",412.65,1727.1,"5e9fdd5effe6a51855448d1b","faf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,531.524162901874,504.420809242241,0.513081463971748,0
"129","French",279.05,2254.72,"5e9fdd5effe6a51855448d1b","fif","L1 Spanish bilingual","i",453.176777493606,2348.58992327366,413.332914110429,2307.79794478528,197.817332748448,144.392414082658,0.578058733219187,1
"130","French",482.45,1245.62,"5e9fdd5effe6a51855448d1b","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,194.469990062087,216.278971277584,0.473452177280781,0
"131","French",455.52,1259.44,"5e9fdd5effe6a51855448d1b","pof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,224.272435734656,242.035814852012,0.480953179474084,0
"132","French",424.23,969.28,"5e9fdd5effe6a51855448d1b","fof","L1 Spanish bilingual","o",635.711343669251,1125.91395348837,587.632586206897,1056.640591133,263.170199881273,185.289713859702,0.586831045133895,0
"133","French",322.96,1637.8,"5e9fdd5effe6a51855448d1b","puf","L1 Spanish bilingual","u",442.928510028653,1139.10386819484,458.96145631068,1105.83516990291,512.923264510319,549.074654831972,0.482979538065366,1
"134","French",435.78,1716.13,"5e9fdd5effe6a51855448d1b","paf","L1 Spanish bilingual","schwa_a",555.764240837696,1215.20523560209,781.679120603015,1383.21359296482,515.094008542611,480.082842546107,0.517590424233744,0
