"","prolific_id","phoneme","language","language_chosen","L1","mode"
"3973","613a68a9f9bc0d833831eff0","schwa_a","French","eng","Spanish","perception"
"3974","613a68a9f9bc0d833831eff0","o","French","eng","Spanish","perception"
"3975","613a68a9f9bc0d833831eff0","o","French","eng","Spanish","perception"
"3976","613a68a9f9bc0d833831eff0","i","French","eng","Spanish","perception"
"3977","613a68a9f9bc0d833831eff0","u","French","eng","Spanish","perception"
"3978","613a68a9f9bc0d833831eff0","i","French","eng","Spanish","perception"
"3979","613a68a9f9bc0d833831eff0","schwa_a","French","eng","Spanish","perception"
"3980","613a68a9f9bc0d833831eff0","i","French","span","Spanish","perception"
"3981","613a68a9f9bc0d833831eff0","o","French","eng","Spanish","perception"
"3982","613a68a9f9bc0d833831eff0","u","French","span","Spanish","perception"
"3983","613a68a9f9bc0d833831eff0","o","French","eng","Spanish","perception"
"3984","613a68a9f9bc0d833831eff0","schwa_a","French","eng","Spanish","perception"
"3985","613a68a9f9bc0d833831eff0","o","French","eng","Spanish","perception"
"3986","613a68a9f9bc0d833831eff0","u","French","eng","Spanish","perception"
"3987","613a68a9f9bc0d833831eff0","schwa_a","French","eng","Spanish","perception"
"3988","613a68a9f9bc0d833831eff0","u","French","eng","Spanish","perception"
"3989","613a68a9f9bc0d833831eff0","i","French","eng","Spanish","perception"
"3990","613a68a9f9bc0d833831eff0","schwa_a","French","eng","Spanish","perception"
"3991","613a68a9f9bc0d833831eff0","i","French","eng","Spanish","perception"
"3992","613a68a9f9bc0d833831eff0","o","French","span","Spanish","perception"
"3993","613a68a9f9bc0d833831eff0","u","French","eng","Spanish","perception"
"3994","613a68a9f9bc0d833831eff0","i","French","span","Spanish","perception"
"3995","613a68a9f9bc0d833831eff0","i","French","eng","Spanish","perception"
"3996","613a68a9f9bc0d833831eff0","u","French","eng","Spanish","perception"
"3997","613a68a9f9bc0d833831eff0","schwa_a","French","eng","Spanish","perception"
"3998","613a68a9f9bc0d833831eff0","o","French","eng","Spanish","perception"
"3999","613a68a9f9bc0d833831eff0","schwa_a","French","eng","Spanish","perception"
"4000","613a68a9f9bc0d833831eff0","o","French","eng","Spanish","perception"
"4001","613a69d8ed1c11f70b3d37c7","schwa_a","French","span","Spanish","perception"
"4002","613a69d8ed1c11f70b3d37c7","i","French","eng","Spanish","perception"
"4003","613a69d8ed1c11f70b3d37c7","u","French","eng","Spanish","perception"
"4004","613a69d8ed1c11f70b3d37c7","o","French","eng","Spanish","perception"
"4005","613a69d8ed1c11f70b3d37c7","i","French","eng","Spanish","perception"
"4006","613a69d8ed1c11f70b3d37c7","o","French","eng","Spanish","perception"
"4007","613a69d8ed1c11f70b3d37c7","u","French","span","Spanish","perception"
"4008","613a69d8ed1c11f70b3d37c7","schwa_a","French","eng","Spanish","perception"
"4009","613a69d8ed1c11f70b3d37c7","u","French","eng","Spanish","perception"
"4010","613a69d8ed1c11f70b3d37c7","schwa_a","French","eng","Spanish","perception"
"4011","613a69d8ed1c11f70b3d37c7","i","French","eng","Spanish","perception"
"4012","613a69d8ed1c11f70b3d37c7","schwa_a","French","eng","Spanish","perception"
"4013","613a69d8ed1c11f70b3d37c7","u","French","span","Spanish","perception"
"4014","613a69d8ed1c11f70b3d37c7","o","French","span","Spanish","perception"
"4015","613a69d8ed1c11f70b3d37c7","o","French","span","Spanish","perception"
"4016","613a69d8ed1c11f70b3d37c7","i","French","span","Spanish","perception"
"4017","613a69d8ed1c11f70b3d37c7","i","French","eng","Spanish","perception"
"4018","613a69d8ed1c11f70b3d37c7","u","French","span","Spanish","perception"
"4019","613a69d8ed1c11f70b3d37c7","i","French","eng","Spanish","perception"
"4020","613a69d8ed1c11f70b3d37c7","schwa_a","French","span","Spanish","perception"
"4021","613a69d8ed1c11f70b3d37c7","o","French","span","Spanish","perception"
"4022","613a69d8ed1c11f70b3d37c7","o","French","eng","Spanish","perception"
"4023","613a69d8ed1c11f70b3d37c7","u","French","span","Spanish","perception"
"4024","613a69d8ed1c11f70b3d37c7","schwa_a","French","span","Spanish","perception"
"4025","613a69d8ed1c11f70b3d37c7","i","French","span","Spanish","perception"
"4026","613a69d8ed1c11f70b3d37c7","u","French","span","Spanish","perception"
"4027","613a69d8ed1c11f70b3d37c7","schwa_a","French","eng","Spanish","perception"
"4028","613a69d8ed1c11f70b3d37c7","u","French","span","Spanish","perception"
"4029","613a69d8ed1c11f70b3d37c7","o","French","eng","Spanish","perception"
"4030","613a69d8ed1c11f70b3d37c7","o","French","eng","Spanish","perception"
"4031","613a69d8ed1c11f70b3d37c7","i","French","eng","Spanish","perception"
"4032","613a69d8ed1c11f70b3d37c7","schwa_a","French","eng","Spanish","perception"
"4033","613a69d8ed1c11f70b3d37c7","u","French","span","Spanish","perception"
"4034","613a69d8ed1c11f70b3d37c7","u","French","span","Spanish","perception"
"4035","613a69d8ed1c11f70b3d37c7","o","French","span","Spanish","perception"
"4036","613a69d8ed1c11f70b3d37c7","schwa_a","French","eng","Spanish","perception"
"4037","613a69d8ed1c11f70b3d37c7","schwa_a","French","eng","Spanish","perception"
"4038","613a69d8ed1c11f70b3d37c7","o","French","eng","Spanish","perception"
"4039","613a69d8ed1c11f70b3d37c7","i","French","eng","Spanish","perception"
"4040","613a69d8ed1c11f70b3d37c7","i","French","eng","Spanish","perception"
"4041","613a886056265d62028d15d2","o","French","eng","Spanish","perception"
"4042","613a886056265d62028d15d2","i","French","eng","Spanish","perception"
"4043","613a886056265d62028d15d2","schwa_a","French","eng","Spanish","perception"
"4044","613a886056265d62028d15d2","u","French","eng","Spanish","perception"
"4045","613a886056265d62028d15d2","o","French","eng","Spanish","perception"
"4046","613a886056265d62028d15d2","i","French","eng","Spanish","perception"
"4047","613a886056265d62028d15d2","schwa_a","French","eng","Spanish","perception"
"4048","613a886056265d62028d15d2","u","French","span","Spanish","perception"
"4049","613a886056265d62028d15d2","u","French","eng","Spanish","perception"
"4050","613a886056265d62028d15d2","schwa_a","French","eng","Spanish","perception"
"4051","613a886056265d62028d15d2","o","French","eng","Spanish","perception"
"4052","613a886056265d62028d15d2","o","French","eng","Spanish","perception"
"4053","613a886056265d62028d15d2","i","French","eng","Spanish","perception"
"4054","613a886056265d62028d15d2","schwa_a","French","eng","Spanish","perception"
"4055","613a886056265d62028d15d2","u","French","span","Spanish","perception"
"4056","613a886056265d62028d15d2","i","French","eng","Spanish","perception"
"4057","613a886056265d62028d15d2","o","French","eng","Spanish","perception"
"4058","613a886056265d62028d15d2","i","French","eng","Spanish","perception"
"4059","613a886056265d62028d15d2","schwa_a","French","eng","Spanish","perception"
"4060","613a886056265d62028d15d2","u","French","span","Spanish","perception"
"4061","613a886056265d62028d15d2","u","French","span","Spanish","perception"
"4062","613a886056265d62028d15d2","o","French","eng","Spanish","perception"
"4063","613a886056265d62028d15d2","i","French","eng","Spanish","perception"
"4064","613a886056265d62028d15d2","schwa_a","French","eng","Spanish","perception"
"4065","613a886056265d62028d15d2","u","French","eng","Spanish","perception"
"4066","613a886056265d62028d15d2","schwa_a","French","eng","Spanish","perception"
"4067","613a886056265d62028d15d2","i","French","eng","Spanish","perception"
"4068","613a886056265d62028d15d2","u","French","eng","Spanish","perception"
"4069","613a886056265d62028d15d2","o","French","eng","Spanish","perception"
"4070","613a886056265d62028d15d2","o","French","eng","Spanish","perception"
"4071","613a886056265d62028d15d2","i","French","eng","Spanish","perception"
"4072","613a886056265d62028d15d2","schwa_a","French","eng","Spanish","perception"
"4073","613a886056265d62028d15d2","o","French","eng","Spanish","perception"
"4074","613a886056265d62028d15d2","u","French","eng","Spanish","perception"
"4075","613a886056265d62028d15d2","i","French","eng","Spanish","perception"
"4076","613a886056265d62028d15d2","schwa_a","French","eng","Spanish","perception"
"4077","613a886056265d62028d15d2","schwa_a","French","eng","Spanish","perception"
"4078","613a886056265d62028d15d2","i","French","eng","Spanish","perception"
"4079","613a886056265d62028d15d2","o","French","eng","Spanish","perception"
"4080","613a886056265d62028d15d2","u","French","eng","Spanish","perception"
"4081","613a8edf1dccc076d9b59330","schwa_a","French","eng","Spanish","perception"
"4082","613a8edf1dccc076d9b59330","i","French","eng","Spanish","perception"
"4083","613a8edf1dccc076d9b59330","u","French","eng","Spanish","perception"
"4084","613a8edf1dccc076d9b59330","u","French","span","Spanish","perception"
"4085","613a8edf1dccc076d9b59330","schwa_a","French","eng","Spanish","perception"
"4086","613a8edf1dccc076d9b59330","i","French","eng","Spanish","perception"
"4087","613a8edf1dccc076d9b59330","o","French","eng","Spanish","perception"
"4088","613a8edf1dccc076d9b59330","o","French","eng","Spanish","perception"
"4089","613a8edf1dccc076d9b59330","schwa_a","French","eng","Spanish","perception"
"4090","613a8edf1dccc076d9b59330","i","French","eng","Spanish","perception"
"4091","613a8edf1dccc076d9b59330","i","French","eng","Spanish","perception"
"4092","613a8edf1dccc076d9b59330","o","French","eng","Spanish","perception"
"4093","613a8edf1dccc076d9b59330","o","French","eng","Spanish","perception"
"4094","613a8edf1dccc076d9b59330","u","French","eng","Spanish","perception"
"4095","613a8edf1dccc076d9b59330","u","French","eng","Spanish","perception"
"4096","613a8edf1dccc076d9b59330","schwa_a","French","eng","Spanish","perception"
"4097","613a8edf1dccc076d9b59330","o","French","eng","Spanish","perception"
"4098","613a8edf1dccc076d9b59330","o","French","eng","Spanish","perception"
"4099","613a8edf1dccc076d9b59330","schwa_a","French","span","Spanish","perception"
"4100","613a8edf1dccc076d9b59330","u","French","span","Spanish","perception"
"4101","613a8edf1dccc076d9b59330","i","French","span","Spanish","perception"
"4102","613a8edf1dccc076d9b59330","i","French","span","Spanish","perception"
"4103","613a8edf1dccc076d9b59330","schwa_a","French","eng","Spanish","perception"
"4104","613a8edf1dccc076d9b59330","u","French","span","Spanish","perception"
"4105","613a8edf1dccc076d9b59330","i","French","eng","Spanish","perception"
"4106","613a8edf1dccc076d9b59330","o","French","eng","Spanish","perception"
"4107","613a8edf1dccc076d9b59330","o","French","eng","Spanish","perception"
"4108","613a8edf1dccc076d9b59330","i","French","eng","Spanish","perception"
"4109","613a8edf1dccc076d9b59330","schwa_a","French","eng","Spanish","perception"
"4110","613a8edf1dccc076d9b59330","schwa_a","French","eng","Spanish","perception"
"4111","613a8edf1dccc076d9b59330","u","French","span","Spanish","perception"
"4112","613a8edf1dccc076d9b59330","u","French","span","Spanish","perception"
"4113","613a8edf1dccc076d9b59330","schwa_a","French","eng","Spanish","perception"
"4114","613a8edf1dccc076d9b59330","u","French","eng","Spanish","perception"
"4115","613a8edf1dccc076d9b59330","schwa_a","French","eng","Spanish","perception"
"4116","613a8edf1dccc076d9b59330","i","French","eng","Spanish","perception"
"4117","613a8edf1dccc076d9b59330","u","French","eng","Spanish","perception"
"4118","613a8edf1dccc076d9b59330","i","French","eng","Spanish","perception"
"4119","613a8edf1dccc076d9b59330","o","French","span","Spanish","perception"
"4120","613a8edf1dccc076d9b59330","o","French","eng","Spanish","perception"
"4121","613a9a32098c4cfe776b69de","u","French","span","Spanish","perception"
"4122","613a9a32098c4cfe776b69de","u","French","eng","Spanish","perception"
"4123","613a9a32098c4cfe776b69de","i","French","eng","Spanish","perception"
"4124","613a9a32098c4cfe776b69de","schwa_a","French","eng","Spanish","perception"
"4125","613a9a32098c4cfe776b69de","o","French","eng","Spanish","perception"
"4126","613a9a32098c4cfe776b69de","schwa_a","French","span","Spanish","perception"
"4127","613a9a32098c4cfe776b69de","o","French","eng","Spanish","perception"
"4128","613a9a32098c4cfe776b69de","i","French","span","Spanish","perception"
"4129","613a9a32098c4cfe776b69de","o","French","eng","Spanish","perception"
"4130","613a9a32098c4cfe776b69de","i","French","eng","Spanish","perception"
"4131","613a9a32098c4cfe776b69de","schwa_a","French","eng","Spanish","perception"
"4132","613a9a32098c4cfe776b69de","schwa_a","French","span","Spanish","perception"
"4133","613a9a32098c4cfe776b69de","o","French","eng","Spanish","perception"
"4134","613a9a32098c4cfe776b69de","i","French","span","Spanish","perception"
"4135","613a9a32098c4cfe776b69de","u","French","eng","Spanish","perception"
"4136","613a9a32098c4cfe776b69de","u","French","eng","Spanish","perception"
"4137","613a9a32098c4cfe776b69de","schwa_a","French","eng","Spanish","perception"
"4138","613a9a32098c4cfe776b69de","i","French","eng","Spanish","perception"
"4139","613a9a32098c4cfe776b69de","o","French","eng","Spanish","perception"
"4140","613a9a32098c4cfe776b69de","u","French","span","Spanish","perception"
"4141","613a9a32098c4cfe776b69de","o","French","eng","Spanish","perception"
"4142","613a9a32098c4cfe776b69de","i","French","eng","Spanish","perception"
"4143","613a9a32098c4cfe776b69de","schwa_a","French","span","Spanish","perception"
"4144","613a9a32098c4cfe776b69de","u","French","span","Spanish","perception"
"4145","613a9a32098c4cfe776b69de","o","French","eng","Spanish","perception"
"4146","613a9a32098c4cfe776b69de","schwa_a","French","eng","Spanish","perception"
"4147","613a9a32098c4cfe776b69de","schwa_a","French","eng","Spanish","perception"
"4148","613a9a32098c4cfe776b69de","i","French","span","Spanish","perception"
"4149","613a9a32098c4cfe776b69de","i","French","span","Spanish","perception"
"4150","613a9a32098c4cfe776b69de","u","French","span","Spanish","perception"
"4151","613a9a32098c4cfe776b69de","u","French","span","Spanish","perception"
"4152","613a9a32098c4cfe776b69de","o","French","eng","Spanish","perception"
"4153","613a9a32098c4cfe776b69de","i","French","span","Spanish","perception"
"4154","613a9a32098c4cfe776b69de","u","French","span","Spanish","perception"
"4155","613a9a32098c4cfe776b69de","schwa_a","French","eng","Spanish","perception"
"4156","613a9a32098c4cfe776b69de","i","French","eng","Spanish","perception"
"4157","613a9a32098c4cfe776b69de","o","French","eng","Spanish","perception"
"4158","613a9a32098c4cfe776b69de","schwa_a","French","span","Spanish","perception"
"4159","613a9a32098c4cfe776b69de","u","French","span","Spanish","perception"
"4160","613a9a32098c4cfe776b69de","o","French","span","Spanish","perception"
"4161","613abdfce6575a7bc72a6b85","u","French","span","Spanish","perception"
"4162","613abdfce6575a7bc72a6b85","o","French","eng","Spanish","perception"
"4163","613abdfce6575a7bc72a6b85","i","French","span","Spanish","perception"
"4164","613abdfce6575a7bc72a6b85","schwa_a","French","eng","Spanish","perception"
"4165","613abdfce6575a7bc72a6b85","u","French","span","Spanish","perception"
"4166","613abdfce6575a7bc72a6b85","i","French","span","Spanish","perception"
"4167","613abdfce6575a7bc72a6b85","o","French","span","Spanish","perception"
"4168","613abdfce6575a7bc72a6b85","schwa_a","French","eng","Spanish","perception"
"4169","613abdfce6575a7bc72a6b85","o","French","span","Spanish","perception"
"4170","613abdfce6575a7bc72a6b85","schwa_a","French","eng","Spanish","perception"
"4171","613abdfce6575a7bc72a6b85","i","French","span","Spanish","perception"
"4172","613abdfce6575a7bc72a6b85","i","French","span","Spanish","perception"
"4173","613abdfce6575a7bc72a6b85","o","French","span","Spanish","perception"
"4174","613abdfce6575a7bc72a6b85","u","French","span","Spanish","perception"
"4175","613abdfce6575a7bc72a6b85","u","French","span","Spanish","perception"
"4176","613abdfce6575a7bc72a6b85","schwa_a","French","eng","Spanish","perception"
"4177","613abdfce6575a7bc72a6b85","u","French","span","Spanish","perception"
"4178","613abdfce6575a7bc72a6b85","i","French","span","Spanish","perception"
"4179","613abdfce6575a7bc72a6b85","o","French","span","Spanish","perception"
"4180","613abdfce6575a7bc72a6b85","schwa_a","French","eng","Spanish","perception"
"4181","613abdfce6575a7bc72a6b85","u","French","span","Spanish","perception"
"4182","613abdfce6575a7bc72a6b85","i","French","span","Spanish","perception"
"4183","613abdfce6575a7bc72a6b85","schwa_a","French","eng","Spanish","perception"
"4184","613abdfce6575a7bc72a6b85","o","French","span","Spanish","perception"
"4185","613abdfce6575a7bc72a6b85","o","French","span","Spanish","perception"
"4186","613abdfce6575a7bc72a6b85","u","French","span","Spanish","perception"
"4187","613abdfce6575a7bc72a6b85","i","French","span","Spanish","perception"
"4188","613abdfce6575a7bc72a6b85","schwa_a","French","eng","Spanish","perception"
"4189","613abdfce6575a7bc72a6b85","o","French","span","Spanish","perception"
"4190","613abdfce6575a7bc72a6b85","schwa_a","French","eng","Spanish","perception"
"4191","613abdfce6575a7bc72a6b85","i","French","span","Spanish","perception"
"4192","613abdfce6575a7bc72a6b85","u","French","eng","Spanish","perception"
"4193","613abdfce6575a7bc72a6b85","i","French","span","Spanish","perception"
"4194","613abdfce6575a7bc72a6b85","u","French","span","Spanish","perception"
"4195","613abdfce6575a7bc72a6b85","o","French","eng","Spanish","perception"
"4196","613abdfce6575a7bc72a6b85","o","French","eng","Spanish","perception"
"4197","613abdfce6575a7bc72a6b85","u","French","span","Spanish","perception"
"4198","613abdfce6575a7bc72a6b85","i","French","span","Spanish","perception"
"4199","613abdfce6575a7bc72a6b85","schwa_a","French","eng","Spanish","perception"
"4200","613abdfce6575a7bc72a6b85","schwa_a","French","eng","Spanish","perception"
"4201","613add879e40150ca89fd051","schwa_a","French","eng","Spanish","perception"
"4202","613add879e40150ca89fd051","i","French","span","Spanish","perception"
"4203","613add879e40150ca89fd051","schwa_a","French","eng","Spanish","perception"
"4204","613add879e40150ca89fd051","i","French","span","Spanish","perception"
"4205","613add879e40150ca89fd051","u","French","span","Spanish","perception"
"4206","613add879e40150ca89fd051","u","French","eng","Spanish","perception"
"4207","613add879e40150ca89fd051","o","French","eng","Spanish","perception"
"4208","613add879e40150ca89fd051","o","French","eng","Spanish","perception"
"4209","613add879e40150ca89fd051","i","French","eng","Spanish","perception"
"4210","613add879e40150ca89fd051","i","French","span","Spanish","perception"
"4211","613add879e40150ca89fd051","schwa_a","French","eng","Spanish","perception"
"4212","613add879e40150ca89fd051","o","French","eng","Spanish","perception"
"4213","613add879e40150ca89fd051","schwa_a","French","eng","Spanish","perception"
"4214","613add879e40150ca89fd051","u","French","eng","Spanish","perception"
"4215","613add879e40150ca89fd051","o","French","span","Spanish","perception"
"4216","613add879e40150ca89fd051","u","French","span","Spanish","perception"
"4217","613add879e40150ca89fd051","schwa_a","French","span","Spanish","perception"
"4218","613add879e40150ca89fd051","u","French","span","Spanish","perception"
"4219","613add879e40150ca89fd051","o","French","span","Spanish","perception"
"4220","613add879e40150ca89fd051","u","French","span","Spanish","perception"
"4221","613add879e40150ca89fd051","o","French","eng","Spanish","perception"
"4222","613add879e40150ca89fd051","schwa_a","French","eng","Spanish","perception"
"4223","613add879e40150ca89fd051","i","French","span","Spanish","perception"
"4224","613add879e40150ca89fd051","i","French","span","Spanish","perception"
"4225","613add879e40150ca89fd051","schwa_a","French","span","Spanish","perception"
"4226","613add879e40150ca89fd051","o","French","eng","Spanish","perception"
"4227","613add879e40150ca89fd051","i","French","span","Spanish","perception"
"4228","613add879e40150ca89fd051","i","French","span","Spanish","perception"
"4229","613add879e40150ca89fd051","u","French","span","Spanish","perception"
"4230","613add879e40150ca89fd051","schwa_a","French","eng","Spanish","perception"
"4231","613add879e40150ca89fd051","o","French","span","Spanish","perception"
"4232","613add879e40150ca89fd051","u","French","span","Spanish","perception"
"4233","613add879e40150ca89fd051","u","French","eng","Spanish","perception"
"4234","613add879e40150ca89fd051","u","French","span","Spanish","perception"
"4235","613add879e40150ca89fd051","o","French","span","Spanish","perception"
"4236","613add879e40150ca89fd051","i","French","eng","Spanish","perception"
"4237","613add879e40150ca89fd051","o","French","eng","Spanish","perception"
"4238","613add879e40150ca89fd051","schwa_a","French","eng","Spanish","perception"
"4239","613add879e40150ca89fd051","i","French","span","Spanish","perception"
"4240","613add879e40150ca89fd051","schwa_a","French","span","Spanish","perception"
"4241","613af18151be953036664b9a","i","French","eng","Spanish","perception"
"4242","613af18151be953036664b9a","schwa_a","French","eng","Spanish","perception"
"4243","613af18151be953036664b9a","u","French","eng","Spanish","perception"
"4244","613af18151be953036664b9a","o","French","eng","Spanish","perception"
"4245","613af18151be953036664b9a","i","French","span","Spanish","perception"
"4246","613af18151be953036664b9a","o","French","eng","Spanish","perception"
"4247","613af18151be953036664b9a","u","French","span","Spanish","perception"
"4248","613af18151be953036664b9a","schwa_a","French","eng","Spanish","perception"
"4249","613af18151be953036664b9a","schwa_a","French","eng","Spanish","perception"
"4250","613af18151be953036664b9a","i","French","eng","Spanish","perception"
"4251","613af18151be953036664b9a","schwa_a","French","eng","Spanish","perception"
"4252","613af18151be953036664b9a","u","French","eng","Spanish","perception"
"4253","613af18151be953036664b9a","u","French","span","Spanish","perception"
"4254","613af18151be953036664b9a","o","French","eng","Spanish","perception"
"4255","613af18151be953036664b9a","i","French","span","Spanish","perception"
"4256","613af18151be953036664b9a","o","French","eng","Spanish","perception"
"4257","613af18151be953036664b9a","schwa_a","French","eng","Spanish","perception"
"4258","613af18151be953036664b9a","o","French","eng","Spanish","perception"
"4259","613af18151be953036664b9a","i","French","span","Spanish","perception"
"4260","613af18151be953036664b9a","u","French","eng","Spanish","perception"
"4261","613af18151be953036664b9a","u","French","eng","Spanish","perception"
"4262","613af18151be953036664b9a","schwa_a","French","eng","Spanish","perception"
"4263","613af18151be953036664b9a","o","French","eng","Spanish","perception"
"4264","613af18151be953036664b9a","i","French","span","Spanish","perception"
"4265","613af18151be953036664b9a","u","French","eng","Spanish","perception"
"4266","613af18151be953036664b9a","o","French","eng","Spanish","perception"
"4267","613af18151be953036664b9a","i","French","span","Spanish","perception"
"4268","613af18151be953036664b9a","schwa_a","French","span","Spanish","perception"
"4269","613af18151be953036664b9a","u","French","eng","Spanish","perception"
"4270","613af18151be953036664b9a","i","French","span","Spanish","perception"
"4271","613af18151be953036664b9a","schwa_a","French","eng","Spanish","perception"
"4272","613af18151be953036664b9a","o","French","eng","Spanish","perception"
"4273","613af18151be953036664b9a","u","French","eng","Spanish","perception"
"4274","613af18151be953036664b9a","i","French","span","Spanish","perception"
"4275","613af18151be953036664b9a","i","French","eng","Spanish","perception"
"4276","613af18151be953036664b9a","u","French","eng","Spanish","perception"
"4277","613af18151be953036664b9a","schwa_a","French","eng","Spanish","perception"
"4278","613af18151be953036664b9a","schwa_a","French","eng","Spanish","perception"
"4279","613af18151be953036664b9a","o","French","eng","Spanish","perception"
"4280","613af18151be953036664b9a","o","French","eng","Spanish","perception"
"4281","613b8c9719c838f7c5e7297c","u","French","eng","Spanish","perception"
"4282","613b8c9719c838f7c5e7297c","u","French","eng","Spanish","perception"
"4283","613b8c9719c838f7c5e7297c","i","French","span","Spanish","perception"
"4284","613b8c9719c838f7c5e7297c","o","French","eng","Spanish","perception"
"4285","613b8c9719c838f7c5e7297c","i","French","eng","Spanish","perception"
"4286","613b8c9719c838f7c5e7297c","o","French","eng","Spanish","perception"
"4287","613b8c9719c838f7c5e7297c","schwa_a","French","span","Spanish","perception"
"4288","613b8c9719c838f7c5e7297c","schwa_a","French","eng","Spanish","perception"
"4289","613b8c9719c838f7c5e7297c","o","French","eng","Spanish","perception"
"4290","613b8c9719c838f7c5e7297c","schwa_a","French","span","Spanish","perception"
"4291","613b8c9719c838f7c5e7297c","schwa_a","French","span","Spanish","perception"
"4292","613b8c9719c838f7c5e7297c","u","French","eng","Spanish","perception"
"4293","613b8c9719c838f7c5e7297c","o","French","eng","Spanish","perception"
"4294","613b8c9719c838f7c5e7297c","i","French","span","Spanish","perception"
"4295","613b8c9719c838f7c5e7297c","i","French","eng","Spanish","perception"
"4296","613b8c9719c838f7c5e7297c","u","French","eng","Spanish","perception"
"4297","613b8c9719c838f7c5e7297c","u","French","eng","Spanish","perception"
"4298","613b8c9719c838f7c5e7297c","i","French","span","Spanish","perception"
"4299","613b8c9719c838f7c5e7297c","schwa_a","French","eng","Spanish","perception"
"4300","613b8c9719c838f7c5e7297c","o","French","span","Spanish","perception"
"4301","613b8c9719c838f7c5e7297c","u","French","eng","Spanish","perception"
"4302","613b8c9719c838f7c5e7297c","i","French","eng","Spanish","perception"
"4303","613b8c9719c838f7c5e7297c","schwa_a","French","span","Spanish","perception"
"4304","613b8c9719c838f7c5e7297c","o","French","eng","Spanish","perception"
"4305","613b8c9719c838f7c5e7297c","schwa_a","French","eng","Spanish","perception"
"4306","613b8c9719c838f7c5e7297c","o","French","span","Spanish","perception"
"4307","613b8c9719c838f7c5e7297c","i","French","eng","Spanish","perception"
"4308","613b8c9719c838f7c5e7297c","i","French","eng","Spanish","perception"
"4309","613b8c9719c838f7c5e7297c","schwa_a","French","eng","Spanish","perception"
"4310","613b8c9719c838f7c5e7297c","o","French","span","Spanish","perception"
"4311","613b8c9719c838f7c5e7297c","u","French","eng","Spanish","perception"
"4312","613b8c9719c838f7c5e7297c","u","French","eng","Spanish","perception"
"4313","613b8c9719c838f7c5e7297c","u","French","eng","Spanish","perception"
"4314","613b8c9719c838f7c5e7297c","i","French","span","Spanish","perception"
"4315","613b8c9719c838f7c5e7297c","schwa_a","French","eng","Spanish","perception"
"4316","613b8c9719c838f7c5e7297c","o","French","span","Spanish","perception"
"4317","613b8c9719c838f7c5e7297c","i","French","eng","Spanish","perception"
"4318","613b8c9719c838f7c5e7297c","schwa_a","French","eng","Spanish","perception"
"4319","613b8c9719c838f7c5e7297c","o","French","eng","Spanish","perception"
"4320","613b8c9719c838f7c5e7297c","u","French","eng","Spanish","perception"
"4321","613bcc7803e6e071da0b7b3f","schwa_a","French","eng","Spanish","perception"
"4322","613bcc7803e6e071da0b7b3f","o","French","eng","Spanish","perception"
"4323","613bcc7803e6e071da0b7b3f","u","French","eng","Spanish","perception"
"4324","613bcc7803e6e071da0b7b3f","i","French","eng","Spanish","perception"
"4325","613bcc7803e6e071da0b7b3f","u","French","eng","Spanish","perception"
"4326","613bcc7803e6e071da0b7b3f","i","French","eng","Spanish","perception"
"4327","613bcc7803e6e071da0b7b3f","schwa_a","French","eng","Spanish","perception"
"4328","613bcc7803e6e071da0b7b3f","o","French","eng","Spanish","perception"
"4329","613bcc7803e6e071da0b7b3f","i","French","span","Spanish","perception"
"4330","613bcc7803e6e071da0b7b3f","u","French","eng","Spanish","perception"
"4331","613bcc7803e6e071da0b7b3f","schwa_a","French","eng","Spanish","perception"
"4332","613bcc7803e6e071da0b7b3f","i","French","eng","Spanish","perception"
"4333","613bcc7803e6e071da0b7b3f","o","French","eng","Spanish","perception"
"4334","613bcc7803e6e071da0b7b3f","o","French","eng","Spanish","perception"
"4335","613bcc7803e6e071da0b7b3f","schwa_a","French","eng","Spanish","perception"
"4336","613bcc7803e6e071da0b7b3f","u","French","eng","Spanish","perception"
"4337","613bcc7803e6e071da0b7b3f","i","French","eng","Spanish","perception"
"4338","613bcc7803e6e071da0b7b3f","o","French","eng","Spanish","perception"
"4339","613bcc7803e6e071da0b7b3f","u","French","eng","Spanish","perception"
"4340","613bcc7803e6e071da0b7b3f","schwa_a","French","eng","Spanish","perception"
"4341","613bcc7803e6e071da0b7b3f","schwa_a","French","eng","Spanish","perception"
"4342","613bcc7803e6e071da0b7b3f","i","French","eng","Spanish","perception"
"4343","613bcc7803e6e071da0b7b3f","o","French","eng","Spanish","perception"
"4344","613bcc7803e6e071da0b7b3f","u","French","eng","Spanish","perception"
"4345","613bcc7803e6e071da0b7b3f","o","French","eng","Spanish","perception"
"4346","613bcc7803e6e071da0b7b3f","schwa_a","French","eng","Spanish","perception"
"4347","613bcc7803e6e071da0b7b3f","i","French","eng","Spanish","perception"
"4348","613bcc7803e6e071da0b7b3f","u","French","eng","Spanish","perception"
"4349","613bcc7803e6e071da0b7b3f","schwa_a","French","eng","Spanish","perception"
"4350","613bcc7803e6e071da0b7b3f","u","French","eng","Spanish","perception"
"4351","613bcc7803e6e071da0b7b3f","i","French","eng","Spanish","perception"
"4352","613bcc7803e6e071da0b7b3f","o","French","eng","Spanish","perception"
"4353","613bcc7803e6e071da0b7b3f","schwa_a","French","eng","Spanish","perception"
"4354","613bcc7803e6e071da0b7b3f","u","French","eng","Spanish","perception"
"4355","613bcc7803e6e071da0b7b3f","i","French","eng","Spanish","perception"
