"","f1e","f2e","language","participant","text","group","consonant","phoneme"
"402","635.87","1622.09","french","509344","pof","L1 English monolingual","p","o"
"403","698.23","1744.24","french","509344","faf","L1 English monolingual","f","schwa"
"404","470.37","2411.79","french","509344","fif","L1 English monolingual","f","i"
"405","468.03","2285.14","french","509344","fuf","L1 English monolingual","f","u"
"406","639.28","1635.65","french","509344","fof","L1 English monolingual","f","o"
"407","636.75","1647.60","french","509344","pof","L1 English monolingual","p","o"
"408","363.26","2705.61","english","509344","peef","L1 English monolingual","p","i"
"409","875.59","1110.14","english","509344","foff","L1 English monolingual","f","o"
"410","791.51","1194.62","english","509344","fuff","L1 English monolingual","f","schwa"
"411","461.93","1254.55","english","509344","foof","L1 English monolingual","f","u"
"412","387.55","2707.66","english","509344","peef","L1 English monolingual","p","i"
"413","871.11","1142.48","english","509344","poff","L1 English monolingual","p","o"
"414","874.04","1212.83","english","509344","puff","L1 English monolingual","p","schwa"
"415","414.53","2657.12","english","509344","feef","L1 English monolingual","f","i"
"416","873.66","1191.96","english","509344","foff","L1 English monolingual","f","o"
"417","539.28","1320.82","english","509344","poof","L1 English monolingual","p","u"
"418","510.70","1387.72","english","509344","foof","L1 English monolingual","f","u"
"419","864.10","1193.48","english","509344","poff","L1 English monolingual","p","o"
"420","394.43","2527.09","english","509344","feef","L1 English monolingual","f","i"
"421","883.47","1248.66","english","509344","fuff","L1 English monolingual","f","schwa"
"422","375.89","2546.61","english","509344","peef","L1 English monolingual","p","i"
"423","529.56","1309.82","english","509344","poof","L1 English monolingual","p","u"
"424","396.39","2605.16","english","509344","feef","L1 English monolingual","f","i"
"425","899.52","1247.29","english","509344","puff","L1 English monolingual","p","schwa"
"426","473.04","1290.43","english","509344","foof","L1 English monolingual","f","u"
"427","909.10","1200.65","english","509344","poff","L1 English monolingual","p","o"
"428","881.84","1170.72","english","509344","foff","L1 English monolingual","f","o"
"429","489.95","1212.23","english","509344","poof","L1 English monolingual","p","u"
"430","901.71","1223.17","english","509344","puff","L1 English monolingual","p","schwa"
"431","867.43","1207.83","english","509344","fuff","L1 English monolingual","f","schwa"
"432","430.66","2363.93","french","509348","fif","L1 English monolingual","f","i"
"433","477.19","1780.35","french","509348","fuf","L1 English monolingual","f","u"
"434","561.37","1622.26","french","509348","paf","L1 English monolingual","p","schwa"
"435","521.57","2172.05","french","509348","pif","L1 English monolingual","p","i"
"436","583.87","1186.29","french","509348","fof","L1 English monolingual","f","o"
"437","599.31","1476.43","french","509348","faf","L1 English monolingual","f","schwa"
"438","551.08","2097.84","french","509348","puf","L1 English monolingual","p","u"
"439","429.03","2372.59","french","509348","fif","L1 English monolingual","f","i"
"440","614.01","1539.82","french","509348","faf","L1 English monolingual","f","schwa"
"441","597.65","1563.21","french","509348","faf","L1 English monolingual","f","schwa"
"442","616.70","1336.76","french","509348","pof","L1 English monolingual","p","o"
"443","493.41","1865.65","french","509348","fuf","L1 English monolingual","f","u"
"444","596.66","1220.12","french","509348","pof","L1 English monolingual","p","o"
"445","600.64","1570.07","french","509348","paf","L1 English monolingual","p","schwa"
"446","399.78","2365.14","french","509348","pif","L1 English monolingual","p","i"
"447","567.66","1496.37","french","509348","paf","L1 English monolingual","p","schwa"
"448","507.13","2231.87","french","509348","fif","L1 English monolingual","f","i"
"449","595.96","1166.68","french","509348","fof","L1 English monolingual","f","o"
"450","538.68","1982.66","french","509348","puf","L1 English monolingual","p","u"
"451","595.57","1165.04","french","509348","fof","L1 English monolingual","f","o"
"452","422.06","2308.58","french","509348","pif","L1 English monolingual","p","i"
"453","467.22","2216.88","french","509348","puf","L1 English monolingual","p","u"
"454","632.80","1215.18","french","509348","pof","L1 English monolingual","p","o"
"455","488.10","1881.51","french","509348","fuf","L1 English monolingual","f","u"
"456","451.98","1579.56","German","509348","puf","L1 English monolingual","p","u"
"457","448.20","1554.16","German","509348","fuf","L1 English monolingual","f","u"
"458","454.12","791.36","German","509348","pof","L1 English monolingual","p","o"
"459","728.55","1151.84","German","509348","paf","L1 English monolingual","p","schwa"
"460","445.51","789.53","German","509348","pof","L1 English monolingual","p","o"
"461","471.40","781.85","German","509348","fof","L1 English monolingual","f","o"
"462","445.22","1500.48","German","509348","puf","L1 English monolingual","p","u"
"463","441.87","2276.77","German","509348","pif","L1 English monolingual","p","i"
"464","466.85","783.38","German","509348","fof","L1 English monolingual","f","o"
"465","397.10","2406.21","German","509348","pif","L1 English monolingual","p","i"
"466","712.05","1151.29","German","509348","paf","L1 English monolingual","p","schwa"
"467","428.28","1572.09","German","509348","puf","L1 English monolingual","p","u"
"468","791.80","1294.45","German","509348","faf","L1 English monolingual","f","schwa"
"469","757.14","1186.32","German","509348","paf","L1 English monolingual","p","schwa"
"470","771.57","1258.89","German","509348","faf","L1 English monolingual","f","schwa"
"471","420.22","2315.29","German","509348","fif","L1 English monolingual","f","i"
"472","410.88","2481.14","German","509348","fif","L1 English monolingual","f","i"
"473","483.63","792.99","German","509348","pof","L1 English monolingual","p","o"
"474","708.25","1123.09","German","509348","faf","L1 English monolingual","f","schwa"
"475","441.12","841.81","German","509348","fof","L1 English monolingual","f","o"
"476","428.12","1731.64","German","509348","fuf","L1 English monolingual","f","u"
"477","462.53","2357.24","German","509348","pif","L1 English monolingual","p","i"
"478","446.99","1993.81","German","509348","fuf","L1 English monolingual","f","u"
"479","389.66","2395.20","German","509348","fif","L1 English monolingual","f","i"
"480","389.76","2465.40","english","509348","peef","L1 English monolingual","p","i"
"481","395.43","2540.90","english","509348","feef","L1 English monolingual","f","i"
"482","645.33","1221.63","english","509348","fuff","L1 English monolingual","f","schwa"
"483","675.90","1207.25","english","509348","puff","L1 English monolingual","p","schwa"
"484","419.14","2426.02","english","509348","peef","L1 English monolingual","p","i"
"485","462.52","1414.29","english","509348","poof","L1 English monolingual","p","u"
"486","441.56","1487.62","english","509348","foof","L1 English monolingual","f","u"
"487","722.14","1079.82","english","509348","foff","L1 English monolingual","f","o"
"488","691.83","1294.60","english","509348","puff","L1 English monolingual","p","schwa"
"489","676.85","1226.49","english","509348","fuff","L1 English monolingual","f","schwa"
"490","448.78","1377.75","english","509348","poof","L1 English monolingual","p","u"
"491","718.74","1017.68","english","509348","poff","L1 English monolingual","p","o"
"492","412.94","1537.19","english","509348","poof","L1 English monolingual","p","u"
"493","447.33","2607.81","english","509348","peef","L1 English monolingual","p","i"
"494","682.67","1188.63","english","509348","fuff","L1 English monolingual","f","schwa"
"495","430.76","1507.89","english","509348","foof","L1 English monolingual","f","u"
"496","446.04","1370.91","english","509348","foof","L1 English monolingual","f","u"
"497","664.37","1282.46","english","509348","puff","L1 English monolingual","p","schwa"
"498","429.50","2443.14","english","509348","feef","L1 English monolingual","f","i"
"499","730.55","1056.82","english","509348","poff","L1 English monolingual","p","o"
"500","735.68","1124.57","english","509348","foff","L1 English monolingual","f","o"
"501","742.84","1076.20","english","509348","poff","L1 English monolingual","p","o"
"502","751.99","1120.75","english","509348","foff","L1 English monolingual","f","o"
"503","431.65","2280.77","english","509348","feef","L1 English monolingual","f","i"
"504","302.55","2317.40","German","509349","fuf","L1 English monolingual","f","u"
"505","254.92","2441.74","German","509349","fif","L1 English monolingual","f","i"
"506","383.47","995.56","German","509349","pof","L1 English monolingual","p","o"
"507","255.47","2338.36","German","509349","puf","L1 English monolingual","p","u"
"508","415.34","935.91","German","509349","pof","L1 English monolingual","p","o"
"509","247.38","2356.31","German","509349","pif","L1 English monolingual","p","i"
"510","427.17","999.82","German","509349","fof","L1 English monolingual","f","o"
"511","299.95","2118.12","German","509349","fuf","L1 English monolingual","f","u"
"512","459.20","2497.88","German","509349","pif","L1 English monolingual","p","i"
"513","660.60","1217.51","German","509349","paf","L1 English monolingual","p","schwa"
"514","284.30","2155.57","German","509349","fuf","L1 English monolingual","f","u"
"515","276.61","2209.43","German","509349","puf","L1 English monolingual","p","u"
"516","754.88","1308.94","German","509349","faf","L1 English monolingual","f","schwa"
"517","707.22","1353.06","German","509349","paf","L1 English monolingual","p","schwa"
"518","350.02","746.82","German","509349","pof","L1 English monolingual","p","o"
"519","804.39","1375.18","German","509349","paf","L1 English monolingual","p","schwa"
"520","237.94","2299.90","German","509349","pif","L1 English monolingual","p","i"
"521","664.30","1214.14","German","509349","faf","L1 English monolingual","f","schwa"
"522","256.18","2262.08","German","509349","fif","L1 English monolingual","f","i"
"523","410.46","706.80","German","509349","fof","L1 English monolingual","f","o"
"524","261.57","2172.87","German","509349","puf","L1 English monolingual","p","u"
"525","419.96","855.48","German","509349","fof","L1 English monolingual","f","o"
"526","597.14","1142.51","German","509349","faf","L1 English monolingual","f","schwa"
"527","292.64","2249.24","German","509349","fif","L1 English monolingual","f","i"
"528","281.73","1950.74","french","509349","puf","L1 English monolingual","p","u"
"529","277.24","1999.21","french","509349","fuf","L1 English monolingual","f","u"
"530","247.11","2292.97","french","509349","fif","L1 English monolingual","f","i"
"531","497.50","1667.15","french","509349","faf","L1 English monolingual","f","schwa"
"532","246.82","2335.08","french","509349","pif","L1 English monolingual","p","i"
"533","261.33","2232.69","french","509349","pif","L1 English monolingual","p","i"
"534","275.12","2095.03","french","509349","fuf","L1 English monolingual","f","u"
"535","261.18","2425.98","french","509349","fif","L1 English monolingual","f","i"
"536","568.53","1363.62","french","509349","pof","L1 English monolingual","p","o"
"537","356.20","1729.22","french","509349","paf","L1 English monolingual","p","schwa"
"538","506.28","1717.99","french","509349","faf","L1 English monolingual","f","schwa"
"539","404.31","1696.07","french","509349","paf","L1 English monolingual","p","schwa"
