"","file_name_append","text","language","word","file_copy"
"683","492864_blockNr_1_taskNr_3_trialNr_22_french_recording","puf","french","p_u","492864"
"684","492864_blockNr_1_taskNr_3_trialNr_24_french_recording","paf","french","p_schwa","492864"
"685","492864_blockNr_1_taskNr_4_trialNr_4_German_recording","puf","German","p_u","492864"
"686","492864_blockNr_1_taskNr_4_trialNr_8_German_recording","pif","German","p_i","492864"
"687","492864_blockNr_1_taskNr_4_trialNr_9_German_recording","pof","German","p_o","492864"
"688","492864_blockNr_1_taskNr_4_trialNr_10_German_recording","paf","German","p_schwa","492864"
"689","492864_blockNr_1_taskNr_4_trialNr_11_German_recording","pof","German","p_o","492864"
"690","492864_blockNr_1_taskNr_4_trialNr_13_German_recording","pif","German","p_i","492864"
"691","492864_blockNr_1_taskNr_4_trialNr_14_German_recording","pif","German","p_i","492864"
"692","492864_blockNr_1_taskNr_4_trialNr_16_German_recording","puf","German","p_u","492864"
"693","492864_blockNr_1_taskNr_4_trialNr_20_German_recording","paf","German","p_schwa","492864"
"694","492864_blockNr_1_taskNr_4_trialNr_21_German_recording","pof","German","p_o","492864"
"695","492864_blockNr_1_taskNr_4_trialNr_22_German_recording","puf","German","p_u","492864"
"696","492864_blockNr_1_taskNr_4_trialNr_24_German_recording","paf","German","p_schwa","492864"
"697","492864_blockNr_1_taskNr_6_trialNr_3_english_recording","poof","english","p_u","492864"
"698","492864_blockNr_1_taskNr_6_trialNr_4_english_recording","poff","english","p_o","492864"
"699","492864_blockNr_1_taskNr_6_trialNr_5_english_recording","puff","english","p_schwa","492864"
"700","492864_blockNr_1_taskNr_6_trialNr_6_english_recording","poff","english","p_o","492864"
"701","492864_blockNr_1_taskNr_6_trialNr_8_english_recording","peef","english","p_i","492864"
"702","492864_blockNr_1_taskNr_6_trialNr_9_english_recording","poof","english","p_u","492864"
"703","492864_blockNr_1_taskNr_6_trialNr_11_english_recording","poff","english","p_o","492864"
"704","492864_blockNr_1_taskNr_6_trialNr_13_english_recording","poof","english","p_u","492864"
"705","492864_blockNr_1_taskNr_6_trialNr_17_english_recording","peef","english","p_i","492864"
"706","492864_blockNr_1_taskNr_6_trialNr_19_english_recording","peef","english","p_i","492864"
"707","492864_blockNr_1_taskNr_6_trialNr_22_english_recording","puff","english","p_schwa","492864"
"708","492864_blockNr_1_taskNr_6_trialNr_24_english_recording","puff","english","p_schwa","492864"
"709","492864_blockNr_1_taskNr_7_trialNr_1_spanish_recording","pif","spanish","p_i","492864"
"710","492864_blockNr_1_taskNr_7_trialNr_4_spanish_recording","puf","spanish","p_u","492864"
"711","492864_blockNr_1_taskNr_7_trialNr_9_spanish_recording","paf","spanish","p_a","492864"
"712","492864_blockNr_1_taskNr_7_trialNr_11_spanish_recording","puf","spanish","p_u","492864"
"713","492864_blockNr_1_taskNr_7_trialNr_12_spanish_recording","pof","spanish","p_o","492864"
"714","492864_blockNr_1_taskNr_7_trialNr_14_spanish_recording","pof","spanish","p_o","492864"
"715","492864_blockNr_1_taskNr_7_trialNr_15_spanish_recording","paf","spanish","p_a","492864"
"716","492864_blockNr_1_taskNr_7_trialNr_16_spanish_recording","pif","spanish","p_i","492864"
"717","492864_blockNr_1_taskNr_7_trialNr_17_spanish_recording","puf","spanish","p_u","492864"
"718","492864_blockNr_1_taskNr_7_trialNr_20_spanish_recording","pif","spanish","p_i","492864"
"719","492864_blockNr_1_taskNr_7_trialNr_21_spanish_recording","paf","spanish","p_a","492864"
"720","492864_blockNr_1_taskNr_7_trialNr_23_spanish_recording","pof","spanish","p_o","492864"
"721","492872_blockNr_1_taskNr_3_trialNr_2_french_recording","pif","french","p_i","492872"
"722","492872_blockNr_1_taskNr_3_trialNr_4_french_recording","pof","french","p_o","492872"
"723","492872_blockNr_1_taskNr_3_trialNr_6_french_recording","puf","french","p_u","492872"
"724","492872_blockNr_1_taskNr_3_trialNr_9_french_recording","paf","french","p_schwa","492872"
"725","492872_blockNr_1_taskNr_3_trialNr_12_french_recording","puf","french","p_u","492872"
"726","492872_blockNr_1_taskNr_3_trialNr_13_french_recording","pof","french","p_o","492872"
"727","492872_blockNr_1_taskNr_3_trialNr_17_french_recording","pif","french","p_i","492872"
"728","492872_blockNr_1_taskNr_3_trialNr_19_french_recording","paf","french","p_schwa","492872"
"729","492872_blockNr_1_taskNr_3_trialNr_20_french_recording","pof","french","p_o","492872"
"730","492872_blockNr_1_taskNr_3_trialNr_21_french_recording","puf","french","p_u","492872"
"731","492872_blockNr_1_taskNr_3_trialNr_23_french_recording","paf","french","p_schwa","492872"
"732","492872_blockNr_1_taskNr_3_trialNr_24_french_recording","pif","french","p_i","492872"
"733","492872_blockNr_1_taskNr_4_trialNr_1_German_recording","pif","German","p_i","492872"
"734","492872_blockNr_1_taskNr_4_trialNr_3_German_recording","paf","German","p_schwa","492872"
"735","492872_blockNr_1_taskNr_4_trialNr_4_German_recording","pof","German","p_o","492872"
"736","492872_blockNr_1_taskNr_4_trialNr_6_German_recording","puf","German","p_u","492872"
"737","492872_blockNr_1_taskNr_4_trialNr_7_German_recording","pof","German","p_o","492872"
"738","492872_blockNr_1_taskNr_4_trialNr_9_German_recording","paf","German","p_schwa","492872"
"739","492872_blockNr_1_taskNr_4_trialNr_11_German_recording","pif","German","p_i","492872"
"740","492872_blockNr_1_taskNr_4_trialNr_13_German_recording","paf","German","p_schwa","492872"
"741","492872_blockNr_1_taskNr_4_trialNr_14_German_recording","pif","German","p_i","492872"
"742","492872_blockNr_1_taskNr_4_trialNr_16_German_recording","puf","German","p_u","492872"
"743","492872_blockNr_1_taskNr_4_trialNr_19_German_recording","pof","German","p_o","492872"
"744","492872_blockNr_1_taskNr_4_trialNr_20_German_recording","puf","German","p_u","492872"
"745","492872_blockNr_1_taskNr_6_trialNr_1_english_recording","poff","english","p_o","492872"
"746","492872_blockNr_1_taskNr_6_trialNr_3_english_recording","poof","english","p_u","492872"
"747","492872_blockNr_1_taskNr_6_trialNr_4_english_recording","peef","english","p_i","492872"
"748","492872_blockNr_1_taskNr_6_trialNr_6_english_recording","peef","english","p_i","492872"
"749","492872_blockNr_1_taskNr_6_trialNr_8_english_recording","puff","english","p_schwa","492872"
"750","492872_blockNr_1_taskNr_6_trialNr_13_english_recording","puff","english","p_schwa","492872"
"751","492872_blockNr_1_taskNr_6_trialNr_14_english_recording","peef","english","p_i","492872"
"752","492872_blockNr_1_taskNr_6_trialNr_15_english_recording","poff","english","p_o","492872"
"753","492872_blockNr_1_taskNr_6_trialNr_17_english_recording","poof","english","p_u","492872"
"754","492872_blockNr_1_taskNr_6_trialNr_18_english_recording","poff","english","p_o","492872"
"755","492872_blockNr_1_taskNr_6_trialNr_20_english_recording","poof","english","p_u","492872"
"756","492872_blockNr_1_taskNr_6_trialNr_23_english_recording","puff","english","p_schwa","492872"
"757","492872_blockNr_1_taskNr_7_trialNr_3_spanish_recording","pif","spanish","p_i","492872"
"758","492872_blockNr_1_taskNr_7_trialNr_5_spanish_recording","pof","spanish","p_o","492872"
"759","492872_blockNr_1_taskNr_7_trialNr_6_spanish_recording","puf","spanish","p_u","492872"
"760","492872_blockNr_1_taskNr_7_trialNr_7_spanish_recording","pif","spanish","p_i","492872"
"761","492872_blockNr_1_taskNr_7_trialNr_8_spanish_recording","pof","spanish","p_o","492872"
"762","492872_blockNr_1_taskNr_7_trialNr_9_spanish_recording","paf","spanish","p_a","492872"
"763","492872_blockNr_1_taskNr_7_trialNr_14_spanish_recording","paf","spanish","p_a","492872"
"764","492872_blockNr_1_taskNr_7_trialNr_16_spanish_recording","puf","spanish","p_u","492872"
"765","492872_blockNr_1_taskNr_7_trialNr_19_spanish_recording","paf","spanish","p_a","492872"
"766","492872_blockNr_1_taskNr_7_trialNr_20_spanish_recording","pif","spanish","p_i","492872"
"767","492872_blockNr_1_taskNr_7_trialNr_22_spanish_recording","pof","spanish","p_o","492872"
"768","492872_blockNr_1_taskNr_7_trialNr_23_spanish_recording","puf","spanish","p_u","492872"
"769","492880_blockNr_1_taskNr_3_trialNr_3_french_recording","pof","french","p_o","492880"
"770","492880_blockNr_1_taskNr_3_trialNr_4_french_recording","paf","french","p_schwa","492880"
"771","492880_blockNr_1_taskNr_3_trialNr_5_french_recording","paf","french","p_schwa","492880"
"772","492880_blockNr_1_taskNr_3_trialNr_7_french_recording","paf","french","p_schwa","492880"
"773","492880_blockNr_1_taskNr_3_trialNr_8_french_recording","pif","french","p_i","492880"
"774","492880_blockNr_1_taskNr_3_trialNr_10_french_recording","pof","french","p_o","492880"
"775","492880_blockNr_1_taskNr_3_trialNr_13_french_recording","puf","french","p_u","492880"
"776","492880_blockNr_1_taskNr_3_trialNr_16_french_recording","puf","french","p_u","492880"
"777","492880_blockNr_1_taskNr_3_trialNr_19_french_recording","puf","french","p_u","492880"
"778","492880_blockNr_1_taskNr_3_trialNr_20_french_recording","pif","french","p_i","492880"
"779","492880_blockNr_1_taskNr_3_trialNr_21_french_recording","pif","french","p_i","492880"
"780","492880_blockNr_1_taskNr_3_trialNr_24_french_recording","pof","french","p_o","492880"
"781","492880_blockNr_1_taskNr_4_trialNr_2_German_recording","puf","German","p_u","492880"
"782","492880_blockNr_1_taskNr_4_trialNr_5_German_recording","paf","German","p_schwa","492880"
"783","492880_blockNr_1_taskNr_4_trialNr_6_German_recording","puf","German","p_u","492880"
"784","492880_blockNr_1_taskNr_4_trialNr_8_German_recording","puf","German","p_u","492880"
"785","492880_blockNr_1_taskNr_4_trialNr_9_German_recording","pof","German","p_o","492880"
"786","492880_blockNr_1_taskNr_4_trialNr_10_German_recording","pof","German","p_o","492880"
"787","492880_blockNr_1_taskNr_4_trialNr_13_German_recording","pif","German","p_i","492880"
"788","492880_blockNr_1_taskNr_4_trialNr_16_German_recording","pif","German","p_i","492880"
"789","492880_blockNr_1_taskNr_4_trialNr_21_German_recording","paf","German","p_schwa","492880"
"790","492880_blockNr_1_taskNr_4_trialNr_22_German_recording","pof","German","p_o","492880"
"791","492880_blockNr_1_taskNr_4_trialNr_23_German_recording","pif","German","p_i","492880"
"792","492880_blockNr_1_taskNr_4_trialNr_24_German_recording","paf","German","p_schwa","492880"
"793","492880_blockNr_1_taskNr_6_trialNr_3_spanish_recording","puf","spanish","p_u","492880"
"794","492880_blockNr_1_taskNr_6_trialNr_5_spanish_recording","puf","spanish","p_u","492880"
"795","492880_blockNr_1_taskNr_6_trialNr_6_spanish_recording","pif","spanish","p_i","492880"
"796","492880_blockNr_1_taskNr_6_trialNr_7_spanish_recording","puf","spanish","p_u","492880"
"797","492880_blockNr_1_taskNr_6_trialNr_10_spanish_recording","paf","spanish","p_a","492880"
"798","492880_blockNr_1_taskNr_6_trialNr_12_spanish_recording","paf","spanish","p_a","492880"
"799","492880_blockNr_1_taskNr_6_trialNr_13_spanish_recording","pif","spanish","p_i","492880"
"800","492880_blockNr_1_taskNr_6_trialNr_16_spanish_recording","paf","spanish","p_a","492880"
"801","492880_blockNr_1_taskNr_6_trialNr_18_spanish_recording","pof","spanish","p_o","492880"
"802","492880_blockNr_1_taskNr_6_trialNr_20_spanish_recording","pof","spanish","p_o","492880"
"803","492880_blockNr_1_taskNr_6_trialNr_22_spanish_recording","pif","spanish","p_i","492880"
"804","492880_blockNr_1_taskNr_6_trialNr_24_spanish_recording","pof","spanish","p_o","492880"
"805","492880_blockNr_1_taskNr_7_trialNr_1_english_recording","poff","english","p_o","492880"
"806","492880_blockNr_1_taskNr_7_trialNr_3_english_recording","poof","english","p_u","492880"
"807","492880_blockNr_1_taskNr_7_trialNr_4_english_recording","peef","english","p_i","492880"
"808","492880_blockNr_1_taskNr_7_trialNr_5_english_recording","poff","english","p_o","492880"
"809","492880_blockNr_1_taskNr_7_trialNr_7_english_recording","poof","english","p_u","492880"
"810","492880_blockNr_1_taskNr_7_trialNr_11_english_recording","puff","english","p_schwa","492880"
"811","492880_blockNr_1_taskNr_7_trialNr_12_english_recording","peef","english","p_i","492880"
"812","492880_blockNr_1_taskNr_7_trialNr_15_english_recording","puff","english","p_schwa","492880"
"813","492880_blockNr_1_taskNr_7_trialNr_16_english_recording","peef","english","p_i","492880"
"814","492880_blockNr_1_taskNr_7_trialNr_19_english_recording","poof","english","p_u","492880"
"815","492880_blockNr_1_taskNr_7_trialNr_20_english_recording","poff","english","p_o","492880"
"816","492880_blockNr_1_taskNr_7_trialNr_21_english_recording","puff","english","p_schwa","492880"
"817","492882_blockNr_1_taskNr_3_trialNr_3_German_recording","pif","German","p_i","492882"
"818","492882_blockNr_1_taskNr_3_trialNr_4_German_recording","puf","German","p_u","492882"
"819","492882_blockNr_1_taskNr_3_trialNr_6_German_recording","puf","German","p_u","492882"
"820","492882_blockNr_1_taskNr_3_trialNr_8_German_recording","pif","German","p_i","492882"
"821","492882_blockNr_1_taskNr_3_trialNr_9_German_recording","pof","German","p_o","492882"
"822","492882_blockNr_1_taskNr_3_trialNr_10_German_recording","paf","German","p_schwa","492882"
"823","492882_blockNr_1_taskNr_3_trialNr_14_German_recording","paf","German","p_schwa","492882"
"824","492882_blockNr_1_taskNr_3_trialNr_19_German_recording","pof","German","p_o","492882"
"825","492882_blockNr_1_taskNr_3_trialNr_20_German_recording","paf","German","p_schwa","492882"
"826","492882_blockNr_1_taskNr_3_trialNr_21_German_recording","pof","German","p_o","492882"
"827","492882_blockNr_1_taskNr_3_trialNr_23_German_recording","puf","German","p_u","492882"
"828","492882_blockNr_1_taskNr_3_trialNr_24_German_recording","pif","German","p_i","492882"
"829","492882_blockNr_1_taskNr_4_trialNr_1_french_recording","paf","french","p_schwa","492882"
"830","492882_blockNr_1_taskNr_4_trialNr_2_french_recording","puf","french","p_u","492882"
"831","492882_blockNr_1_taskNr_4_trialNr_4_french_recording","pif","french","p_i","492882"
"832","492882_blockNr_1_taskNr_4_trialNr_5_french_recording","pif","french","p_i","492882"
"833","492882_blockNr_1_taskNr_4_trialNr_6_french_recording","pif","french","p_i","492882"
"834","492882_blockNr_1_taskNr_4_trialNr_11_french_recording","pof","french","p_o","492882"
"835","492882_blockNr_1_taskNr_4_trialNr_14_french_recording","pof","french","p_o","492882"
"836","492882_blockNr_1_taskNr_4_trialNr_16_french_recording","puf","french","p_u","492882"
"837","492882_blockNr_1_taskNr_4_trialNr_17_french_recording","paf","french","p_schwa","492882"
"838","492882_blockNr_1_taskNr_4_trialNr_18_french_recording","paf","french","p_schwa","492882"
"839","492882_blockNr_1_taskNr_4_trialNr_20_french_recording","puf","french","p_u","492882"
"840","492882_blockNr_1_taskNr_4_trialNr_22_french_recording","pof","french","p_o","492882"
"841","492882_blockNr_1_taskNr_6_trialNr_1_english_recording","poof","english","p_u","492882"
"842","492882_blockNr_1_taskNr_6_trialNr_2_english_recording","puff","english","p_schwa","492882"
"843","492882_blockNr_1_taskNr_6_trialNr_4_english_recording","poff","english","p_o","492882"
"844","492882_blockNr_1_taskNr_6_trialNr_5_english_recording","peef","english","p_i","492882"
"845","492882_blockNr_1_taskNr_6_trialNr_6_english_recording","puff","english","p_schwa","492882"
"846","492882_blockNr_1_taskNr_6_trialNr_13_english_recording","puff","english","p_schwa","492882"
"847","492882_blockNr_1_taskNr_6_trialNr_14_english_recording","peef","english","p_i","492882"
"848","492882_blockNr_1_taskNr_6_trialNr_15_english_recording","poof","english","p_u","492882"
"849","492882_blockNr_1_taskNr_6_trialNr_18_english_recording","poff","english","p_o","492882"
"850","492882_blockNr_1_taskNr_6_trialNr_20_english_recording","peef","english","p_i","492882"
"851","492882_blockNr_1_taskNr_6_trialNr_23_english_recording","poof","english","p_u","492882"
"852","492882_blockNr_1_taskNr_6_trialNr_24_english_recording","poff","english","p_o","492882"
"853","492882_blockNr_1_taskNr_7_trialNr_1_spanish_recording","paf","spanish","p_a","492882"
"854","492882_blockNr_1_taskNr_7_trialNr_2_spanish_recording","puf","spanish","p_u","492882"
"855","492882_blockNr_1_taskNr_7_trialNr_4_spanish_recording","puf","spanish","p_u","492882"
"856","492882_blockNr_1_taskNr_7_trialNr_7_spanish_recording","pof","spanish","p_o","492882"
"857","492882_blockNr_1_taskNr_7_trialNr_8_spanish_recording","pif","spanish","p_i","492882"
"858","492882_blockNr_1_taskNr_7_trialNr_10_spanish_recording","pof","spanish","p_o","492882"
"859","492882_blockNr_1_taskNr_7_trialNr_13_spanish_recording","pif","spanish","p_i","492882"
"860","492882_blockNr_1_taskNr_7_trialNr_14_spanish_recording","paf","spanish","p_a","492882"
"861","492882_blockNr_1_taskNr_7_trialNr_16_spanish_recording","puf","spanish","p_u","492882"
"862","492882_blockNr_1_taskNr_7_trialNr_19_spanish_recording","pof","spanish","p_o","492882"
"863","492882_blockNr_1_taskNr_7_trialNr_21_spanish_recording","pif","spanish","p_i","492882"
"864","492882_blockNr_1_taskNr_7_trialNr_23_spanish_recording","paf","spanish","p_a","492882"
"865","492909_blockNr_1_taskNr_3_trialNr_6_German_recording","puf","German","p_u","492909"
"866","492909_blockNr_1_taskNr_3_trialNr_8_German_recording","pif","German","p_i","492909"
"867","492909_blockNr_1_taskNr_3_trialNr_9_German_recording","paf","German","p_schwa","492909"
"868","492909_blockNr_1_taskNr_3_trialNr_10_German_recording","pif","German","p_i","492909"
"869","492909_blockNr_1_taskNr_3_trialNr_11_German_recording","pof","German","p_o","492909"
"870","492909_blockNr_1_taskNr_3_trialNr_15_German_recording","puf","German","p_u","492909"
"871","492909_blockNr_1_taskNr_3_trialNr_17_German_recording","paf","German","p_schwa","492909"
"872","492909_blockNr_1_taskNr_3_trialNr_18_German_recording","paf","German","p_schwa","492909"
"873","492909_blockNr_1_taskNr_3_trialNr_19_German_recording","pif","German","p_i","492909"
"874","492909_blockNr_1_taskNr_3_trialNr_20_German_recording","pof","German","p_o","492909"
"875","492909_blockNr_1_taskNr_3_trialNr_21_German_recording","puf","German","p_u","492909"
"876","492909_blockNr_1_taskNr_3_trialNr_23_German_recording","pof","German","p_o","492909"
"877","492909_blockNr_1_taskNr_4_trialNr_3_french_recording","pif","french","p_i","492909"
"878","492909_blockNr_1_taskNr_4_trialNr_4_french_recording","paf","french","p_schwa","492909"
"879","492909_blockNr_1_taskNr_4_trialNr_6_french_recording","pof","french","p_o","492909"
"880","492909_blockNr_1_taskNr_4_trialNr_8_french_recording","pof","french","p_o","492909"
"881","492909_blockNr_1_taskNr_4_trialNr_9_french_recording","puf","french","p_u","492909"
"882","492909_blockNr_1_taskNr_4_trialNr_12_french_recording","paf","french","p_schwa","492909"
"883","492909_blockNr_1_taskNr_4_trialNr_14_french_recording","puf","french","p_u","492909"
"884","492909_blockNr_1_taskNr_4_trialNr_15_french_recording","pof","french","p_o","492909"
"885","492909_blockNr_1_taskNr_4_trialNr_16_french_recording","puf","french","p_u","492909"
"886","492909_blockNr_1_taskNr_4_trialNr_17_french_recording","pif","french","p_i","492909"
"887","492909_blockNr_1_taskNr_4_trialNr_19_french_recording","paf","french","p_schwa","492909"
"888","492909_blockNr_1_taskNr_4_trialNr_22_french_recording","pif","french","p_i","492909"
"889","492909_blockNr_1_taskNr_6_trialNr_2_english_recording","poof","english","p_u","492909"
"890","492909_blockNr_1_taskNr_6_trialNr_4_english_recording","poof","english","p_u","492909"
"891","492909_blockNr_1_taskNr_6_trialNr_6_english_recording","puff","english","p_schwa","492909"
"892","492909_blockNr_1_taskNr_6_trialNr_8_english_recording","puff","english","p_schwa","492909"
"893","492909_blockNr_1_taskNr_6_trialNr_10_english_recording","poff","english","p_o","492909"
"894","492909_blockNr_1_taskNr_6_trialNr_11_english_recording","peef","english","p_i","492909"
"895","492909_blockNr_1_taskNr_6_trialNr_14_english_recording","peef","english","p_i","492909"
"896","492909_blockNr_1_taskNr_6_trialNr_16_english_recording","poof","english","p_u","492909"
"897","492909_blockNr_1_taskNr_6_trialNr_20_english_recording","puff","english","p_schwa","492909"
"898","492909_blockNr_1_taskNr_6_trialNr_21_english_recording","poff","english","p_o","492909"
"899","492909_blockNr_1_taskNr_6_trialNr_23_english_recording","poff","english","p_o","492909"
"900","492909_blockNr_1_taskNr_6_trialNr_24_english_recording","peef","english","p_i","492909"
"901","492909_blockNr_1_taskNr_7_trialNr_1_spanish_recording","paf","spanish","p_a","492909"
"902","492909_blockNr_1_taskNr_7_trialNr_3_spanish_recording","paf","spanish","p_a","492909"
"903","492909_blockNr_1_taskNr_7_trialNr_5_spanish_recording","pof","spanish","p_o","492909"
"904","492909_blockNr_1_taskNr_7_trialNr_6_spanish_recording","pif","spanish","p_i","492909"
"905","492909_blockNr_1_taskNr_7_trialNr_8_spanish_recording","paf","spanish","p_a","492909"
"906","492909_blockNr_1_taskNr_7_trialNr_10_spanish_recording","pif","spanish","p_i","492909"
"907","492909_blockNr_1_taskNr_7_trialNr_13_spanish_recording","pof","spanish","p_o","492909"
"908","492909_blockNr_1_taskNr_7_trialNr_15_spanish_recording","pif","spanish","p_i","492909"
"909","492909_blockNr_1_taskNr_7_trialNr_16_spanish_recording","puf","spanish","p_u","492909"
"910","492909_blockNr_1_taskNr_7_trialNr_18_spanish_recording","puf","spanish","p_u","492909"
"911","492909_blockNr_1_taskNr_7_trialNr_20_spanish_recording","pof","spanish","p_o","492909"
"912","492909_blockNr_1_taskNr_7_trialNr_22_spanish_recording","puf","spanish","p_u","492909"
"913","493072_blockNr_1_taskNr_3_trialNr_2_German_recording","pif","German","p_i","493072"
"914","493072_blockNr_1_taskNr_3_trialNr_4_German_recording","paf","German","p_schwa","493072"
"915","493072_blockNr_1_taskNr_3_trialNr_5_German_recording","puf","German","p_u","493072"
"916","493072_blockNr_1_taskNr_3_trialNr_6_German_recording","paf","German","p_schwa","493072"
"917","493072_blockNr_1_taskNr_3_trialNr_10_German_recording","pof","German","p_o","493072"
"918","493072_blockNr_1_taskNr_3_trialNr_13_German_recording","pof","German","p_o","493072"
"919","493072_blockNr_1_taskNr_3_trialNr_15_German_recording","paf","German","p_schwa","493072"
"920","493072_blockNr_1_taskNr_3_trialNr_16_German_recording","pif","German","p_i","493072"
"921","493072_blockNr_1_taskNr_3_trialNr_17_German_recording","puf","German","p_u","493072"
"922","493072_blockNr_1_taskNr_3_trialNr_18_German_recording","pof","German","p_o","493072"
"923","493072_blockNr_1_taskNr_3_trialNr_20_German_recording","puf","German","p_u","493072"
"924","493072_blockNr_1_taskNr_3_trialNr_23_German_recording","pif","German","p_i","493072"
"925","493072_blockNr_1_taskNr_4_trialNr_1_french_recording","puf","french","p_u","493072"
"926","493072_blockNr_1_taskNr_4_trialNr_2_french_recording","pif","french","p_i","493072"
"927","493072_blockNr_1_taskNr_4_trialNr_3_french_recording","paf","french","p_schwa","493072"
"928","493072_blockNr_1_taskNr_4_trialNr_4_french_recording","paf","french","p_schwa","493072"
"929","493072_blockNr_1_taskNr_4_trialNr_5_french_recording","pif","french","p_i","493072"
"930","493072_blockNr_1_taskNr_4_trialNr_8_french_recording","pof","french","p_o","493072"
"931","493072_blockNr_1_taskNr_4_trialNr_10_french_recording","pof","french","p_o","493072"
"932","493072_blockNr_1_taskNr_4_trialNr_11_french_recording","pof","french","p_o","493072"
"933","493072_blockNr_1_taskNr_4_trialNr_12_french_recording","paf","french","p_schwa","493072"
"934","493072_blockNr_1_taskNr_4_trialNr_14_french_recording","puf","french","p_u","493072"
"935","493072_blockNr_1_taskNr_4_trialNr_17_french_recording","pif","french","p_i","493072"
"936","493072_blockNr_1_taskNr_4_trialNr_20_french_recording","puf","french","p_u","493072"
"937","493072_blockNr_1_taskNr_6_trialNr_1_english_recording","puff","english","p_schwa","493072"
"938","493072_blockNr_1_taskNr_6_trialNr_3_english_recording","puff","english","p_schwa","493072"
"939","493072_blockNr_1_taskNr_6_trialNr_4_english_recording","poff","english","p_o","493072"
"940","493072_blockNr_1_taskNr_6_trialNr_7_english_recording","peef","english","p_i","493072"
"941","493072_blockNr_1_taskNr_6_trialNr_9_english_recording","peef","english","p_i","493072"
"942","493072_blockNr_1_taskNr_6_trialNr_11_english_recording","poff","english","p_o","493072"
"943","493072_blockNr_1_taskNr_6_trialNr_13_english_recording","poff","english","p_o","493072"
"944","493072_blockNr_1_taskNr_6_trialNr_14_english_recording","poof","english","p_u","493072"
"945","493072_blockNr_1_taskNr_6_trialNr_17_english_recording","peef","english","p_i","493072"
"946","493072_blockNr_1_taskNr_6_trialNr_18_english_recording","puff","english","p_schwa","493072"
"947","493072_blockNr_1_taskNr_6_trialNr_20_english_recording","poof","english","p_u","493072"
"948","493072_blockNr_1_taskNr_6_trialNr_23_english_recording","poof","english","p_u","493072"
"949","493072_blockNr_1_taskNr_7_trialNr_1_spanish_recording","pof","spanish","p_o","493072"
"950","493072_blockNr_1_taskNr_7_trialNr_4_spanish_recording","pif","spanish","p_i","493072"
"951","493072_blockNr_1_taskNr_7_trialNr_7_spanish_recording","puf","spanish","p_u","493072"
"952","493072_blockNr_1_taskNr_7_trialNr_8_spanish_recording","paf","spanish","p_a","493072"
"953","493072_blockNr_1_taskNr_7_trialNr_10_spanish_recording","pif","spanish","p_i","493072"
"954","493072_blockNr_1_taskNr_7_trialNr_11_spanish_recording","puf","spanish","p_u","493072"
"955","493072_blockNr_1_taskNr_7_trialNr_12_spanish_recording","paf","spanish","p_a","493072"
"956","493072_blockNr_1_taskNr_7_trialNr_17_spanish_recording","paf","spanish","p_a","493072"
"957","493072_blockNr_1_taskNr_7_trialNr_19_spanish_recording","pif","spanish","p_i","493072"
"958","493072_blockNr_1_taskNr_7_trialNr_21_spanish_recording","puf","spanish","p_u","493072"
"959","493072_blockNr_1_taskNr_7_trialNr_22_spanish_recording","pof","spanish","p_o","493072"
"960","493072_blockNr_1_taskNr_7_trialNr_24_spanish_recording","pof","spanish","p_o","493072"
"961","493097_blockNr_1_taskNr_3_trialNr_2_German_recording","pif","German","p_i","493097"
"962","493097_blockNr_1_taskNr_3_trialNr_3_German_recording","pif","German","p_i","493097"
"963","493097_blockNr_1_taskNr_3_trialNr_9_German_recording","paf","German","p_schwa","493097"
"964","493097_blockNr_1_taskNr_3_trialNr_10_German_recording","puf","German","p_u","493097"
"965","493097_blockNr_1_taskNr_3_trialNr_11_German_recording","paf","German","p_schwa","493097"
"966","493097_blockNr_1_taskNr_3_trialNr_13_German_recording","puf","German","p_u","493097"
"967","493097_blockNr_1_taskNr_3_trialNr_15_German_recording","pof","German","p_o","493097"
"968","493097_blockNr_1_taskNr_3_trialNr_16_German_recording","paf","German","p_schwa","493097"
"969","493097_blockNr_1_taskNr_3_trialNr_20_German_recording","pof","German","p_o","493097"
"970","493097_blockNr_1_taskNr_3_trialNr_21_German_recording","pif","German","p_i","493097"
"971","493097_blockNr_1_taskNr_3_trialNr_22_German_recording","puf","German","p_u","493097"
"972","493097_blockNr_1_taskNr_3_trialNr_24_German_recording","pof","German","p_o","493097"
"973","493097_blockNr_1_taskNr_4_trialNr_1_french_recording","puf","french","p_u","493097"
"974","493097_blockNr_1_taskNr_4_trialNr_4_french_recording","pof","french","p_o","493097"
"975","493097_blockNr_1_taskNr_4_trialNr_5_french_recording","paf","french","p_schwa","493097"
"976","493097_blockNr_1_taskNr_4_trialNr_6_french_recording","paf","french","p_schwa","493097"
"977","493097_blockNr_1_taskNr_4_trialNr_7_french_recording","paf","french","p_schwa","493097"
"978","493097_blockNr_1_taskNr_4_trialNr_10_french_recording","puf","french","p_u","493097"
"979","493097_blockNr_1_taskNr_4_trialNr_11_french_recording","pif","french","p_i","493097"
"980","493097_blockNr_1_taskNr_4_trialNr_12_french_recording","pif","french","p_i","493097"
"981","493097_blockNr_1_taskNr_4_trialNr_15_french_recording","pof","french","p_o","493097"
"982","493097_blockNr_1_taskNr_4_trialNr_16_french_recording","pif","french","p_i","493097"
"983","493097_blockNr_1_taskNr_4_trialNr_19_french_recording","pof","french","p_o","493097"
