"","f1e","f2e","language","text","participant","file_r","_","consonant","phoneme","prolific_id","l1"
"1",262,2266.81,"french","fif","492814","blockNr","1","f","i","5dc483cf74939e34e55c3619","English"
"2",293.5,1912.76,"french","fuf","492814","blockNr","1","f","u","5dc483cf74939e34e55c3619","English"
"3",450.73,1832.94,"french","faf","492814","blockNr","1","f","schwa","5dc483cf74939e34e55c3619","English"
"4",315.55,1870.97,"french","fuf","492814","blockNr","1","f","u","5dc483cf74939e34e55c3619","English"
"5",518.81,1763.09,"french","faf","492814","blockNr","1","f","schwa","5dc483cf74939e34e55c3619","English"
"6",297.38,1959.95,"french","puf","492814","blockNr","1","p","u","5dc483cf74939e34e55c3619","English"
"7",309.94,1913.88,"french","fuf","492814","blockNr","1","f","u","5dc483cf74939e34e55c3619","English"
"8",354.87,1303.4,"french","pof","492814","blockNr","1","p","o","5dc483cf74939e34e55c3619","English"
"9",238.37,2159.54,"french","pif","492814","blockNr","1","p","i","5dc483cf74939e34e55c3619","English"
"10",493.74,1178.72,"french","fof","492814","blockNr","1","f","o","5dc483cf74939e34e55c3619","English"
"11",331.95,1789.89,"french","pif","492814","blockNr","1","p","i","5dc483cf74939e34e55c3619","English"
"12",257.04,2175.48,"french","fif","492814","blockNr","1","f","i","5dc483cf74939e34e55c3619","English"
"13",362.41,1841.97,"french","paf","492814","blockNr","1","p","schwa","5dc483cf74939e34e55c3619","English"
"14",355.79,1544.68,"french","pof","492814","blockNr","1","p","o","5dc483cf74939e34e55c3619","English"
"15",475.57,1967.87,"french","fof","492814","blockNr","1","f","o","5dc483cf74939e34e55c3619","English"
"16",493.65,1678.14,"french","paf","492814","blockNr","1","p","schwa","5dc483cf74939e34e55c3619","English"
"17",520.46,1826.21,"french","paf","492814","blockNr","1","p","schwa","5dc483cf74939e34e55c3619","English"
"18",256.58,2097.07,"french","pif","492814","blockNr","1","p","i","5dc483cf74939e34e55c3619","English"
"19",481.73,1341.53,"french","pof","492814","blockNr","1","p","o","5dc483cf74939e34e55c3619","English"
"20",299.37,1711.62,"french","puf","492814","blockNr","1","p","u","5dc483cf74939e34e55c3619","English"
"21",446.66,1285.38,"french","fof","492814","blockNr","1","f","o","5dc483cf74939e34e55c3619","English"
"22",440.3,1782.08,"french","faf","492814","blockNr","1","f","schwa","5dc483cf74939e34e55c3619","English"
"23",299.69,1833.14,"french","puf","492814","blockNr","1","p","u","5dc483cf74939e34e55c3619","English"
"24",304.56,2138.01,"french","fif","492814","blockNr","1","f","i","5dc483cf74939e34e55c3619","English"
"25",392.12,1865.59,"German","fuf","492814","blockNr","1","f","u","5dc483cf74939e34e55c3619","English"
"26",206.54,2282.43,"German","pif","492814","blockNr","1","p","i","5dc483cf74939e34e55c3619","English"
"27",555.41,1366.29,"German","paf","492814","blockNr","1","p","schwa","5dc483cf74939e34e55c3619","English"
"28",354.35,914.12,"German","fof","492814","blockNr","1","f","o","5dc483cf74939e34e55c3619","English"
"29",634.5,1414.08,"German","paf","492814","blockNr","1","p","schwa","5dc483cf74939e34e55c3619","English"
"30",245.04,1985.34,"German","puf","492814","blockNr","1","p","u","5dc483cf74939e34e55c3619","English"
"31",574.05,1464.95,"German","faf","492814","blockNr","1","f","schwa","5dc483cf74939e34e55c3619","English"
"32",253.86,2221.98,"German","fif","492814","blockNr","1","f","i","5dc483cf74939e34e55c3619","English"
"33",325.7,1937.18,"German","fuf","492814","blockNr","1","f","u","5dc483cf74939e34e55c3619","English"
"34",376.5,1078.79,"German","pof","492814","blockNr","1","p","o","5dc483cf74939e34e55c3619","English"
"35",338.98,1934.29,"German","puf","492814","blockNr","1","p","u","5dc483cf74939e34e55c3619","English"
"36",633.11,1392.93,"German","faf","492814","blockNr","1","f","schwa","5dc483cf74939e34e55c3619","English"
"37",224.48,2474.4,"German","pif","492814","blockNr","1","p","i","5dc483cf74939e34e55c3619","English"
"38",219.41,2332.8,"German","pif","492814","blockNr","1","p","i","5dc483cf74939e34e55c3619","English"
"39",373.73,664.02,"German","pof","492814","blockNr","1","p","o","5dc483cf74939e34e55c3619","English"
"40",740.77,1470.69,"German","paf","492814","blockNr","1","p","schwa","5dc483cf74939e34e55c3619","English"
"41",374.41,1177.71,"German","fof","492814","blockNr","1","f","o","5dc483cf74939e34e55c3619","English"
"42",390.8,1159.27,"German","pof","492814","blockNr","1","p","o","5dc483cf74939e34e55c3619","English"
"43",298.98,2243.14,"German","fif","492814","blockNr","1","f","i","5dc483cf74939e34e55c3619","English"
"44",288.12,1858.64,"German","puf","492814","blockNr","1","p","u","5dc483cf74939e34e55c3619","English"
"45",631.3,1339.65,"German","faf","492814","blockNr","1","f","schwa","5dc483cf74939e34e55c3619","English"
"46",262.3,2356.49,"German","fif","492814","blockNr","1","f","i","5dc483cf74939e34e55c3619","English"
"47",309.07,1986.23,"German","fuf","492814","blockNr","1","f","u","5dc483cf74939e34e55c3619","English"
"48",382.51,1087.98,"German","fof","492814","blockNr","1","f","o","5dc483cf74939e34e55c3619","English"
"49",366.39,1101.65,"english","poof","492814","blockNr","1","p","u","5dc483cf74939e34e55c3619","English"
"50",687.33,1173.88,"english","puff","492814","blockNr","1","p","schwa","5dc483cf74939e34e55c3619","English"
"51",340.05,2170.94,"english","feef","492814","blockNr","1","f","i","5dc483cf74939e34e55c3619","English"
"52",668.49,832.28,"english","poff","492814","blockNr","1","p","o","5dc483cf74939e34e55c3619","English"
"53",607.99,1155.87,"english","fuff","492814","blockNr","1","f","schwa","5dc483cf74939e34e55c3619","English"
"54",554.97,1095.41,"english","foff","492814","blockNr","1","f","o","5dc483cf74939e34e55c3619","English"
"55",273.63,2173.7,"english","feef","492814","blockNr","1","f","i","5dc483cf74939e34e55c3619","English"
"56",322.26,1277.07,"english","foof","492814","blockNr","1","f","u","5dc483cf74939e34e55c3619","English"
"57",301.78,2197.45,"english","peef","492814","blockNr","1","p","i","5dc483cf74939e34e55c3619","English"
"58",338.63,1011.8,"english","poof","492814","blockNr","1","p","u","5dc483cf74939e34e55c3619","English"
"59",292.38,2308.01,"english","peef","492814","blockNr","1","p","i","5dc483cf74939e34e55c3619","English"
"60",633.11,1292.01,"english","puff","492814","blockNr","1","p","schwa","5dc483cf74939e34e55c3619","English"
"61",328.96,2226.22,"english","peef","492814","blockNr","1","p","i","5dc483cf74939e34e55c3619","English"
"62",622.86,1340.25,"english","puff","492814","blockNr","1","p","schwa","5dc483cf74939e34e55c3619","English"
"63",669.05,1087.34,"english","foff","492814","blockNr","1","f","o","5dc483cf74939e34e55c3619","English"
"64",667.71,1182.32,"english","fuff","492814","blockNr","1","f","schwa","5dc483cf74939e34e55c3619","English"
"65",642.4,1205.66,"english","fuff","492814","blockNr","1","f","schwa","5dc483cf74939e34e55c3619","English"
"66",799.25,1214.5,"english","poff","492814","blockNr","1","p","o","5dc483cf74939e34e55c3619","English"
"67",656.77,1123.24,"english","foff","492814","blockNr","1","f","o","5dc483cf74939e34e55c3619","English"
"68",297.03,2256.17,"english","feef","492814","blockNr","1","f","i","5dc483cf74939e34e55c3619","English"
"69",361.29,1036.99,"english","foof","492814","blockNr","1","f","u","5dc483cf74939e34e55c3619","English"
"70",346.7,1175.79,"english","poof","492814","blockNr","1","p","u","5dc483cf74939e34e55c3619","English"
"71",368.54,1230.15,"english","foof","492814","blockNr","1","f","u","5dc483cf74939e34e55c3619","English"
"72",718.95,999.42,"english","poff","492814","blockNr","1","p","o","5dc483cf74939e34e55c3619","English"
"73",811.06,1120,"spanish","paf","492814","blockNr","1","p","a","5dc483cf74939e34e55c3619","English"
"74",287.1,1052.87,"spanish","puf","492814","blockNr","1","p","u","5dc483cf74939e34e55c3619","English"
"75",319.93,2171.14,"spanish","fif","492814","blockNr","1","f","i","5dc483cf74939e34e55c3619","English"
"76",357.47,975.86,"spanish","fuf","492814","blockNr","1","f","u","5dc483cf74939e34e55c3619","English"
"77",446.92,898.57,"spanish","pof","492814","blockNr","1","p","o","5dc483cf74939e34e55c3619","English"
"78",689.33,1216.08,"spanish","paf","492814","blockNr","1","p","a","5dc483cf74939e34e55c3619","English"
"79",772.94,1160.39,"spanish","faf","492814","blockNr","1","f","a","5dc483cf74939e34e55c3619","English"
"80",528.25,717.48,"spanish","fof","492814","blockNr","1","f","o","5dc483cf74939e34e55c3619","English"
"81",656.28,2307.08,"spanish","pif","492814","blockNr","1","p","i","5dc483cf74939e34e55c3619","English"
"82",323.98,1131.43,"spanish","puf","492814","blockNr","1","p","u","5dc483cf74939e34e55c3619","English"
"83",269.86,2260.16,"spanish","pif","492814","blockNr","1","p","i","5dc483cf74939e34e55c3619","English"
"84",829.57,1564.54,"spanish","paf","492814","blockNr","1","p","a","5dc483cf74939e34e55c3619","English"
"85",433.38,996.61,"spanish","pof","492814","blockNr","1","p","o","5dc483cf74939e34e55c3619","English"
"86",293.17,969.42,"spanish","puf","492814","blockNr","1","p","u","5dc483cf74939e34e55c3619","English"
"87",275.08,2155.43,"spanish","fif","492814","blockNr","1","f","i","5dc483cf74939e34e55c3619","English"
"88",718.83,1123.47,"spanish","faf","492814","blockNr","1","f","a","5dc483cf74939e34e55c3619","English"
"89",324.77,980.46,"spanish","fuf","492814","blockNr","1","f","u","5dc483cf74939e34e55c3619","English"
"90",447.74,836.64,"spanish","pof","492814","blockNr","1","p","o","5dc483cf74939e34e55c3619","English"
"91",467.95,916.62,"spanish","fof","492814","blockNr","1","f","o","5dc483cf74939e34e55c3619","English"
"92",388.02,1054.78,"spanish","fuf","492814","blockNr","1","f","u","5dc483cf74939e34e55c3619","English"
"93",278.9,2203.65,"spanish","fif","492814","blockNr","1","f","i","5dc483cf74939e34e55c3619","English"
"94",608.53,2205.01,"spanish","pif","492814","blockNr","1","p","i","5dc483cf74939e34e55c3619","English"
"95",724.29,1176.13,"spanish","faf","492814","blockNr","1","f","a","5dc483cf74939e34e55c3619","English"
"96",464.05,841.02,"spanish","fof","492814","blockNr","1","f","o","5dc483cf74939e34e55c3619","English"
"97",1245.45,2407.76,"french","fif","492828","blockNr","1","f","i","5ff5f7ad932d56101bf7c90d","English"
"98",532.14,1597.24,"french","paf","492828","blockNr","1","p","schwa","5ff5f7ad932d56101bf7c90d","English"
"99",1171.57,2401.53,"french","pif","492828","blockNr","1","p","i","5ff5f7ad932d56101bf7c90d","English"
"100",1150.91,2342.16,"french","fif","492828","blockNr","1","f","i","5ff5f7ad932d56101bf7c90d","English"
"101",1216.11,2106.27,"french","puf","492828","blockNr","1","p","u","5ff5f7ad932d56101bf7c90d","English"
"102",939.04,1922.44,"french","fof","492828","blockNr","1","f","o","5ff5f7ad932d56101bf7c90d","English"
"103",971.88,2212.57,"french","faf","492828","blockNr","1","f","schwa","5ff5f7ad932d56101bf7c90d","English"
"104",1218.47,1753.52,"french","pif","492828","blockNr","1","p","i","5ff5f7ad932d56101bf7c90d","English"
"105",1114.77,2376.47,"french","puf","492828","blockNr","1","p","u","5ff5f7ad932d56101bf7c90d","English"
"106",1177.11,2209.94,"french","fuf","492828","blockNr","1","f","u","5ff5f7ad932d56101bf7c90d","English"
"107",1265.04,2399.32,"french","pif","492828","blockNr","1","p","i","5ff5f7ad932d56101bf7c90d","English"
"108",556.14,1533.86,"french","fof","492828","blockNr","1","f","o","5ff5f7ad932d56101bf7c90d","English"
"109",927.66,2100.78,"french","fuf","492828","blockNr","1","f","u","5ff5f7ad932d56101bf7c90d","English"
"110",567.03,1569.1,"french","fof","492828","blockNr","1","f","o","5ff5f7ad932d56101bf7c90d","English"
"111",766.7,1920.12,"french","faf","492828","blockNr","1","f","schwa","5ff5f7ad932d56101bf7c90d","English"
"112",589.56,1661.56,"french","pof","492828","blockNr","1","p","o","5ff5f7ad932d56101bf7c90d","English"
"113",1453.54,2581.75,"french","fif","492828","blockNr","1","f","i","5ff5f7ad932d56101bf7c90d","English"
"114",459.83,1486.7,"french","paf","492828","blockNr","1","p","schwa","5ff5f7ad932d56101bf7c90d","English"
"115",1207.28,2400.92,"french","fuf","492828","blockNr","1","f","u","5ff5f7ad932d56101bf7c90d","English"
"116",451.37,1329.51,"french","pof","492828","blockNr","1","p","o","5ff5f7ad932d56101bf7c90d","English"
"117",884.61,1861.82,"french","paf","492828","blockNr","1","p","schwa","5ff5f7ad932d56101bf7c90d","English"
"118",457.86,1562.87,"french","faf","492828","blockNr","1","f","schwa","5ff5f7ad932d56101bf7c90d","English"
"119",455.72,1416.45,"french","pof","492828","blockNr","1","p","o","5ff5f7ad932d56101bf7c90d","English"
"120",1385.35,2179.7,"french","puf","492828","blockNr","1","p","u","5ff5f7ad932d56101bf7c90d","English"
"121",862.89,2371.13,"German","pif","492828","blockNr","1","p","i","5ff5f7ad932d56101bf7c90d","English"
"122",374.59,697.59,"German","pof","492828","blockNr","1","p","o","5ff5f7ad932d56101bf7c90d","English"
"123",569.68,2281.77,"German","pif","492828","blockNr","1","p","i","5ff5f7ad932d56101bf7c90d","English"
"124",671.12,1123.43,"German","paf","492828","blockNr","1","p","schwa","5ff5f7ad932d56101bf7c90d","English"
"125",684.48,1150.08,"German","faf","492828","blockNr","1","f","schwa","5ff5f7ad932d56101bf7c90d","English"
"126",627.18,1714.48,"German","puf","492828","blockNr","1","p","u","5ff5f7ad932d56101bf7c90d","English"
"127",271.56,1753.36,"German","fuf","492828","blockNr","1","f","u","5ff5f7ad932d56101bf7c90d","English"
"128",403.02,607.2,"German","pof","492828","blockNr","1","p","o","5ff5f7ad932d56101bf7c90d","English"
"129",921.7,2398.54,"German","fif","492828","blockNr","1","f","i","5ff5f7ad932d56101bf7c90d","English"
"130",737.87,1603.54,"German","paf","492828","blockNr","1","p","schwa","5ff5f7ad932d56101bf7c90d","English"
"131",683.59,1274.02,"German","faf","492828","blockNr","1","f","schwa","5ff5f7ad932d56101bf7c90d","English"
"132",435.55,687.48,"German","pof","492828","blockNr","1","p","o","5ff5f7ad932d56101bf7c90d","English"
"133",851.3,2365.83,"German","fif","492828","blockNr","1","f","i","5ff5f7ad932d56101bf7c90d","English"
"134",1091.23,2250.4,"German","fuf","492828","blockNr","1","f","u","5ff5f7ad932d56101bf7c90d","English"
"135",1053.26,2098.39,"German","puf","492828","blockNr","1","p","u","5ff5f7ad932d56101bf7c90d","English"
"136",825.53,1550.6,"German","paf","492828","blockNr","1","p","schwa","5ff5f7ad932d56101bf7c90d","English"
"137",812.47,1461.38,"German","faf","492828","blockNr","1","f","schwa","5ff5f7ad932d56101bf7c90d","English"
"138",953.69,2169.8,"German","puf","492828","blockNr","1","p","u","5ff5f7ad932d56101bf7c90d","English"
"139",545.51,2528.63,"German","fif","492828","blockNr","1","f","i","5ff5f7ad932d56101bf7c90d","English"
"140",380.35,782.4,"German","fof","492828","blockNr","1","f","o","5ff5f7ad932d56101bf7c90d","English"
"141",456.22,1046.04,"German","fof","492828","blockNr","1","f","o","5ff5f7ad932d56101bf7c90d","English"
"142",452.93,753.48,"German","fof","492828","blockNr","1","f","o","5ff5f7ad932d56101bf7c90d","English"
"143",833.76,1987.9,"German","fuf","492828","blockNr","1","f","u","5ff5f7ad932d56101bf7c90d","English"
"144",853.42,2372.55,"German","pif","492828","blockNr","1","p","i","5ff5f7ad932d56101bf7c90d","English"
"145",961.74,2501.48,"spanish","fif","492828","blockNr","1","f","i","5ff5f7ad932d56101bf7c90d","English"
"146",301.11,747.51,"spanish","puf","492828","blockNr","1","p","u","5ff5f7ad932d56101bf7c90d","English"
"147",527.63,1137.3,"spanish","pof","492828","blockNr","1","p","o","5ff5f7ad932d56101bf7c90d","English"
"148",321.28,760.46,"spanish","puf","492828","blockNr","1","p","u","5ff5f7ad932d56101bf7c90d","English"
"149",486.4,1465.47,"spanish","fuf","492828","blockNr","1","f","u","5ff5f7ad932d56101bf7c90d","English"
"150",899.99,1335.05,"spanish","paf","492828","blockNr","1","p","a","5ff5f7ad932d56101bf7c90d","English"
"151",1005,1973.55,"spanish","faf","492828","blockNr","1","f","a","5ff5f7ad932d56101bf7c90d","English"
"152",740.2,1812.03,"spanish","fuf","492828","blockNr","1","f","u","5ff5f7ad932d56101bf7c90d","English"
"153",875.31,1541.3,"spanish","faf","492828","blockNr","1","f","a","5ff5f7ad932d56101bf7c90d","English"
"154",614.9,2405.22,"spanish","pof","492828","blockNr","1","p","o","5ff5f7ad932d56101bf7c90d","English"
"155",439.81,1016.53,"spanish","fof","492828","blockNr","1","f","o","5ff5f7ad932d56101bf7c90d","English"
"156",1182.88,2537.73,"spanish","pif","492828","blockNr","1","p","i","5ff5f7ad932d56101bf7c90d","English"
"157",927.06,1821.42,"spanish","paf","492828","blockNr","1","p","a","5ff5f7ad932d56101bf7c90d","English"
"158",805.9,1964.73,"spanish","puf","492828","blockNr","1","p","u","5ff5f7ad932d56101bf7c90d","English"
"159",549.51,961.99,"spanish","fof","492828","blockNr","1","f","o","5ff5f7ad932d56101bf7c90d","English"
"160",1236.45,2587.55,"spanish","pif","492828","blockNr","1","p","i","5ff5f7ad932d56101bf7c90d","English"
"161",512.92,1079.36,"spanish","pof","492828","blockNr","1","p","o","5ff5f7ad932d56101bf7c90d","English"
"162",777.58,1218.73,"spanish","paf","492828","blockNr","1","p","a","5ff5f7ad932d56101bf7c90d","English"
"163",846.85,1856.75,"spanish","fuf","492828","blockNr","1","f","u","5ff5f7ad932d56101bf7c90d","English"
"164",1001.48,1381.93,"spanish","faf","492828","blockNr","1","f","a","5ff5f7ad932d56101bf7c90d","English"
"165",513.59,1300.06,"spanish","fif","492828","blockNr","1","f","i","5ff5f7ad932d56101bf7c90d","English"
"166",1215.26,2453.66,"spanish","pif","492828","blockNr","1","p","i","5ff5f7ad932d56101bf7c90d","English"
"167",1191.65,1386.55,"spanish","fif","492828","blockNr","1","f","i","5ff5f7ad932d56101bf7c90d","English"
"168",491.4,1360.91,"spanish","fof","492828","blockNr","1","f","o","5ff5f7ad932d56101bf7c90d","English"
"169",667.88,1195.96,"english","poff","492828","blockNr","1","p","o","5ff5f7ad932d56101bf7c90d","English"
"170",819.26,2291.93,"english","peef","492828","blockNr","1","p","i","5ff5f7ad932d56101bf7c90d","English"
"171",578.39,976.86,"english","foff","492828","blockNr","1","f","o","5ff5f7ad932d56101bf7c90d","English"
"172",693.53,1287.83,"english","fuff","492828","blockNr","1","f","schwa","5ff5f7ad932d56101bf7c90d","English"
"173",915.2,2435.22,"english","peef","492828","blockNr","1","p","i","5ff5f7ad932d56101bf7c90d","English"
"174",654.12,1230.66,"english","poff","492828","blockNr","1","p","o","5ff5f7ad932d56101bf7c90d","English"
"175",744.17,1199.78,"english","puff","492828","blockNr","1","p","schwa","5ff5f7ad932d56101bf7c90d","English"
"176",603.37,1164.03,"english","poff","492828","blockNr","1","p","o","5ff5f7ad932d56101bf7c90d","English"
"177",626.83,1170.25,"english","foff","492828","blockNr","1","f","o","5ff5f7ad932d56101bf7c90d","English"
"178",784.83,1912.76,"english","poof","492828","blockNr","1","p","u","5ff5f7ad932d56101bf7c90d","English"
"179",704.48,1536.82,"english","poof","492828","blockNr","1","p","u","5ff5f7ad932d56101bf7c90d","English"
"180",967.91,2537.04,"english","peef","492828","blockNr","1","p","i","5ff5f7ad932d56101bf7c90d","English"
"181",735.66,1594.68,"english","foff","492828","blockNr","1","f","o","5ff5f7ad932d56101bf7c90d","English"
"182",880.42,2462.76,"english","feef","492828","blockNr","1","f","i","5ff5f7ad932d56101bf7c90d","English"
"183",758.21,1945.75,"english","foof","492828","blockNr","1","f","u","5ff5f7ad932d56101bf7c90d","English"
"184",732.48,1658.54,"english","puff","492828","blockNr","1","p","schwa","5ff5f7ad932d56101bf7c90d","English"
"185",995.92,2559.02,"english","feef","492828","blockNr","1","f","i","5ff5f7ad932d56101bf7c90d","English"
"186",623.43,1122.67,"english","fuff","492828","blockNr","1","f","schwa","5ff5f7ad932d56101bf7c90d","English"
"187",807.62,1980.14,"english","foof","492828","blockNr","1","f","u","5ff5f7ad932d56101bf7c90d","English"
"188",628.66,1126.51,"english","fuff","492828","blockNr","1","f","schwa","5ff5f7ad932d56101bf7c90d","English"
"189",785.37,1671.84,"english","poof","492828","blockNr","1","p","u","5ff5f7ad932d56101bf7c90d","English"
"190",940.68,2466.86,"english","feef","492828","blockNr","1","f","i","5ff5f7ad932d56101bf7c90d","English"
"191",697.77,1093.19,"english","puff","492828","blockNr","1","p","schwa","5ff5f7ad932d56101bf7c90d","English"
"192",993.69,2182.81,"english","foof","492828","blockNr","1","f","u","5ff5f7ad932d56101bf7c90d","English"
"193",346.5,1790,"french","fuf","492835","blockNr","1","f","u","5f9b6cc0e01ad13902b38f60","English"
"194",357.52,1859.07,"french","fif","492835","blockNr","1","f","i","5f9b6cc0e01ad13902b38f60","English"
"195",460.94,1413.85,"french","pof","492835","blockNr","1","p","o","5f9b6cc0e01ad13902b38f60","English"
"196",372.36,1811.31,"french","puf","492835","blockNr","1","p","u","5f9b6cc0e01ad13902b38f60","English"
"197",545.72,1337.57,"french","pof","492835","blockNr","1","p","o","5f9b6cc0e01ad13902b38f60","English"
"198",465.03,1464.71,"french","fof","492835","blockNr","1","f","o","5f9b6cc0e01ad13902b38f60","English"
"199",528.9,1411.49,"french","pof","492835","blockNr","1","p","o","5f9b6cc0e01ad13902b38f60","English"
"200",428.9,1900.46,"french","puf","492835","blockNr","1","p","u","5f9b6cc0e01ad13902b38f60","English"
"201",343.78,1794.48,"french","puf","492835","blockNr","1","p","u","5f9b6cc0e01ad13902b38f60","English"
"202",376.44,1777.24,"french","fif","492835","blockNr","1","f","i","5f9b6cc0e01ad13902b38f60","English"
"203",544.7,1117.58,"french","fof","492835","blockNr","1","f","o","5f9b6cc0e01ad13902b38f60","English"
"204",346.18,1824.11,"french","fuf","492835","blockNr","1","f","u","5f9b6cc0e01ad13902b38f60","English"
"205",369.73,1942.76,"french","pif","492835","blockNr","1","p","i","5f9b6cc0e01ad13902b38f60","English"
"206",430.08,1750.75,"french","paf","492835","blockNr","1","p","schwa","5f9b6cc0e01ad13902b38f60","English"
"207",487.82,1644.08,"french","faf","492835","blockNr","1","f","schwa","5f9b6cc0e01ad13902b38f60","English"
"208",486.24,1602.39,"french","fof","492835","blockNr","1","f","o","5f9b6cc0e01ad13902b38f60","English"
"209",696.01,2070.35,"french","pif","492835","blockNr","1","p","i","5f9b6cc0e01ad13902b38f60","English"
"210",527.94,1602.26,"french","faf","492835","blockNr","1","f","schwa","5f9b6cc0e01ad13902b38f60","English"
"211",552.69,1556.1,"french","paf","492835","blockNr","1","p","schwa","5f9b6cc0e01ad13902b38f60","English"
"212",549.92,1622.57,"french","faf","492835","blockNr","1","f","schwa","5f9b6cc0e01ad13902b38f60","English"
"213",405.72,2024.99,"french","pif","492835","blockNr","1","p","i","5f9b6cc0e01ad13902b38f60","English"
"214",365.58,1938.31,"french","fuf","492835","blockNr","1","f","u","5f9b6cc0e01ad13902b38f60","English"
"215",539.9,1615.09,"french","paf","492835","blockNr","1","p","schwa","5f9b6cc0e01ad13902b38f60","English"
"216",987.74,2229.11,"french","fif","492835","blockNr","1","f","i","5f9b6cc0e01ad13902b38f60","English"
"217",675.27,1230.52,"German","faf","492835","blockNr","1","f","schwa","5f9b6cc0e01ad13902b38f60","English"
"218",420.19,882.59,"German","fof","492835","blockNr","1","f","o","5f9b6cc0e01ad13902b38f60","English"
"219",314.44,2258.32,"German","pif","492835","blockNr","1","p","i","5f9b6cc0e01ad13902b38f60","English"
"220",309.32,2038.36,"German","fuf","492835","blockNr","1","f","u","5f9b6cc0e01ad13902b38f60","English"
"221",624.68,1322.41,"German","faf","492835","blockNr","1","f","schwa","5f9b6cc0e01ad13902b38f60","English"
"222",408.25,887.83,"German","pof","492835","blockNr","1","p","o","5f9b6cc0e01ad13902b38f60","English"
"223",618.36,1255.97,"German","paf","492835","blockNr","1","p","schwa","5f9b6cc0e01ad13902b38f60","English"
"224",298.73,2201.79,"German","fif","492835","blockNr","1","f","i","5f9b6cc0e01ad13902b38f60","English"
"225",287.24,1867.31,"German","puf","492835","blockNr","1","p","u","5f9b6cc0e01ad13902b38f60","English"
"226",624.56,1165.93,"German","faf","492835","blockNr","1","f","schwa","5f9b6cc0e01ad13902b38f60","English"
"227",320.36,1866.14,"German","fuf","492835","blockNr","1","f","u","5f9b6cc0e01ad13902b38f60","English"
"228",502.21,1071,"German","pof","492835","blockNr","1","p","o","5f9b6cc0e01ad13902b38f60","English"
"229",653.79,1190.92,"German","paf","492835","blockNr","1","p","schwa","5f9b6cc0e01ad13902b38f60","English"
"230",398.76,1023.47,"German","fof","492835","blockNr","1","f","o","5f9b6cc0e01ad13902b38f60","English"
"231",335.73,2060.49,"German","fif","492835","blockNr","1","f","i","5f9b6cc0e01ad13902b38f60","English"
"232",342.33,1759.22,"German","puf","492835","blockNr","1","p","u","5f9b6cc0e01ad13902b38f60","English"
"233",336.73,1677.07,"German","puf","492835","blockNr","1","p","u","5f9b6cc0e01ad13902b38f60","English"
"234",314.87,1990.02,"German","fif","492835","blockNr","1","f","i","5f9b6cc0e01ad13902b38f60","English"
"235",647.78,1186.7,"German","paf","492835","blockNr","1","p","schwa","5f9b6cc0e01ad13902b38f60","English"
"236",376.52,1051.76,"German","fof","492835","blockNr","1","f","o","5f9b6cc0e01ad13902b38f60","English"
"237",401.42,1070.9,"German","pof","492835","blockNr","1","p","o","5f9b6cc0e01ad13902b38f60","English"
"238",310.91,2152,"German","pif","492835","blockNr","1","p","i","5f9b6cc0e01ad13902b38f60","English"
"239",332.9,1789.45,"German","fuf","492835","blockNr","1","f","u","5f9b6cc0e01ad13902b38f60","English"
"240",311.45,2021.37,"German","pif","492835","blockNr","1","p","i","5f9b6cc0e01ad13902b38f60","English"
"241",901.76,2537.59,"spanish","fif","492835","blockNr","1","f","i","5f9b6cc0e01ad13902b38f60","English"
"242",590.7,2257.51,"spanish","pif","492835","blockNr","1","p","i","5f9b6cc0e01ad13902b38f60","English"
"243",486.24,867.59,"spanish","pof","492835","blockNr","1","p","o","5f9b6cc0e01ad13902b38f60","English"
"244",335.84,2066.57,"spanish","pif","492835","blockNr","1","p","i","5f9b6cc0e01ad13902b38f60","English"
"245",340.86,811.09,"spanish","puf","492835","blockNr","1","p","u","5f9b6cc0e01ad13902b38f60","English"
"246",1074.78,2527.28,"spanish","fif","492835","blockNr","1","f","i","5f9b6cc0e01ad13902b38f60","English"
"247",548.04,1542.37,"spanish","pof","492835","blockNr","1","p","o","5f9b6cc0e01ad13902b38f60","English"
"248",376.25,835.01,"spanish","puf","492835","blockNr","1","p","u","5f9b6cc0e01ad13902b38f60","English"
"249",320.76,988.79,"spanish","fuf","492835","blockNr","1","f","u","5f9b6cc0e01ad13902b38f60","English"
"250",637.2,2132.11,"spanish","fif","492835","blockNr","1","f","i","5f9b6cc0e01ad13902b38f60","English"
"251",725.49,1327.39,"spanish","paf","492835","blockNr","1","p","a","5f9b6cc0e01ad13902b38f60","English"
"252",725.95,1231.68,"spanish","paf","492835","blockNr","1","p","a","5f9b6cc0e01ad13902b38f60","English"
"253",738.76,1344.02,"spanish","faf","492835","blockNr","1","f","a","5f9b6cc0e01ad13902b38f60","English"
"254",491.84,867.61,"spanish","fof","492835","blockNr","1","f","o","5f9b6cc0e01ad13902b38f60","English"
"255",328.46,904.65,"spanish","fuf","492835","blockNr","1","f","u","5f9b6cc0e01ad13902b38f60","English"
"256",879.67,1363.45,"spanish","puf","492835","blockNr","1","p","u","5f9b6cc0e01ad13902b38f60","English"
"257",483.31,876.89,"spanish","fof","492835","blockNr","1","f","o","5f9b6cc0e01ad13902b38f60","English"
"258",548.73,2312.39,"spanish","pif","492835","blockNr","1","p","i","5f9b6cc0e01ad13902b38f60","English"
"259",743.54,1292.9,"spanish","faf","492835","blockNr","1","f","a","5f9b6cc0e01ad13902b38f60","English"
