"","f1e","f2e","language","text","file_name_append","consonant","phoneme"
"1920",827.44,1453.1,"english","fuff","509399_blockNr_1_taskNr_6_trialNr_10_english_recording","f","schwa"
"1921",619.07,1801.73,"english","peef","509399_blockNr_1_taskNr_6_trialNr_11_english_recording","p","i"
"1922",752.47,1647.36,"english","poof","509399_blockNr_1_taskNr_6_trialNr_12_english_recording","p","u"
"1923",882.12,1291.67,"english","foff","509399_blockNr_1_taskNr_6_trialNr_13_english_recording","f","o"
"1924",555.94,2412.79,"english","feef","509399_blockNr_1_taskNr_6_trialNr_14_english_recording","f","i"
"1925",883.83,1411.85,"english","puff","509399_blockNr_1_taskNr_6_trialNr_15_english_recording","p","schwa"
"1926",918.93,1385.33,"english","foff","509399_blockNr_1_taskNr_6_trialNr_16_english_recording","f","o"
"1927",469.23,2058.71,"english","feef","509399_blockNr_1_taskNr_6_trialNr_17_english_recording","f","i"
"1928",933.34,1446.94,"english","poff","509399_blockNr_1_taskNr_6_trialNr_18_english_recording","p","o"
"1929",843.16,1391.22,"english","puff","509399_blockNr_1_taskNr_6_trialNr_19_english_recording","p","schwa"
"1930",775.17,1379.61,"english","fuff","509399_blockNr_1_taskNr_6_trialNr_1_english_recording","f","schwa"
"1931",604.01,1262.29,"english","poof","509399_blockNr_1_taskNr_6_trialNr_20_english_recording","p","u"
"1932",736.81,1739.98,"english","foof","509399_blockNr_1_taskNr_6_trialNr_21_english_recording","f","u"
"1933",931.22,1378.96,"english","poff","509399_blockNr_1_taskNr_6_trialNr_22_english_recording","p","o"
"1934",636.96,1202.63,"english","poof","509399_blockNr_1_taskNr_6_trialNr_23_english_recording","p","u"
"1935",744.41,1663.25,"english","foof","509399_blockNr_1_taskNr_6_trialNr_24_english_recording","f","u"
"1936",571.88,2408.7,"english","peef","509399_blockNr_1_taskNr_6_trialNr_2_english_recording","p","i"
"1937",882.81,1449.99,"english","puff","509399_blockNr_1_taskNr_6_trialNr_3_english_recording","p","schwa"
"1938",532.63,2323.62,"english","peef","509399_blockNr_1_taskNr_6_trialNr_4_english_recording","p","i"
"1939",914.01,1353.8,"english","foff","509399_blockNr_1_taskNr_6_trialNr_5_english_recording","f","o"
"1940",624.76,1524.63,"english","foof","509399_blockNr_1_taskNr_6_trialNr_6_english_recording","f","u"
"1941",899.13,1432.54,"english","poff","509399_blockNr_1_taskNr_6_trialNr_7_english_recording","p","o"
"1942",785.15,1466.6,"english","fuff","509399_blockNr_1_taskNr_6_trialNr_8_english_recording","f","schwa"
"1943",555.49,2248.13,"english","feef","509399_blockNr_1_taskNr_6_trialNr_9_english_recording","f","i"
"1944",804.36,1155.88,"German","paf","509400_blockNr_1_taskNr_3_trialNr_10_German_recording","p","schwa"
"1945",354.34,1659.23,"German","fuf","509400_blockNr_1_taskNr_3_trialNr_11_German_recording","f","u"
"1946",390.44,885.34,"German","pof","509400_blockNr_1_taskNr_3_trialNr_12_German_recording","p","o"
"1947",398.27,898.92,"German","fof","509400_blockNr_1_taskNr_3_trialNr_13_German_recording","f","o"
"1948",368.71,902.99,"German","fof","509400_blockNr_1_taskNr_3_trialNr_14_German_recording","f","o"
"1949",558.78,2445.59,"German","fif","509400_blockNr_1_taskNr_3_trialNr_15_German_recording","f","i"
"1950",474.62,821.72,"German","fof","509400_blockNr_1_taskNr_3_trialNr_16_German_recording","f","o"
"1951",614.44,2282.65,"German","pif","509400_blockNr_1_taskNr_3_trialNr_17_German_recording","p","i"
"1952",325.37,1634.99,"German","puf","509400_blockNr_1_taskNr_3_trialNr_18_German_recording","p","u"
"1953",277.77,2370.9,"German","fif","509400_blockNr_1_taskNr_3_trialNr_19_German_recording","f","i"
"1954",328.68,825.74,"German","pof","509400_blockNr_1_taskNr_3_trialNr_1_German_recording","p","o"
"1955",395.09,1256.85,"German","puf","509400_blockNr_1_taskNr_3_trialNr_20_German_recording","p","u"
"1956",647.76,1189.24,"German","faf","509400_blockNr_1_taskNr_3_trialNr_21_German_recording","f","schwa"
"1957",276.7,2347.99,"German","pif","509400_blockNr_1_taskNr_3_trialNr_22_German_recording","p","i"
"1958",533.78,1840.65,"German","pof","509400_blockNr_1_taskNr_3_trialNr_23_German_recording","p","o"
"1959",282.25,2471.64,"German","pif","509400_blockNr_1_taskNr_3_trialNr_24_German_recording","p","i"
"1960",875.91,1345.63,"German","paf","509400_blockNr_1_taskNr_3_trialNr_2_German_recording","p","schwa"
"1961",655.49,1108.23,"German","paf","509400_blockNr_1_taskNr_3_trialNr_3_German_recording","p","schwa"
"1962",615.7,1169.78,"German","faf","509400_blockNr_1_taskNr_3_trialNr_4_German_recording","f","schwa"
"1963",278.95,1802.45,"German","fuf","509400_blockNr_1_taskNr_3_trialNr_5_German_recording","f","u"
"1964",277.38,2206.92,"German","fif","509400_blockNr_1_taskNr_3_trialNr_6_German_recording","f","i"
"1965",347.42,1511.42,"German","puf","509400_blockNr_1_taskNr_3_trialNr_7_German_recording","p","u"
"1966",347.1,1717.1,"German","fuf","509400_blockNr_1_taskNr_3_trialNr_8_German_recording","f","u"
"1967",609.08,1119.17,"German","faf","509400_blockNr_1_taskNr_3_trialNr_9_German_recording","f","schwa"
"1968",272.38,2285.36,"french","pif","509400_blockNr_1_taskNr_4_trialNr_10_french_recording","p","i"
"1969",604.57,1528.6,"french","faf","509400_blockNr_1_taskNr_4_trialNr_11_french_recording","f","schwa"
"1970",502.76,1406.94,"french","pof","509400_blockNr_1_taskNr_4_trialNr_12_french_recording","p","o"
"1971",506.67,1641.24,"french","fof","509400_blockNr_1_taskNr_4_trialNr_13_french_recording","f","o"
"1972",918.69,2015.66,"french","puf","509400_blockNr_1_taskNr_4_trialNr_14_french_recording","p","u"
"1973",578.2,2334.48,"french","pif","509400_blockNr_1_taskNr_4_trialNr_15_french_recording","p","i"
"1974",598.08,1581.75,"french","faf","509400_blockNr_1_taskNr_4_trialNr_16_french_recording","f","schwa"
"1975",501.25,1391.63,"french","pof","509400_blockNr_1_taskNr_4_trialNr_17_french_recording","p","o"
"1976",512.35,1633.05,"french","fof","509400_blockNr_1_taskNr_4_trialNr_18_french_recording","f","o"
"1977",595.22,1670.63,"french","paf","509400_blockNr_1_taskNr_4_trialNr_19_french_recording","p","schwa"
"1978",541.79,1163.42,"french","pof","509400_blockNr_1_taskNr_4_trialNr_1_french_recording","p","o"
"1979",481.5,1575.63,"french","puf","509400_blockNr_1_taskNr_4_trialNr_20_french_recording","p","u"
"1980",559.83,2349.65,"french","pif","509400_blockNr_1_taskNr_4_trialNr_21_french_recording","p","i"
"1981",587.12,1663.57,"french","paf","509400_blockNr_1_taskNr_4_trialNr_22_french_recording","p","schwa"
"1982",513.11,1238.28,"french","fof","509400_blockNr_1_taskNr_4_trialNr_23_french_recording","f","o"
"1983",444.55,1680.16,"french","fuf","509400_blockNr_1_taskNr_4_trialNr_24_french_recording","f","u"
"1984",692.26,2451.89,"french","fif","509400_blockNr_1_taskNr_4_trialNr_2_french_recording","f","i"
"1985",629.73,1651.07,"french","faf","509400_blockNr_1_taskNr_4_trialNr_3_french_recording","f","schwa"
"1986",302.16,2465.01,"french","fif","509400_blockNr_1_taskNr_4_trialNr_4_french_recording","f","i"
"1987",611.53,1692.83,"french","paf","509400_blockNr_1_taskNr_4_trialNr_5_french_recording","p","schwa"
"1988",408.95,1741.88,"french","fuf","509400_blockNr_1_taskNr_4_trialNr_6_french_recording","f","u"
"1989",323.95,1696.92,"french","puf","509400_blockNr_1_taskNr_4_trialNr_7_french_recording","p","u"
"1990",934.38,2104.05,"french","fuf","509400_blockNr_1_taskNr_4_trialNr_8_french_recording","f","u"
"1991",276.73,2314.55,"french","fif","509400_blockNr_1_taskNr_4_trialNr_9_french_recording","f","i"
"1992",340.39,1162.12,"english","foof","509400_blockNr_1_taskNr_6_trialNr_10_english_recording","f","u"
"1993",710.38,1168.36,"english","fuff","509400_blockNr_1_taskNr_6_trialNr_11_english_recording","f","schwa"
"1994",697.98,1122.86,"english","foff","509400_blockNr_1_taskNr_6_trialNr_12_english_recording","f","o"
"1995",491.26,1081.44,"english","poff","509400_blockNr_1_taskNr_6_trialNr_13_english_recording","p","o"
"1996",326.35,1169.43,"english","foof","509400_blockNr_1_taskNr_6_trialNr_14_english_recording","f","u"
"1997",769.97,1232.77,"english","puff","509400_blockNr_1_taskNr_6_trialNr_15_english_recording","p","schwa"
"1998",580.19,1385.36,"english","poof","509400_blockNr_1_taskNr_6_trialNr_16_english_recording","p","u"
"1999",894.76,2514.26,"english","feef","509400_blockNr_1_taskNr_6_trialNr_17_english_recording","f","i"
"2000",914.14,1289.55,"english","poff","509400_blockNr_1_taskNr_6_trialNr_18_english_recording","p","o"
"2001",535.42,2361.36,"english","peef","509400_blockNr_1_taskNr_6_trialNr_19_english_recording","p","i"
"2002",598.41,2564.42,"english","peef","509400_blockNr_1_taskNr_6_trialNr_1_english_recording","p","i"
"2003",433.08,1181.28,"english","poof","509400_blockNr_1_taskNr_6_trialNr_20_english_recording","p","u"
"2004",732.47,1250.72,"english","puff","509400_blockNr_1_taskNr_6_trialNr_21_english_recording","p","schwa"
"2005",899.99,1233.65,"english","foff","509400_blockNr_1_taskNr_6_trialNr_22_english_recording","f","o"
"2006",866.63,1218.91,"english","foof","509400_blockNr_1_taskNr_6_trialNr_23_english_recording","f","u"
"2007",930.51,1244.85,"english","foff","509400_blockNr_1_taskNr_6_trialNr_24_english_recording","f","o"
"2008",798.1,1196.6,"english","poff","509400_blockNr_1_taskNr_6_trialNr_2_english_recording","p","o"
"2009",584.63,2389.24,"english","feef","509400_blockNr_1_taskNr_6_trialNr_3_english_recording","f","i"
"2010",856.39,2610.84,"english","peef","509400_blockNr_1_taskNr_6_trialNr_4_english_recording","p","i"
"2011",637.54,1212.96,"english","fuff","509400_blockNr_1_taskNr_6_trialNr_5_english_recording","f","schwa"
"2012",285.76,2367.68,"english","feef","509400_blockNr_1_taskNr_6_trialNr_6_english_recording","f","i"
"2013",668.86,1252.65,"english","fuff","509400_blockNr_1_taskNr_6_trialNr_7_english_recording","f","schwa"
"2014",481.35,1235.08,"english","poof","509400_blockNr_1_taskNr_6_trialNr_8_english_recording","p","u"
"2015",747.03,1121.71,"english","puff","509400_blockNr_1_taskNr_6_trialNr_9_english_recording","p","schwa"
"2016",349.3,2419.39,"french","pif","509402_blockNr_1_taskNr_3_trialNr_10_french_recording","p","i"
"2017",648.43,1436.16,"french","fof","509402_blockNr_1_taskNr_3_trialNr_11_french_recording","f","o"
"2018",416.73,2476.22,"french","fif","509402_blockNr_1_taskNr_3_trialNr_12_french_recording","f","i"
"2019",427.52,2443.32,"french","fif","509402_blockNr_1_taskNr_3_trialNr_13_french_recording","f","i"
"2020",482.26,1695.33,"french","fuf","509402_blockNr_1_taskNr_3_trialNr_14_french_recording","f","u"
"2021",628.61,1676.52,"french","paf","509402_blockNr_1_taskNr_3_trialNr_15_french_recording","p","schwa"
"2022",624.93,1669.63,"french","faf","509402_blockNr_1_taskNr_3_trialNr_16_french_recording","f","schwa"
"2023",424.73,2302.66,"french","fif","509402_blockNr_1_taskNr_3_trialNr_17_french_recording","f","i"
"2024",410.77,2007.37,"french","puf","509402_blockNr_1_taskNr_3_trialNr_18_french_recording","p","u"
"2025",427.27,2049.22,"french","puf","509402_blockNr_1_taskNr_3_trialNr_19_french_recording","p","u"
"2026",885.89,1732.49,"french","faf","509402_blockNr_1_taskNr_3_trialNr_1_french_recording","f","schwa"
"2027",726.19,1668.38,"french","faf","509402_blockNr_1_taskNr_3_trialNr_20_french_recording","f","schwa"
"2028",761.5,1460.68,"french","fof","509402_blockNr_1_taskNr_3_trialNr_21_french_recording","f","o"
"2029",389.85,2425.53,"french","pif","509402_blockNr_1_taskNr_3_trialNr_22_french_recording","p","i"
"2030",404.3,2289.86,"french","pif","509402_blockNr_1_taskNr_3_trialNr_23_french_recording","p","i"
"2031",701.68,1458.27,"french","fof","509402_blockNr_1_taskNr_3_trialNr_24_french_recording","f","o"
"2032",719.68,1668.66,"french","paf","509402_blockNr_1_taskNr_3_trialNr_2_french_recording","p","schwa"
"2033",411.7,2073.36,"french","puf","509402_blockNr_1_taskNr_3_trialNr_3_french_recording","p","u"
"2034",375.36,1623.6,"french","fuf","509402_blockNr_1_taskNr_3_trialNr_4_french_recording","f","u"
"2035",740.71,1451.34,"french","paf","509402_blockNr_1_taskNr_3_trialNr_5_french_recording","p","schwa"
"2036",489.34,1338.77,"french","pof","509402_blockNr_1_taskNr_3_trialNr_6_french_recording","p","o"
"2037",529.12,1457.45,"french","pof","509402_blockNr_1_taskNr_3_trialNr_7_french_recording","p","o"
"2038",529.6,1435.98,"french","pof","509402_blockNr_1_taskNr_3_trialNr_8_french_recording","p","o"
"2039",1004.22,1655.13,"french","fuf","509402_blockNr_1_taskNr_3_trialNr_9_french_recording","f","u"
"2040",965.54,1622.51,"German","faf","509402_blockNr_1_taskNr_4_trialNr_10_German_recording","f","schwa"
"2041",391.86,2017.87,"German","pif","509402_blockNr_1_taskNr_4_trialNr_11_German_recording","p","i"
"2042",388.39,1816.43,"German","fif","509402_blockNr_1_taskNr_4_trialNr_12_German_recording","f","i"
"2043",568.46,1353.16,"German","pof","509402_blockNr_1_taskNr_4_trialNr_13_German_recording","p","o"
"2044",783.67,1426.96,"German","paf","509402_blockNr_1_taskNr_4_trialNr_14_German_recording","p","schwa"
"2045",819.89,1531.79,"German","faf","509402_blockNr_1_taskNr_4_trialNr_15_German_recording","f","schwa"
"2046",404.22,1597.69,"German","fuf","509402_blockNr_1_taskNr_4_trialNr_16_German_recording","f","u"
"2047",422.81,1990.94,"German","pif","509402_blockNr_1_taskNr_4_trialNr_17_German_recording","p","i"
"2048",404.61,2120.5,"German","fif","509402_blockNr_1_taskNr_4_trialNr_18_German_recording","f","i"
"2049",838.56,1464.65,"German","faf","509402_blockNr_1_taskNr_4_trialNr_19_German_recording","f","schwa"
"2050",601.54,1353.92,"German","pof","509402_blockNr_1_taskNr_4_trialNr_1_German_recording","p","o"
"2051",402.53,1140.76,"German","fof","509402_blockNr_1_taskNr_4_trialNr_20_German_recording","f","o"
"2052",386.96,1094.7,"German","fof","509402_blockNr_1_taskNr_4_trialNr_21_German_recording","f","o"
"2053",356.17,1907.11,"German","puf","509402_blockNr_1_taskNr_4_trialNr_22_German_recording","p","u"
"2054",418.92,1590.78,"German","fuf","509402_blockNr_1_taskNr_4_trialNr_23_German_recording","f","u"
"2055",782.22,1584.51,"German","paf","509402_blockNr_1_taskNr_4_trialNr_24_German_recording","p","schwa"
"2056",357.6,1967.97,"German","fif","509402_blockNr_1_taskNr_4_trialNr_2_German_recording","f","i"
"2057",370.59,1448.01,"German","fuf","509402_blockNr_1_taskNr_4_trialNr_3_German_recording","f","u"
"2058",905.81,1608.65,"German","paf","509402_blockNr_1_taskNr_4_trialNr_4_German_recording","p","schwa"
"2059",387.01,1064.04,"German","fof","509402_blockNr_1_taskNr_4_trialNr_5_German_recording","f","o"
"2060",391.55,2046.38,"German","puf","509402_blockNr_1_taskNr_4_trialNr_6_German_recording","p","u"
"2061",388.81,1987.35,"German","puf","509402_blockNr_1_taskNr_4_trialNr_7_German_recording","p","u"
"2062",621.02,1378.36,"German","pof","509402_blockNr_1_taskNr_4_trialNr_8_German_recording","p","o"
"2063",377.85,2230.35,"German","pif","509402_blockNr_1_taskNr_4_trialNr_9_German_recording","p","i"
"2064",409.2,2350.09,"english","peef","509402_blockNr_1_taskNr_6_trialNr_10_english_recording","p","i"
"2065",435.9,1467.11,"english","poof","509402_blockNr_1_taskNr_6_trialNr_11_english_recording","p","u"
"2066",390.21,2105.29,"english","feef","509402_blockNr_1_taskNr_6_trialNr_12_english_recording","f","i"
"2067",801.49,1509.93,"english","puff","509402_blockNr_1_taskNr_6_trialNr_13_english_recording","p","schwa"
"2068",909.83,1387,"english","foff","509402_blockNr_1_taskNr_6_trialNr_14_english_recording","f","o"
"2069",740.19,1491.79,"english","puff","509402_blockNr_1_taskNr_6_trialNr_15_english_recording","p","schwa"
"2070",423.27,1514.48,"english","foof","509402_blockNr_1_taskNr_6_trialNr_16_english_recording","f","u"
"2071",366.42,2247.03,"english","peef","509402_blockNr_1_taskNr_6_trialNr_17_english_recording","p","i"
"2072",750.13,1503.02,"english","puff","509402_blockNr_1_taskNr_6_trialNr_18_english_recording","p","schwa"
"2073",377.79,1527.72,"english","foof","509402_blockNr_1_taskNr_6_trialNr_19_english_recording","f","u"
"2074",545.81,1184.41,"english","poff","509402_blockNr_1_taskNr_6_trialNr_1_english_recording","p","o"
"2075",450.59,1510.11,"english","fuff","509402_blockNr_1_taskNr_6_trialNr_20_english_recording","f","schwa"
"2076",367.84,1580.63,"english","foof","509402_blockNr_1_taskNr_6_trialNr_21_english_recording","f","u"
"2077",367.61,1810.23,"english","feef","509402_blockNr_1_taskNr_6_trialNr_22_english_recording","f","i"
"2078",910.51,1338.95,"english","poff","509402_blockNr_1_taskNr_6_trialNr_23_english_recording","p","o"
"2079",416.75,1386.7,"english","poof","509402_blockNr_1_taskNr_6_trialNr_24_english_recording","p","u"
"2080",774.98,1345.66,"english","foff","509402_blockNr_1_taskNr_6_trialNr_2_english_recording","f","o"
"2081",904.04,1507.69,"english","fuff","509402_blockNr_1_taskNr_6_trialNr_3_english_recording","f","schwa"
"2082",403.12,1475.91,"english","poof","509402_blockNr_1_taskNr_6_trialNr_4_english_recording","p","u"
"2083",345.93,2039.54,"english","peef","509402_blockNr_1_taskNr_6_trialNr_5_english_recording","p","i"
"2084",893.77,1294.36,"english","foff","509402_blockNr_1_taskNr_6_trialNr_6_english_recording","f","o"
"2085",422.42,1866.9,"english","feef","509402_blockNr_1_taskNr_6_trialNr_7_english_recording","f","i"
"2086",781.67,1519.87,"english","fuff","509402_blockNr_1_taskNr_6_trialNr_8_english_recording","f","schwa"
"2087",932.09,1344.95,"english","poff","509402_blockNr_1_taskNr_6_trialNr_9_english_recording","p","o"
"2088",425.3,1448.88,"french","pof","509405_blockNr_1_taskNr_3_trialNr_10_french_recording","p","o"
"2089",344.73,1611.81,"french","puf","509405_blockNr_1_taskNr_3_trialNr_11_french_recording","p","u"
"2090",263.59,2136.68,"french","pif","509405_blockNr_1_taskNr_3_trialNr_12_french_recording","p","i"
"2091",347.06,1394.44,"french","pof","509405_blockNr_1_taskNr_3_trialNr_13_french_recording","p","o"
"2092",362.02,2387.46,"french","fif","509405_blockNr_1_taskNr_3_trialNr_14_french_recording","f","i"
"2093",304.59,2178.64,"french","pif","509405_blockNr_1_taskNr_3_trialNr_15_french_recording","p","i"
"2094",330.48,1607.51,"french","fuf","509405_blockNr_1_taskNr_3_trialNr_16_french_recording","f","u"
"2095",443.95,1316.59,"french","paf","509405_blockNr_1_taskNr_3_trialNr_17_french_recording","p","schwa"
"2096",316.89,2336.02,"french","fif","509405_blockNr_1_taskNr_3_trialNr_18_french_recording","f","i"
"2097",603.11,1397.28,"french","fof","509405_blockNr_1_taskNr_3_trialNr_19_french_recording","f","o"
"2098",289.98,2386.71,"french","fif","509405_blockNr_1_taskNr_3_trialNr_1_french_recording","f","i"
"2099",580.17,1619.14,"french","faf","509405_blockNr_1_taskNr_3_trialNr_20_french_recording","f","schwa"
"2100",451.29,1200.02,"french","pof","509405_blockNr_1_taskNr_3_trialNr_21_french_recording","p","o"
"2101",357.72,1502.4,"french","puf","509405_blockNr_1_taskNr_3_trialNr_22_french_recording","p","u"
"2102",347.71,1596.25,"french","puf","509405_blockNr_1_taskNr_3_trialNr_23_french_recording","p","u"
"2103",291.55,2055.84,"french","pif","509405_blockNr_1_taskNr_3_trialNr_24_french_recording","p","i"
"2104",537.21,1419.44,"french","paf","509405_blockNr_1_taskNr_3_trialNr_2_french_recording","p","schwa"
"2105",309.6,1395.82,"french","fuf","509405_blockNr_1_taskNr_3_trialNr_3_french_recording","f","u"
"2106",616.5,1508.43,"french","faf","509405_blockNr_1_taskNr_3_trialNr_4_french_recording","f","schwa"
"2107",341.85,1560.79,"french","fuf","509405_blockNr_1_taskNr_3_trialNr_5_french_recording","f","u"
"2108",525.68,1409.21,"french","fof","509405_blockNr_1_taskNr_3_trialNr_6_french_recording","f","o"
"2109",535.24,1366.87,"french","fof","509405_blockNr_1_taskNr_3_trialNr_7_french_recording","f","o"
"2110",552.25,1528.3,"french","paf","509405_blockNr_1_taskNr_3_trialNr_8_french_recording","p","schwa"
"2111",562.9,1551.35,"french","faf","509405_blockNr_1_taskNr_3_trialNr_9_french_recording","f","schwa"
"2112",537.04,1245.47,"German","fuf","509405_blockNr_1_taskNr_4_trialNr_10_German_recording","f","u"
"2113",615.25,1573.38,"German","fuf","509405_blockNr_1_taskNr_4_trialNr_11_German_recording","f","u"
"2114",495.89,1139.29,"German","fof","509405_blockNr_1_taskNr_4_trialNr_12_German_recording","f","o"
"2115",321.49,2388.09,"German","pif","509405_blockNr_1_taskNr_4_trialNr_13_German_recording","p","i"
"2116",713.95,1305.13,"German","faf","509405_blockNr_1_taskNr_4_trialNr_14_German_recording","f","schwa"
"2117",330.76,2339.52,"German","fif","509405_blockNr_1_taskNr_4_trialNr_15_German_recording","f","i"
"2118",754.08,1651.76,"German","fuf","509405_blockNr_1_taskNr_4_trialNr_16_German_recording","f","u"
"2119",765.25,1415.62,"German","faf","509405_blockNr_1_taskNr_4_trialNr_17_German_recording","f","schwa"
"2120",693.55,1206.12,"German","faf","509405_blockNr_1_taskNr_4_trialNr_18_German_recording","f","schwa"
"2121",336.1,1132.86,"German","puf","509405_blockNr_1_taskNr_4_trialNr_19_German_recording","p","u"
"2122",712.03,1265.02,"German","paf","509405_blockNr_1_taskNr_4_trialNr_1_German_recording","p","schwa"
"2123",518.89,1058.91,"German","pof","509405_blockNr_1_taskNr_4_trialNr_20_German_recording","p","o"
"2124",442.39,2463.04,"German","pif","509405_blockNr_1_taskNr_4_trialNr_21_German_recording","p","i"
"2125",350.97,801.45,"German","fof","509405_blockNr_1_taskNr_4_trialNr_22_German_recording","f","o"
"2126",318.77,2320.71,"German","fif","509405_blockNr_1_taskNr_4_trialNr_23_German_recording","f","i"
"2127",764.64,1260.64,"German","paf","509405_blockNr_1_taskNr_4_trialNr_24_German_recording","p","schwa"
"2128",370.01,966.24,"German","pof","509405_blockNr_1_taskNr_4_trialNr_2_German_recording","p","o"
"2129",343.19,1206.97,"German","puf","509405_blockNr_1_taskNr_4_trialNr_3_German_recording","p","u"
"2130",296.1,2393.68,"German","fif","509405_blockNr_1_taskNr_4_trialNr_4_German_recording","f","i"
"2131",617.36,1453.89,"German","pof","509405_blockNr_1_taskNr_4_trialNr_5_German_recording","p","o"
"2132",538.24,1242.93,"German","puf","509405_blockNr_1_taskNr_4_trialNr_6_German_recording","p","u"
"2133",648.56,1426.59,"German","paf","509405_blockNr_1_taskNr_4_trialNr_7_German_recording","p","schwa"
"2134",300.6,2463.57,"German","pif","509405_blockNr_1_taskNr_4_trialNr_8_German_recording","p","i"
"2135",362.11,972.14,"German","fof","509405_blockNr_1_taskNr_4_trialNr_9_German_recording","f","o"
"2136",407.61,1064.35,"english","foof","509405_blockNr_1_taskNr_6_trialNr_10_english_recording","f","u"
"2137",773.27,1258.44,"english","poff","509405_blockNr_1_taskNr_6_trialNr_11_english_recording","p","o"
"2138",319.34,2479.01,"english","peef","509405_blockNr_1_taskNr_6_trialNr_12_english_recording","p","i"
"2139",680.34,1229.18,"english","puff","509405_blockNr_1_taskNr_6_trialNr_13_english_recording","p","schwa"
"2140",776.79,1238.45,"english","poff","509405_blockNr_1_taskNr_6_trialNr_14_english_recording","p","o"
"2141",362.22,2355.73,"english","feef","509405_blockNr_1_taskNr_6_trialNr_15_english_recording","f","i"
"2142",436.27,1161.42,"english","poof","509405_blockNr_1_taskNr_6_trialNr_16_english_recording","p","u"
"2143",355.98,2382.88,"english","feef","509405_blockNr_1_taskNr_6_trialNr_17_english_recording","f","i"
"2144",541.8,2455.79,"english","peef","509405_blockNr_1_taskNr_6_trialNr_18_english_recording","p","i"
"2145",572.83,1281.01,"english","poof","509405_blockNr_1_taskNr_6_trialNr_19_english_recording","p","u"
"2146",724.79,1264.57,"english","foff","509405_blockNr_1_taskNr_6_trialNr_1_english_recording","f","o"
"2147",464.77,2432.54,"english","peef","509405_blockNr_1_taskNr_6_trialNr_20_english_recording","p","i"
"2148",695.52,1260.65,"english","puff","509405_blockNr_1_taskNr_6_trialNr_21_english_recording","p","schwa"
"2149",797.04,1234.28,"english","poff","509405_blockNr_1_taskNr_6_trialNr_22_english_recording","p","o"
"2150",666.83,1221.09,"english","fuff","509405_blockNr_1_taskNr_6_trialNr_23_english_recording","f","schwa"
"2151",643.86,1208.88,"english","fuff","509405_blockNr_1_taskNr_6_trialNr_24_english_recording","f","schwa"
"2152",639.49,1212.47,"english","puff","509405_blockNr_1_taskNr_6_trialNr_2_english_recording","p","schwa"
"2153",382.58,1157.8,"english","poof","509405_blockNr_1_taskNr_6_trialNr_3_english_recording","p","u"
"2154",701.27,1230.4,"english","foff","509405_blockNr_1_taskNr_6_trialNr_4_english_recording","f","o"
"2155",711.19,1493.68,"english","foof","509405_blockNr_1_taskNr_6_trialNr_5_english_recording","f","u"
"2156",637.41,1239.17,"english","fuff","509405_blockNr_1_taskNr_6_trialNr_6_english_recording","f","schwa"
"2157",365.96,1313.17,"english","foof","509405_blockNr_1_taskNr_6_trialNr_7_english_recording","f","u"
"2158",382.18,2252.24,"english","feef","509405_blockNr_1_taskNr_6_trialNr_8_english_recording","f","i"
"2159",679.93,1164.83,"english","foff","509405_blockNr_1_taskNr_6_trialNr_9_english_recording","f","o"
"2160",506.39,1298.82,"french","fof","509406_blockNr_1_taskNr_3_trialNr_10_french_recording","f","o"
"2161",541.34,1242.43,"french","pof","509406_blockNr_1_taskNr_3_trialNr_11_french_recording","p","o"
"2162",549.89,1887.43,"french","puf","509406_blockNr_1_taskNr_3_trialNr_12_french_recording","p","u"
"2163",311.44,2580.5,"french","pif","509406_blockNr_1_taskNr_3_trialNr_13_french_recording","p","i"
"2164",452.47,1125.69,"french","pof","509406_blockNr_1_taskNr_3_trialNr_14_french_recording","p","o"
"2165",400.22,1203.98,"french","fof","509406_blockNr_1_taskNr_3_trialNr_15_french_recording","f","o"
"2166",279.28,2551.12,"french","fif","509406_blockNr_1_taskNr_3_trialNr_16_french_recording","f","i"
"2167",550.28,1822.28,"french","paf","509406_blockNr_1_taskNr_3_trialNr_17_french_recording","p","schwa"
"2168",388.19,1854.29,"french","fuf","509406_blockNr_1_taskNr_3_trialNr_18_french_recording","f","u"
"2169",629.54,1832.33,"french","puf","509406_blockNr_1_taskNr_3_trialNr_19_french_recording","p","u"
"2170",386.95,1465.05,"french","puf","509406_blockNr_1_taskNr_3_trialNr_1_french_recording","p","u"
"2171",600.01,1899.4,"french","faf","509406_blockNr_1_taskNr_3_trialNr_20_french_recording","f","schwa"
"2172",666.99,1764.52,"french","pof","509406_blockNr_1_taskNr_3_trialNr_21_french_recording","p","o"
"2173",306.05,1659.66,"french","fuf","509406_blockNr_1_taskNr_3_trialNr_22_french_recording","f","u"
"2174",296.62,1627.73,"french","fuf","509406_blockNr_1_taskNr_3_trialNr_23_french_recording","f","u"
"2175",584.16,1698.4,"french","faf","509406_blockNr_1_taskNr_3_trialNr_24_french_recording","f","schwa"
"2176",514.98,1524.26,"french","paf","509406_blockNr_1_taskNr_3_trialNr_2_french_recording","p","schwa"
"2177",298.09,2754.07,"french","fif","509406_blockNr_1_taskNr_3_trialNr_3_french_recording","f","i"
"2178",603.29,1852.86,"french","paf","509406_blockNr_1_taskNr_3_trialNr_4_french_recording","p","schwa"
"2179",548.43,1949.75,"french","faf","509406_blockNr_1_taskNr_3_trialNr_5_french_recording","f","schwa"
