"","f1e","f2e","language","text","file_name_append","consonant","phoneme"
"675",857.5,1701.12,"french","paf","509364_blockNr_1_taskNr_4_trialNr_13_french_recording","p","schwa"
"676",843.02,1702.79,"french","pof","509364_blockNr_1_taskNr_4_trialNr_14_french_recording","p","o"
"677",908.95,1845.56,"french","faf","509364_blockNr_1_taskNr_4_trialNr_15_french_recording","f","schwa"
"678",454.7,2329.25,"french","fif","509364_blockNr_1_taskNr_4_trialNr_16_french_recording","f","i"
"679",842.97,1676.48,"french","fof","509364_blockNr_1_taskNr_4_trialNr_17_french_recording","f","o"
"680",846.24,1803,"french","fof","509364_blockNr_1_taskNr_4_trialNr_18_french_recording","f","o"
"681",818.86,1624.82,"french","pof","509364_blockNr_1_taskNr_4_trialNr_19_french_recording","p","o"
"682",840.53,1655.52,"french","faf","509364_blockNr_1_taskNr_4_trialNr_1_french_recording","f","schwa"
"683",842.63,1780.63,"french","paf","509364_blockNr_1_taskNr_4_trialNr_20_french_recording","p","schwa"
"684",471.72,1877.21,"french","fuf","509364_blockNr_1_taskNr_4_trialNr_21_french_recording","f","u"
"685",1505.13,2215.79,"french","fif","509364_blockNr_1_taskNr_4_trialNr_22_french_recording","f","i"
"686",468.76,1822.18,"french","puf","509364_blockNr_1_taskNr_4_trialNr_23_french_recording","p","u"
"687",444.52,2503.02,"french","pif","509364_blockNr_1_taskNr_4_trialNr_24_french_recording","p","i"
"688",503.65,1511.62,"french","puf","509364_blockNr_1_taskNr_4_trialNr_2_french_recording","p","u"
"689",761.55,1365.74,"french","pof","509364_blockNr_1_taskNr_4_trialNr_3_french_recording","p","o"
"690",828.45,1361.3,"french","fof","509364_blockNr_1_taskNr_4_trialNr_4_french_recording","f","o"
"691",497.43,1716.27,"french","fuf","509364_blockNr_1_taskNr_4_trialNr_5_french_recording","f","u"
"692",431.56,2400.32,"french","pif","509364_blockNr_1_taskNr_4_trialNr_6_french_recording","p","i"
"693",455.07,2457.62,"french","fif","509364_blockNr_1_taskNr_4_trialNr_7_french_recording","f","i"
"694",841,1709.49,"french","faf","509364_blockNr_1_taskNr_4_trialNr_8_french_recording","f","schwa"
"695",836.76,1815.07,"french","paf","509364_blockNr_1_taskNr_4_trialNr_9_french_recording","p","schwa"
"696",493.62,1220.86,"english","foof","509364_blockNr_1_taskNr_6_trialNr_10_english_recording","f","u"
"697",497.69,1262,"english","poof","509364_blockNr_1_taskNr_6_trialNr_11_english_recording","p","u"
"698",438.99,2500.55,"english","feef","509364_blockNr_1_taskNr_6_trialNr_12_english_recording","f","i"
"699",467.11,2553.76,"english","peef","509364_blockNr_1_taskNr_6_trialNr_13_english_recording","p","i"
"700",800.88,1316.95,"english","fuff","509364_blockNr_1_taskNr_6_trialNr_14_english_recording","f","schwa"
"701",1029.98,1597.03,"english","foff","509364_blockNr_1_taskNr_6_trialNr_15_english_recording","f","o"
"702",778.52,1292.08,"english","puff","509364_blockNr_1_taskNr_6_trialNr_16_english_recording","p","schwa"
"703",358.93,1165.81,"english","foof","509364_blockNr_1_taskNr_6_trialNr_17_english_recording","f","u"
"704",514.76,1133.54,"english","poof","509364_blockNr_1_taskNr_6_trialNr_18_english_recording","p","u"
"705",965.83,1477.51,"english","foff","509364_blockNr_1_taskNr_6_trialNr_19_english_recording","f","o"
"706",857.59,1400.31,"english","fuff","509364_blockNr_1_taskNr_6_trialNr_1_english_recording","f","schwa"
"707",442.33,1196.46,"english","poof","509364_blockNr_1_taskNr_6_trialNr_20_english_recording","p","u"
"708",434.61,2501.29,"english","peef","509364_blockNr_1_taskNr_6_trialNr_21_english_recording","p","i"
"709",313.06,1304.51,"english","puff","509364_blockNr_1_taskNr_6_trialNr_22_english_recording","p","schwa"
"710",573.42,1022.61,"english","poff","509364_blockNr_1_taskNr_6_trialNr_23_english_recording","p","o"
"711",427.41,2514.87,"english","feef","509364_blockNr_1_taskNr_6_trialNr_24_english_recording","f","i"
"712",730.58,1233.11,"english","poff","509364_blockNr_1_taskNr_6_trialNr_2_english_recording","p","o"
"713",477.71,1207.32,"english","foof","509364_blockNr_1_taskNr_6_trialNr_3_english_recording","f","u"
"714",838.65,1333.97,"english","fuff","509364_blockNr_1_taskNr_6_trialNr_4_english_recording","f","schwa"
"715",520.65,1142.91,"english","poff","509364_blockNr_1_taskNr_6_trialNr_5_english_recording","p","o"
"716",832.7,1293.84,"english","puff","509364_blockNr_1_taskNr_6_trialNr_6_english_recording","p","schwa"
"717",452.11,2499.34,"english","peef","509364_blockNr_1_taskNr_6_trialNr_7_english_recording","p","i"
"718",697.98,1265.73,"english","foff","509364_blockNr_1_taskNr_6_trialNr_8_english_recording","f","o"
"719",813.68,2579.96,"english","feef","509364_blockNr_1_taskNr_6_trialNr_9_english_recording","f","i"
"720",288.08,1702.14,"french","puf","509366_blockNr_1_taskNr_3_trialNr_10_french_recording","p","u"
"721",809.73,1667.45,"french","paf","509366_blockNr_1_taskNr_3_trialNr_11_french_recording","p","schwa"
"722",320.84,2560.51,"french","pif","509366_blockNr_1_taskNr_3_trialNr_12_french_recording","p","i"
"723",552.48,1324.78,"french","pof","509366_blockNr_1_taskNr_3_trialNr_13_french_recording","p","o"
"724",635.25,1702.1,"french","paf","509366_blockNr_1_taskNr_3_trialNr_14_french_recording","p","schwa"
"725",641.95,1281.48,"french","pof","509366_blockNr_1_taskNr_3_trialNr_15_french_recording","p","o"
"726",732.7,1495.17,"french","faf","509366_blockNr_1_taskNr_3_trialNr_16_french_recording","f","schwa"
"727",655.13,2593.4,"french","fif","509366_blockNr_1_taskNr_3_trialNr_17_french_recording","f","i"
"728",306.38,1945.92,"french","puf","509366_blockNr_1_taskNr_3_trialNr_18_french_recording","p","u"
"729",579.81,1266.94,"french","fof","509366_blockNr_1_taskNr_3_trialNr_19_french_recording","f","o"
"730",268.55,2587.57,"french","fif","509366_blockNr_1_taskNr_3_trialNr_1_french_recording","f","i"
"731",657.04,1644.92,"french","paf","509366_blockNr_1_taskNr_3_trialNr_20_french_recording","p","schwa"
"732",560.68,1303.64,"french","pof","509366_blockNr_1_taskNr_3_trialNr_21_french_recording","p","o"
"733",288.41,2642.05,"french","pif","509366_blockNr_1_taskNr_3_trialNr_22_french_recording","p","i"
"734",571.06,1221.19,"french","fof","509366_blockNr_1_taskNr_3_trialNr_23_french_recording","f","o"
"735",677.87,1704.21,"french","faf","509366_blockNr_1_taskNr_3_trialNr_24_french_recording","f","schwa"
"736",474.15,1583.73,"french","fuf","509366_blockNr_1_taskNr_3_trialNr_2_french_recording","f","u"
"737",757.65,1562.2,"french","faf","509366_blockNr_1_taskNr_3_trialNr_3_french_recording","f","schwa"
"738",442.25,1664.42,"french","fuf","509366_blockNr_1_taskNr_3_trialNr_4_french_recording","f","u"
"739",400.41,1857.47,"french","fuf","509366_blockNr_1_taskNr_3_trialNr_5_french_recording","f","u"
"740",616.1,1248.27,"french","fof","509366_blockNr_1_taskNr_3_trialNr_6_french_recording","f","o"
"741",291.1,1862.96,"french","puf","509366_blockNr_1_taskNr_3_trialNr_7_french_recording","p","u"
"742",281.99,2388.72,"french","fif","509366_blockNr_1_taskNr_3_trialNr_8_french_recording","f","i"
"743",274,2673,"french","pif","509366_blockNr_1_taskNr_3_trialNr_9_french_recording","p","i"
"744",436.56,890.25,"German","pof","509366_blockNr_1_taskNr_4_trialNr_10_German_recording","p","o"
"745",832.68,1361.49,"German","faf","509366_blockNr_1_taskNr_4_trialNr_11_German_recording","f","schwa"
"746",383.25,750.88,"German","pof","509366_blockNr_1_taskNr_4_trialNr_12_German_recording","p","o"
"747",865.66,1401.6,"German","paf","509366_blockNr_1_taskNr_4_trialNr_13_German_recording","p","schwa"
"748",250.61,1939.88,"German","fuf","509366_blockNr_1_taskNr_4_trialNr_14_German_recording","f","u"
"749",268,1952.53,"German","fuf","509366_blockNr_1_taskNr_4_trialNr_15_German_recording","f","u"
"750",316.69,924.22,"German","fof","509366_blockNr_1_taskNr_4_trialNr_16_German_recording","f","o"
"751",316.18,861.25,"German","pof","509366_blockNr_1_taskNr_4_trialNr_17_German_recording","p","o"
"752",272.67,2216.54,"German","puf","509366_blockNr_1_taskNr_4_trialNr_18_German_recording","p","u"
"753",812.68,1253.62,"German","paf","509366_blockNr_1_taskNr_4_trialNr_19_German_recording","p","schwa"
"754",849.9,1506.59,"German","faf","509366_blockNr_1_taskNr_4_trialNr_1_German_recording","f","schwa"
"755",277.1,2461.73,"German","pif","509366_blockNr_1_taskNr_4_trialNr_20_German_recording","p","i"
"756",763.34,1278.76,"German","faf","509366_blockNr_1_taskNr_4_trialNr_21_German_recording","f","schwa"
"757",239.09,1919.88,"German","puf","509366_blockNr_1_taskNr_4_trialNr_22_German_recording","p","u"
"758",281.14,2585.14,"German","pif","509366_blockNr_1_taskNr_4_trialNr_23_German_recording","p","i"
"759",493.94,1126.24,"German","fof","509366_blockNr_1_taskNr_4_trialNr_24_German_recording","f","o"
"760",332.04,2478.81,"German","fif","509366_blockNr_1_taskNr_4_trialNr_2_German_recording","f","i"
"761",287.45,2593.06,"German","pif","509366_blockNr_1_taskNr_4_trialNr_3_German_recording","p","i"
"762",330.9,854.47,"German","fof","509366_blockNr_1_taskNr_4_trialNr_4_German_recording","f","o"
"763",271.59,2385.35,"German","fuf","509366_blockNr_1_taskNr_4_trialNr_5_German_recording","f","u"
"764",253.85,1775.81,"German","puf","509366_blockNr_1_taskNr_4_trialNr_6_German_recording","p","u"
"765",276.14,2789.74,"German","fif","509366_blockNr_1_taskNr_4_trialNr_7_German_recording","f","i"
"766",309.9,2410.33,"German","fif","509366_blockNr_1_taskNr_4_trialNr_8_German_recording","f","i"
"767",917.83,1273.65,"German","paf","509366_blockNr_1_taskNr_4_trialNr_9_German_recording","p","schwa"
"768",285.75,2512.89,"english","peef","509366_blockNr_1_taskNr_6_trialNr_10_english_recording","p","i"
"769",425.82,1093.86,"english","foof","509366_blockNr_1_taskNr_6_trialNr_11_english_recording","f","u"
"770",909.87,1240.96,"english","foff","509366_blockNr_1_taskNr_6_trialNr_12_english_recording","f","o"
"771",413.12,1149.57,"english","fuff","509366_blockNr_1_taskNr_6_trialNr_13_english_recording","f","schwa"
"772",806.71,1334.37,"english","puff","509366_blockNr_1_taskNr_6_trialNr_14_english_recording","p","schwa"
"773",284.19,2319.46,"english","feef","509366_blockNr_1_taskNr_6_trialNr_15_english_recording","f","i"
"774",547.97,2546.22,"english","peef","509366_blockNr_1_taskNr_6_trialNr_16_english_recording","p","i"
"775",834.15,1344.16,"english","poff","509366_blockNr_1_taskNr_6_trialNr_17_english_recording","p","o"
"776",302.67,2634.44,"english","peef","509366_blockNr_1_taskNr_6_trialNr_18_english_recording","p","i"
"777",648.67,1235.13,"english","fuff","509366_blockNr_1_taskNr_6_trialNr_19_english_recording","f","schwa"
"778",390.08,1076.58,"english","poof","509366_blockNr_1_taskNr_6_trialNr_1_english_recording","p","u"
"779",849.23,1207.69,"english","foff","509366_blockNr_1_taskNr_6_trialNr_20_english_recording","f","o"
"780",381.54,916.24,"english","foof","509366_blockNr_1_taskNr_6_trialNr_21_english_recording","f","u"
