"","participant","stim","resp","language","slider_2.response","phoneme","frame"
"1","5ab33d98580b990001730708","stim/fif_f.wav","feel_eng","french","4.682291667","i","fricative"
"2","5ab33d98580b990001730708","stim/peuf_f.wav","fun_eng","french","4.010416667","y","bilabial"
"3","5ab33d98580b990001730708","stim/fof_f.wav","fought_eng","french","3.145833333","o","fricative"
"4","5ab33d98580b990001730708","stim/f_schwa_f.wav","son_span","french","3.807291667","schwa","fricative"
"5","5ab33d98580b990001730708","stim/pif_f.wav","fin_span","french","4.90625","i","bilabial"
"6","5ab33d98580b990001730708","stim/pof_f.wav","son_span","french","3.994791667","o","bilabial"
"7","5ab33d98580b990001730708","stim/p_schwa_f.wav","son_span","french","3.916666667","schwa","bilabial"
"8","5ab33d98580b990001730708","stim/feuf_f.wav","su_span","french","3","y","fricative"
"9","5ab33d98580b990001730708","stim/pif_f.wav","feel_eng","french","3.151041667","i","bilabial"
"10","5ab33d98580b990001730708","stim/p_schwa_f.wav","fool_eng","french","3.979166667","schwa","bilabial"
"11","5ab33d98580b990001730708","stim/pof_f.wav","fun_eng","french","3.03125","o","bilabial"
"12","5ab33d98580b990001730708","stim/fof_f.wav","fought_eng","french","3.880208333","o","fricative"
"13","5ab33d98580b990001730708","stim/f_schwa_f.wav","su_span","french","3.947916667","schwa","fricative"
"14","5ab33d98580b990001730708","stim/fif_f.wav","fin_span","french","4.9375","i","fricative"
"15","5ab33d98580b990001730708","stim/feuf_f.wav","su_span","french","2.182291667","y","fricative"
"16","5ab33d98580b990001730708","stim/peuf_f.wav","fool_eng","french","3.942708333","y","bilabial"
"17","5ab33d98580b990001730708","stim/pof_f.wav","fun_eng","french","1.984375","o","bilabial"
"18","5ab33d98580b990001730708","stim/pif_f.wav","feel_eng","french","2.994791667","i","bilabial"
"19","5ab33d98580b990001730708","stim/fof_f.wav","son_span","french","3.203125","o","fricative"
"20","5ab33d98580b990001730708","stim/fif_f.wav","fin_span","french","3.901041667","i","fricative"
"21","5ab33d98580b990001730708","stim/p_schwa_f.wav","fun_eng","french","2.145833333","schwa","bilabial"
"22","5ab33d98580b990001730708","stim/feuf_f.wav","fought_eng","french","3.020833333","y","fricative"
"23","5ab33d98580b990001730708","stim/peuf_f.wav","su_span","french","2.119791667","y","bilabial"
"24","5ab33d98580b990001730708","stim/f_schwa_f.wav","son_span","french","3.833333333","schwa","fricative"
"25","5ab33d98580b990001730708","stim/feuf_f.wav","su_span","french","3.833333333","y","fricative"
"26","5ab33d98580b990001730708","stim/fof_f.wav","son_span","french","4.833333333","o","fricative"
"27","5ab33d98580b990001730708","stim/pof_f.wav","fun_eng","french","3.994791667","o","bilabial"
"28","5ab33d98580b990001730708","stim/p_schwa_f.wav","fun_eng","french","2.947916667","schwa","bilabial"
"29","5ab33d98580b990001730708","stim/peuf_f.wav","fought_eng","french","3.052083333","y","bilabial"
"30","5ab33d98580b990001730708","stim/f_schwa_f.wav","son_span","french","4.041666667","schwa","fricative"
"31","5ab33d98580b990001730708","stim/pif_f.wav","feel_eng","french","4.041666667","i","bilabial"
"32","5ab33d98580b990001730708","stim/fif_f.wav","fin_span","french","4.041666667","i","fricative"
"33","5ab33d98580b990001730708","stim/feuf_f.wav","fun_eng","french","3.03125","y","fricative"
"34","5ab33d98580b990001730708","stim/pof_f.wav","fought_eng","french","3.854166667","o","bilabial"
"35","5ab33d98580b990001730708","stim/f_schwa_f.wav","fought_eng","french","3.192708333","schwa","fricative"
"36","5ab33d98580b990001730708","stim/fof_f.wav","son_span","french","3.927083333","o","fricative"
"37","5ab33d98580b990001730708","stim/pif_f.wav","feel_eng","french","4.166666667","i","bilabial"
