stim,stim1,stim2,distance,isCorrect,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fun.started,fun.stopped,fought.started,fought.stopped,feel.started,feel.stopped,fool.started,fool.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_3.started,text_3.stopped,insructions.started,insructions.stopped,sound_stim1.started,sound_stim1.stopped,sound_stim2.started,sound_stim2.stopped,text_response_same.started,text_response_same.stopped,text_response_diff.started,text_response_diff.stopped,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_trial.started,key_resp_trial.stopped,text_trial_cross.started,text_trial_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,space,32.021033582997916,11.73395754199737,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_09_1106,vct_new,2021.2.3,60.862235286489856,
stim/faf_g.wav,,,,,0,0,0,1,,,,,,,,,11.544138124998426,None,44.03486595900176,None,44.03486595900176,None,44.03486595900176,None,44.03486595900176,None,44.03486595900176,None,44.03486595900176,None,44.03486595900176,None,43.7944048749996,None,2,4.528815999998187,43.7944048749996,None,44.08516180840015,None,43.7944048749996,44.002082416998746,3.911111111111111,1.5634854579984676,48.35519383400242,None,48.35519383400242,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_09_1106,vct_new,2021.2.3,60.862235286489856,
stim/f_schwa_g.wav,,,,,0,1,1,0,,,,,,,,,,,50.16794749999826,None,50.16794749999826,None,50.16794749999826,None,50.16794749999826,None,50.16794749999826,None,50.16794749999826,None,50.16794749999826,None,49.93450208399736,None,1,10.546120500002871,49.93450208399736,None,50.21800422539891,None,49.93450208399736,50.13536962500075,4.066666666666666,1.0980712919990765,60.50194462500076,None,60.50194462500076,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_09_1106,vct_new,2021.2.3,60.862235286489856,
stim/fof_g.wav,,,,,0,2,2,3,,,,,,,,,,,61.85210187500343,None,61.85210187500343,None,61.85210187500343,None,61.85210187500343,None,61.85210187500343,None,61.85210187500343,None,61.85210187500343,None,61.61847179199685,None,5,3.4939112909996766,61.61847179199685,None,61.90210839239662,None,61.61847179199685,61.81814533400029,4.217777777777778,0.7812215829981142,65.13625570900331,None,65.13625570900331,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_09_1106,vct_new,2021.2.3,60.862235286489856,
stim/piep_g.wav,,,,,0,3,3,6,,,,,,,,,,,66.1686379169987,None,66.1686379169987,None,66.1686379169987,None,66.1686379169987,None,66.1686379169987,None,66.1686379169987,None,66.1686379169987,None,65.93579870899703,None,3,5.4859557500021765,65.93579870899703,None,66.21926476739682,None,65.93579870899703,66.13603229200089,4.702222222222222,1.0976855000044452,71.45241895900108,None,71.45241895900108,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_09_1106,vct_new,2021.2.3,60.862235286489856,
stim/p_schwa_g.wav,,,,,0,4,4,4,,,,,,,,,,,72.80185091699968,None,72.80185091699968,None,72.80185091699968,None,72.80185091699968,None,72.80185091699968,None,72.80185091699968,None,72.80185091699968,None,72.56891962500231,None,1,5.214611748997413,72.56891962500231,None,72.85211810039837,None,72.56891962500231,72.76786649999849,4.702222222222222,0.998026666995429,77.80184170899884,None,77.80184170899884,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_09_1106,vct_new,2021.2.3,60.862235286489856,
stim/paf_g.wav,,,,,0,5,5,5,,,,,,,,,,,79.05196595899906,None,79.05196595899906,None,79.05196595899906,None,79.05196595899906,None,79.05196595899906,None,79.05196595899906,None,79.05196595899906,None,78.81865762500092,None,2,2.4017742079959135,78.81865762500092,None,79.10243301739902,None,78.81865762500092,79.01967083400086,4.684444444444445,0.7147539590005181,81.2520029169973,None,81.2520029169973,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_09_1106,vct_new,2021.2.3,60.862235286489856,
stim/pof_g.wav,,,,,0,6,6,7,,,,,,,,,,,82.21933795900259,None,82.21933795900259,None,82.21933795900259,None,82.21933795900259,None,82.21933795900259,None,82.21933795900259,None,82.21933795900259,None,81.9857699589993,None,4,2.9367888740016497,81.9857699589993,None,82.2688081834007,None,81.9857699589993,82.18641516700154,3.9555555555555557,1.1964939169993158,84.95207445899723,None,84.95207445899723,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_09_1106,vct_new,2021.2.3,60.862235286489856,
stim/fif_g.wav,,,,,0,7,7,2,,,,,,,,,,,86.40300187499815,None,86.40300187499815,None,86.40300187499815,None,86.40300187499815,None,86.40300187499815,None,86.40300187499815,None,86.40300187499815,None,86.16798141699837,None,7,3.1105699999970966,86.16798141699837,None,86.45254018339838,None,86.16798141699837,86.36968383399653,4.964444444444444,1.314480792003451,89.3025824590004,None,89.3025824590004,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_09_1106,vct_new,2021.2.3,60.862235286489856,
,stim/Step_3.wav,stim/Step_6.wav,-3,1,,,,,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6358417090014,None,102.32044310040001,102.57021637500293,103.07008289239675,103.32005408399709,102.31996604199958,None,102.31996604199958,None,0,0,1.7893143330002204,103.06921175000025,None,102.0752416250034,102.28720387499925,,001,2022_Mar_09_1106,vct_new,2021.2.3,60.862235286489856,
