stim,stim1,stim2,distance,isCorrect,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fun.started,fun.stopped,fought.started,fought.stopped,feel.started,feel.stopped,fool.started,fool.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_3.started,text_3.stopped,insructions.started,insructions.stopped,sound_stim1.started,sound_stim1.stopped,sound_stim2.started,sound_stim2.stopped,text_response_same.started,text_response_same.stopped,text_response_diff.started,text_response_diff.stopped,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.started,key_resp_trial.stopped,text_trial_cross.started,text_trial_cross.stopped,key_resp_trial.rt,participant,session,date,expName,psychopyVersion,frameRate,
,stim/Step_2.wav,stim/Step_7.wav,-5,1,,,,,0,19,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.93246584650042,95.18243829200219,95.68294751250069,95.93276987499848,94.93273279199639,None,94.93273279199639,None,0,0,95.68286433399771,None,94.69866933400044,94.8988673749991,0.9573187499991036,,001,2022_Mar_09_1057,vct_new,2021.2.3,59.57965090657536,
,stim/Step_5.wav,stim/Step_5.wav,0,0,,,,,0,20,20,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.89907084650186,97.14989149999747,97.64885447149864,97.89945075000287,96.8995884169999,None,96.8995884169999,None,0,1,97.64934616699611,None,96.66620220900222,96.86640862499917,0.7808817909972277,,001,2022_Mar_09_1057,vct_new,2021.2.3,59.57965090657536,
,stim/Step_4.wav,stim/Step_7.wav,-3,1,,,,,0,21,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.68276592949697,98.93306750000193,99.43314717949688,99.68347941699903,98.68345462500292,None,98.68345462500292,None,0,0,99.43277249999664,None,98.44945337499666,98.64930162500241,1.415364499000134,,001,2022_Mar_09_1057,vct_new,2021.2.3,59.57965090657536,
,stim/Step_5.wav,stim/Step_6.wav,-1,1,,,,,0,22,22,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0999518874989,101.34981233400322,101.84930517949688,102.09965541699785,101.09914041699813,None,101.09914041699813,None,0,0,101.84903995900095,None,100.86530470899743,101.06629362500098,1.1330250000028173,,001,2022_Mar_09_1057,vct_new,2021.2.3,59.57965090657536,
,stim/Step_5.wav,stim/Step_4.wav,1,1,,,,,0,23,23,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2325690125028,103.48336520900193,103.9829265545006,104.23358366700268,103.23285245899751,None,103.23285245899751,None,0,0,103.98311795899644,None,102.99873637499695,103.19976845900237,1.0271260000008624,,001,2022_Mar_09_1057,vct_new,2021.2.3,59.57965090657536,
,stim/Step_3.wav,stim/Step_5.wav,-2,1,,,,,0,24,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.26616601249698,105.51656491700123,106.01661338749837,106.2662877920011,105.26626654199936,None,105.26626654199936,None,0,0,106.01686433400027,None,105.03276470900164,105.23348579199956,0.7561811659979867,,001,2022_Mar_09_1057,vct_new,2021.2.3,59.57965090657536,
,stim/Step_1.wav,stim/Step_6.wav,-5,1,,,,,0,25,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.03312451250095,107.28318333400239,107.78348784650298,108.03336083400063,107.03327666699624,None,107.03327666699624,None,0,0,107.78344566700252,None,106.80040362499858,106.99964620899846,0.9847062080007163,,001,2022_Mar_09_1057,vct_new,2021.2.3,59.57965090657536,
,stim/Step_4.wav,stim/Step_3.wav,1,1,,,,,0,26,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.03352930450201,109.2999246670006,109.78281351249753,110.03358079199825,109.03298129200266,None,109.03298129200266,None,1,1,109.7838902500007,None,108.7993562499978,108.99989074999758,1.3962810829980299,,001,2022_Mar_09_1057,vct_new,2021.2.3,59.57965090657536,
,stim/Step_1.wav,stim/Step_1.wav,0,0,,,,,0,27,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.43333413749788,111.68329924999853,112.18307730449597,112.43371320900042,111.43334508399857,None,111.43334508399857,None,1,0,112.18364420899889,None,111.19899645900296,111.39975945899641,0.8535264999954961,,001,2022_Mar_09_1057,vct_new,2021.2.3,59.57965090657536,
,stim/Step_5.wav,stim/Step_3.wav,2,1,,,,,0,28,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.30003955449793,113.54997545899823,114.04980222149898,114.2999230839996,113.29971166700125,None,113.29971166700125,None,0,0,114.04980166700261,None,113.06601412499731,113.26649400000315,1.1323790829992504,,001,2022_Mar_09_1057,vct_new,2021.2.3,59.57965090657536,
