key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.36882933299057186,5.517230957993888,None,,,,001,2022_Mar_07_1212,vct_new,2021.2.3,59.91240782174178,
,,,,5.326468125000247,None,,,,,,,
