key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.7860771659907186,7.408540874996106,None,,,,001,2022_Mar_07_1213,vct_new,2021.2.3,60.04488331011028,
,,,,7.223180792003404,None,,,,,,,
