key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,1.007886082996265,7.625807624994195,None,,,,001,2022_Mar_07_1211,vct_new,2021.2.3,60.391198965692034,
,,,,7.43025762499019,None,,,,,,,
