key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim1,stim2,distance,isCorrect
space,492.497,4,7.595,2.483464567,8.026,0,0,0,3,1,stim/fof_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,7,6.023,3.718110236,5.98,0,1,1,2,1,stim/fif_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,3.418,3.77480315,2.02,0,2,2,7,1,stim/pof_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,7.789,3.447244094,26.189,0,3,3,1,1,stim/faf_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,31.379,3.48503937,1.894,0,4,4,0,1,stim/f_schwa_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,1,6.173,2.798425197,2.068,0,5,5,4,1,stim/p_schwa_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,3.163,3.478740157,2.2,0,6,6,5,1,stim/paf_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,7,5.973,3.642519685,1.669,0,7,7,6,1,stim/piep_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,3.044,2.647244094,1.656,1,0,8,4,1,stim/p_schwa_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,7,4.383,2.647244094,0.788,1,1,9,6,1,stim/piep_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,7,8.612,3.566929134,1.937,1,2,10,1,1,stim/faf_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,2.914,2.792125984,1.638,1,3,11,5,1,stim/paf_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,2.536,3.781102362,2.094,1,4,12,3,1,stim/fof_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,1,14.261,1.941732283,2.178,1,5,13,7,1,stim/pof_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,7,3.691,4.121259843,2.729,1,6,14,2,1,stim/fif_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,7.959,3.94488189,1.275,1,7,15,0,1,stim/f_schwa_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,9.563,2.445669291,2.126,2,0,16,1,1,stim/faf_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,6,5.121,1.85984252,2.566,2,1,17,4,1,stim/p_schwa_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,4,6.201,2.71023622,2.468,2,2,18,0,1,stim/f_schwa_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,8.359,2.653543307,2.171,2,3,19,7,1,stim/pof_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h43.21.566,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
