stim,stim1,stim2,distance,isCorrect,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fun.started,fun.stopped,fought.started,fought.stopped,feel.started,feel.stopped,fool.started,fool.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_3.started,text_3.stopped,insructions.started,insructions.stopped,sound_stim1.started,sound_stim1.stopped,sound_stim2.started,sound_stim2.stopped,text_response_same.started,text_response_same.stopped,text_response_diff.started,text_response_diff.stopped,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_trial.started,key_resp_trial.stopped,text_trial_cross.started,text_trial_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,stim/bda3.wav,stim/bda0.wav,3,1,,,,,0,2,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.87027535420493,30.120722749998095,30.620894145194324,30.869153749998077,29.870430458002375,None,29.870430458002375,None,1,1,0.4916233740077587,30.620817500006524,None,29.636513624995132,29.83684775000438,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda0.wav,stim/bda5.wav,-5,1,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.370773729201755,31.620397207996575,32.11974435420707,32.3696764579945,31.369825125002535,None,31.369825125002535,None,0,0,0.4954933330009226,32.11999920800736,None,31.137365500006126,31.33751729100186,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda0.wav,stim/bda4.wav,-4,1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.870159562199845,33.12008008299745,33.620108437203456,33.87033545800659,32.87074087500514,None,32.87074087500514,None,1,1,0.5543652499909513,33.620654333004495,None,32.63674524999806,32.836702415996115,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda3.wav,stim/bda2.wav,1,1,,,,,0,5,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.436891479202316,34.686760625001625,35.18623539520486,35.436704249994364,34.436480375006795,None,34.436480375006795,None,0,0,0.4164366240001982,35.18671870800608,None,34.203622458007885,34.40323804100626,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda1.wav,stim/bda5.wav,-4,1,,,,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.85306089520164,None,36.603622229205214,36.85363475000486,35.853494790993864,None,35.853494790993864,None,0,0,0.9605557499889983,36.60353137500351,None,35.620596291002585,35.821018500006176,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda5.wav,stim/bda2.wav,3,1,,,,,0,7,7,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.82036381219514,38.070581249994575,38.570934770195166,38.82092762499815,37.82085937500233,None,37.82085937500233,None,0,0,0.7801895409938879,38.570059499994386,None,37.58669983300206,37.78704949999519,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda5.wav,stim/bda6.wav,-1,1,,,,,0,8,8,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6036137291987,39.85373212500417,40.352892229205466,40.603797290998045,39.60423133299628,None,39.60423133299628,None,1,1,0.7259827910020249,40.35423170799913,None,39.368758790995344,39.56975183299801,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda4.wav,stim/bda5.wav,-1,1,,,,,0,9,9,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.337442104198274,41.58726591599407,42.087278354202866,42.33728004099976,41.33733954100171,None,41.33733954100171,None,1,1,0.9612547910073772,42.08604720799485,None,41.10379470800399,41.303141750002396,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda4.wav,stim/bda2.wav,2,1,,,,,0,10,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3042021871981,43.554387166004744,44.053628812197715,44.30361550000089,43.303563333000056,None,43.303563333000056,None,0,0,1.2924813330027973,44.05394595800317,None,43.0700290829991,43.27032904099906,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda6.wav,stim/bda4.wav,2,1,,,,,0,11,11,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.60397427020071,45.85377662499377,46.35362377019483,46.60277829099505,45.60403662499448,None,45.60403662499448,None,1,1,1.1438961250096327,46.35411595800542,None,45.37030041600519,45.57040229100676,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda5.wav,stim/bda0.wav,5,1,,,,,0,12,12,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.75378752019897,48.00372354099818,48.504028145197665,None,47.75392883300083,None,47.75392883300083,None,0,0,0.16513666599348653,48.50405979099742,None,47.52020120799716,47.73718904099951,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda2.wav,stim/bda6.wav,-4,1,,,,,0,13,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.92040293719329,None,49.6705965621979,None,48.92052287500701,None,48.92052287500701,None,0,0,-0.25553175000823103,49.67084970799624,None,48.6869147910038,48.88766279100673,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda6.wav,stim/bda6.wav,0,0,,,,,0,14,14,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.92036968720204,50.17015012500633,50.67132535419951,None,49.9202073750057,None,49.9202073750057,None,0,1,-0.4222612500016112,50.669562124996446,None,49.687931291002315,49.88698658300564,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda5.wav,stim/bda1.wav,4,1,,,,,0,15,15,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.924833104206485,None,51.67081639520184,None,50.921308999997564,None,50.921308999997564,None,0,0,-0.4675576260051457,51.670598249998875,None,50.6880618330033,50.88786299999629,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda0.wav,stim/bda6.wav,-6,1,,,,,0,16,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.92007643719553,52.170229750001454,52.670324937195986,None,51.92074966599466,None,51.92074966599466,None,0,0,-0.17397141699620988,52.67098079099378,None,51.68755804099783,51.88728304099641,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda2.wav,stim/bda4.wav,-2,1,,,,,0,17,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.92056393719686,53.170155290994444,53.67087218720117,None,52.92095787500148,None,52.92095787500148,None,0,0,-0.22771850098797586,53.67073420800443,None,52.68772383300529,52.88745816600567,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda4.wav,stim/bda1.wav,3,1,,,,,0,18,18,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.92063277020061,54.170307624997804,54.67133981219668,None,53.9209301249939,None,53.9209301249939,None,0,0,-0.3441170419973787,54.67121345800115,None,53.688294999999925,53.88796525000362,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda6.wav,stim/bda1.wav,5,1,,,,,0,19,19,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.921035687194674,55.170263041,55.67113839519443,None,54.92131824999524,None,54.92131824999524,None,0,0,-0.2960357919946546,55.67106808300014,None,54.687159374996554,54.88824220800598,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda5.wav,stim/bda5.wav,0,0,,,,,0,20,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.92000389519963,56.17080370799522,56.67083697920607,None,55.92064341600053,None,55.92064341600053,None,0,1,-0.3677732090000063,56.670800457999576,None,55.6878152499994,55.8875641659979,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda4.wav,stim/bda3.wav,1,1,,,,,0,21,21,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.920390520204094,57.17039958300302,57.67087152019958,None,56.92069770800299,None,56.92069770800299,None,0,0,-0.3428012500080513,57.67096050000691,None,56.68782387500687,56.887642000001506,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda4.wav,stim/bda0.wav,4,1,,,,,0,22,22,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.91940797919524,58.172124958000495,58.67103352019622,None,57.920971415995155,None,57.920971415995155,None,0,0,-0.38974520900228526,58.67101424999419,None,57.68776954100758,57.88802220800426,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda2.wav,stim/bda3.wav,-1,1,,,,,0,23,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.92031281220552,59.17053291600314,59.67114172919828,None,58.920327415995416,None,58.920327415995416,None,0,0,-0.2934235419961624,59.6704443750059,None,58.68756070800009,58.88786674999574,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda5.wav,stim/bda3.wav,2,1,,,,,0,24,24,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.920503562202796,None,60.67082543719444,None,59.92073475000507,None,59.92073475000507,None,0,0,-0.4246811259945389,60.67092533300456,None,59.688238165996154,59.887836416004575,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda3.wav,stim/bda1.wav,2,1,,,,,0,25,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.92010864519689,61.17030800000066,61.67094418719644,None,60.92096350000065,None,60.92096350000065,None,0,0,-0.004611917000147514,61.67092537500139,None,60.68777308300196,60.88774295800249,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda6.wav,stim/bda0.wav,6,1,,,,,0,26,26,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.92052768719732,62.170537957994384,62.67091806220124,None,61.92100141600531,None,61.92100141600531,None,0,0,-0.33419154200237244,62.67121641599806,None,61.68737370800227,61.8875028330076,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda3.wav,stim/bda3.wav,0,0,,,,,0,27,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.92024160419824,63.170307624997804,63.67075185419817,None,62.92105170800642,None,62.92105170800642,None,1,0,-0.5002088750043185,63.671268541002064,None,62.68786445799924,62.886416749999626,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda1.wav,stim/bda6.wav,-5,1,,,,,0,28,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.920701437196115,None,64.6707896871987,None,63.92093799999566,None,63.92093799999566,None,0,0,-0.46831637500145007,64.67141716599872,None,63.68815358300344,63.88827037499868,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda3.wav,stim/bda6.wav,-3,1,,,,,0,29,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.92075272920484,65.1704240830004,65.67111985420634,None,64.92117850000795,None,64.92117850000795,None,0,0,-0.2518875000096159,65.67115325000486,None,64.68812087499828,64.88766416600265,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda0.wav,stim/bda2.wav,-2,1,,,,,0,30,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.91991047919437,66.1708762079943,66.67098235420708,None,65.92119449999882,None,65.92119449999882,None,0,0,-0.41846108400204685,66.67052233300637,None,65.6874112910009,65.88745466599357,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda0.wav,stim/bda0.wav,0,0,,,,,0,31,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.92061493720685,67.17054962500697,67.67099943719514,67.92092229099944,66.92097849999845,None,66.92097849999845,None,0,1,0.5398461659933673,67.6712408750027,None,66.68787879099546,66.88785379100591,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda0.wav,stim/bda3.wav,-3,1,,,,,0,32,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4712756451947,68.72131599999557,69.22059847919736,None,68.47123791600461,None,68.47123791600461,None,0,0,0.5427089989971137,69.22113375000481,None,68.23739999999816,68.43792270800623,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda6.wav,stim/bda3.wav,3,1,,,,,0,33,33,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0201336041966,70.2705584159994,70.77089922920568,71.02168849999725,70.02177916599612,None,70.02177916599612,None,0,0,0.49394804099574685,70.77102654099872,None,69.7883587499964,69.98769408299995,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda6.wav,stim/bda5.wav,1,1,,,,,0,34,34,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.52102077020682,71.77068724999845,72.27131643719913,72.52074762500706,71.52119729100377,None,71.52119729100377,None,0,0,0.28277599898865446,72.27122466599394,None,71.28752141600125,71.4873364160012,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda1.wav,stim/bda2.wav,-1,1,,,,,0,35,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.804325729204,73.05464095799834,73.55404393720092,None,72.80480008300219,None,72.80480008300219,None,1,1,-0.34788520899019204,73.55484720799723,None,72.57116791600129,72.77102912499686,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda1.wav,stim/bda1.wav,0,0,,,,,0,36,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.80454014519928,74.05441112500557,74.55480597919377,None,73.80486341600772,None,73.80486341600772,None,0,1,-0.3159603340027388,74.55477975000395,None,73.57048791600391,73.77050025000062,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda1.wav,stim/bda0.wav,1,1,,,,,0,37,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.80476856220339,75.05427012499422,75.55460952020367,None,74.80480241599435,None,74.80480241599435,None,1,1,-0.33810725100920536,75.55451412500406,None,74.57048762499471,74.77126766600122,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda2.wav,stim/bda5.wav,-3,1,,,,,0,38,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.80405043720675,76.05464529100573,76.55492802019872,None,75.80474466600572,None,75.80474466600572,None,0,0,-0.15484095900319517,76.55512220799574,None,75.57084933300212,75.77100799999607,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda4.wav,stim/bda4.wav,0,0,,,,,0,39,39,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.80431539520505,77.05471620800381,77.55463577019982,None,76.804650666003,None,76.804650666003,None,0,1,-0.14720283400674816,77.55512954099686,None,76.5710057499964,76.77103020799404,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda1.wav,stim/bda4.wav,-3,1,,,,,0,40,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.80461602019496,78.05453745799605,78.554353937204,None,77.80481441599841,None,77.80481441599841,None,1,1,0.04329799998959061,78.55349416600075,None,77.57065379100095,77.77104879100807,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda3.wav,stim/bda5.wav,-2,1,,,,,0,41,41,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.85450122920447,79.10424104100093,79.60455410419964,79.85335116600618,78.85347470799752,None,78.85347470799752,None,1,1,0.49569699898711406,79.60429308300081,None,78.62020837499585,78.82139870799438,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda3.wav,stim/bda4.wav,-1,1,,,,,0,42,42,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.35463435419952,80.6039898750023,81.10475222919486,81.35510787500243,80.3543999579997,None,80.3543999579997,None,1,1,0.47586049999517854,81.10403666600178,None,80.1217724159942,80.32170179100649,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda4.wav,stim/bda6.wav,-2,1,,,,,0,43,43,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.83823252019938,82.0883518329938,82.58754831219558,82.83800104100374,81.83783337500063,84.58781654099585,81.83783337500063,84.58781654099585,None,0,,82.58798533299705,None,81.60350583300169,81.80496599999606,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda1.wav,stim/bda3.wav,-2,1,,,,,0,44,44,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.83818293719669,85.08853341599752,85.58779393720324,None,84.83786870799668,None,84.83786870799668,None,1,1,-0.08604795899009332,85.5882497499988,84.60468891600613,84.60468891600613,84.80452720800531,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda2.wav,stim/bda2.wav,0,0,,,,,0,45,45,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.83873277019593,None,86.58761968720064,86.83778254099889,85.83774720800284,None,85.83774720800284,None,1,0,0.33070525000221096,86.58843237500696,None,85.6049594579963,85.80477366599371,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda0.wav,stim/bda1.wav,-1,1,,,,,0,46,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.17179997920466,87.42191008299415,87.92111539519392,88.1709301249939,87.17117658299685,None,87.17117658299685,None,1,1,0.28082412500225473,87.92133691599884,None,86.93774379100068,87.13845791600761,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda6.wav,stim/bda2.wav,4,1,,,,,0,47,47,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.45451372920361,88.70500816599815,89.20501560419798,89.45478958300373,88.45549204100098,None,88.45549204100098,None,1,1,0.28503220799029805,89.20482616599475,None,88.22181074999389,88.42189162499562,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda2.wav,stim/bda1.wav,1,1,,,,,0,48,48,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.7550572291977,90.00486674999411,90.50555522920622,90.75517008299357,89.75539016599942,None,89.75539016599942,None,1,1,0.2754889159987215,90.50475575000746,None,89.52180450000742,89.72146800000337,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
