stim,stim1,stim2,distance,isCorrect,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fun.started,fun.stopped,fought.started,fought.stopped,feel.started,feel.stopped,fool.started,fool.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_3.started,text_3.stopped,insructions.started,insructions.stopped,sound_stim1.started,sound_stim1.stopped,sound_stim2.started,sound_stim2.stopped,text_response_same.started,text_response_same.stopped,text_response_diff.started,text_response_diff.stopped,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_trial.started,key_resp_trial.stopped,text_trial_cross.started,text_trial_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,space,2.0426580409985036,9.669715665993863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
stim/fof_g.wav,,,,,0,0,0,3,,,,,,,,,9.477076124996529,None,11.986460041007376,None,11.986460041007376,None,11.986460041007376,None,11.986460041007376,None,11.986460041007376,None,11.986460041007376,None,11.986460041007376,None,11.749389290998806,None,4,1.7567365410068305,11.749389290998806,None,12.036559812203631,None,11.749389290998806,11.95336916600354,2.8311111111111114,0.9476102909975452,13.538830999998027,None,13.538830999998027,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
stim/piep_g.wav,,,,,0,1,1,6,,,,,,,,,,,14.736161875000107,None,14.736161875000107,None,14.736161875000107,None,14.736161875000107,None,14.736161875000107,None,14.736161875000107,None,14.736161875000107,None,14.50294412500807,None,4,1.379103583007236,14.50294412500807,None,14.790055562206543,None,14.50294412500807,14.702965165997739,2.822222222222222,0.6307638340076664,15.903276915996685,None,15.903276915996685,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
stim/paf_g.wav,,,,,0,2,2,5,,,,,,,,,,,16.78631020800094,None,16.78631020800094,None,16.78631020800094,None,16.78631020800094,None,16.78631020800094,None,16.78631020800094,None,16.78631020800094,None,16.552885708006215,None,4,0.983211915998254,16.552885708006215,None,16.836258104204898,None,16.552885708006215,16.75355470800423,2.822222222222222,0.49830962500709575,17.55330075000529,None,17.55330075000529,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
stim/fif_g.wav,,,,,0,3,3,2,,,,,,,,,,,18.302841083001113,None,18.302841083001113,None,18.302841083001113,None,18.302841083001113,None,18.302841083001113,None,18.302841083001113,None,18.302841083001113,None,18.0694452500029,None,4,1.4435148330085212,18.0694452500029,None,18.35278668720566,None,18.0694452500029,18.27021358300408,2.822222222222222,0.548715999990236,19.53658116600127,None,19.53658116600127,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
stim/p_schwa_g.wav,,,,,0,4,4,4,,,,,,,,,,,20.336500040997635,None,20.336500040997635,None,20.336500040997635,None,20.336500040997635,None,20.336500040997635,None,20.336500040997635,None,20.336500040997635,None,20.1030857500009,None,4,0.827066832993296,20.1030857500009,None,20.38611868719745,None,20.1030857500009,20.30318154100678,2.822222222222222,0.4645566249964759,20.95365258300444,None,20.95365258300444,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
stim/f_schwa_g.wav,,,,,0,5,5,0,,,,,,,,,,,21.669558082998265,None,21.669558082998265,None,21.669558082998265,None,21.669558082998265,None,21.669558082998265,None,21.669558082998265,None,21.669558082998265,None,21.436397208002745,None,4,0.8895611250045476,21.436397208002745,None,21.719504104202496,None,21.436397208002745,21.635358750005253,2.822222222222222,0.44866224999714177,22.35322074999567,None,22.35322074999567,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
stim/pof_g.wav,,,,,0,6,6,7,,,,,,,,,,,23.05280291600502,None,23.05280291600502,None,23.05280291600502,None,23.05280291600502,None,23.05280291600502,None,23.05280291600502,None,23.05280291600502,None,22.819409874995472,None,4,0.666732124009286,22.819409874995472,None,23.102821354204206,None,22.819409874995472,23.019303041000967,2.8177777777777777,0.46420658299757633,23.503064958000323,None,23.503064958000323,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
stim/faf_g.wav,,,,,0,7,7,1,,,,,,,,,,,24.219873249996454,None,24.219873249996454,None,24.219873249996454,None,24.219873249996454,None,24.219873249996454,None,24.219873249996454,None,24.219873249996454,None,23.9860317499988,None,4,0.5312575410061982,23.9860317499988,None,24.26950268719811,None,23.9860317499988,24.1870239580021,2.8177777777777777,0.4478041250113165,24.536944916006178,None,24.536944916006178,None,,,,,,,,,,,,,,,,,,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda2.wav,stim/bda0.wav,2,1,,,,,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.003112624995993,None,26.43709902020346,26.687234875003924,27.186115312203764,None,26.436169874999905,None,26.436169874999905,None,0,0,0.9213855830021203,27.186670833005337,None,26.198356041000807,26.4037223750056,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
,stim/bda5.wav,stim/bda4.wav,1,1,,,,,0,1,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.37013706220314,None,29.119632645207457,29.369651208005962,28.369792500001495,None,28.369792500001495,None,0,0,0.4949892079894198,29.12033837499621,None,28.136727666002116,28.336927875003312,,001,2022_Mar_07_1559,vct_new,2021.2.3,60.07162051006574,
