key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.25072887499118224,6.250837833009427,None,,,,001,2022_Mar_07_1207,vct_new,2021.2.3,59.690207702382594,
,,,,6.053036458004499,None,,,,,,,
