stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fun.started,fun.stopped,fought.started,fought.stopped,feel.started,feel.stopped,fool.started,fool.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,space,0.6474372079974273,8.1472090830066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_07_1238,vct_new,2021.2.3,59.99466047297376,
stim/faf_g.wav,0,0,0,1,,,,,7.9488061660085805,None,9.013164458010579,None,9.013164458010579,None,9.013164458010579,None,9.013164458010579,None,9.013164458010579,None,9.013164458010579,None,9.013164458010579,None,8.831684958000551,None,4,2.1729357079893816,8.831684958000551,None,9.11308584100625,None,8.831684958000551,9.045820458006347,4.875555555555556,1.947382625003229,11.029973958007758,None,,001,2022_Mar_07_1238,vct_new,2021.2.3,59.99466047297376,
