key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim1,stim2,distance,isCorrect
space,151.3878,6,9.4442,3.329629686,13.3681,0,0,0,4,1,stim/p_schwa_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,4,6.1545,3.87037037,12.3587,0,1,1,0,1,stim/f_schwa_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,3,12.2516,4.485185411,2.2642,0,2,2,2,1,stim/fif_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,1,8.4812,3.988889058,2.6185,0,3,3,7,1,stim/pof_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,1,3.56,3.988889058,1.3322,0,4,4,1,1,stim/faf_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,2,7.1751,3.751851965,3.8044,0,5,5,5,1,stim/paf_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,3,6.8361,3.59629624,3.145,0,6,6,6,1,stim/piep_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,2,2.3956,3.992592706,1.9449,0,7,7,3,1,stim/fof_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,1,4.787,3.948148092,4.082,1,0,8,1,1,stim/faf_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,1,2.9159,3.62962963,2.6194,1,1,9,3,1,stim/fof_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,2,5.2178,2.977777834,2.2275,1,2,10,7,1,stim/pof_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,4,7.1853,2.47037054,2.5127,1,3,11,4,1,stim/p_schwa_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,4,6.6112,3.592592593,2.5565,1,4,12,0,1,stim/f_schwa_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,1,7.2791,3.400000113,2.0085,1,5,13,5,1,stim/paf_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,3,2.3059,3.788889002,2.6659,1,6,14,2,1,stim/fif_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,3,6.0952,3.09629624,2.8136,1,7,15,6,1,stim/piep_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,1,4.2364,2.622222335,2.8954,2,0,16,3,1,stim/fof_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,1,4.608,3.162963019,2.1141,2,1,17,5,1,stim/paf_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,3,2.6368,3.574074074,1.896,2,2,18,6,1,stim/piep_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,4,3.0965,3.692592762,3.2115,2,3,19,0,1,stim/f_schwa_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,1,2.6137,2.585185298,1.9815,2,4,20,1,1,stim/faf_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
,,7,3.6294,3.988889058,2.7757,2,5,21,2,1,stim/fif_g.wav,5a5479b4ac56240001537ffa,001,2022-03-09_14h19.11.452,vct_new,2021.2.3,Win32,60.59871531,,,,,,,,,,,,
