key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.5522730829979992,7.515446209014044,None,,,,001,2022_Mar_07_1213,vct_new,2021.2.3,60.376416890848844,
,,,,7.316093250003178,None,,,,,,,
