key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.8523474169924157,7.74836516600044,None,,,,001,2022_Mar_07_1154,vct_new,2021.2.3,60.22634554443891,
,,,,7.557479333001538,None,,,,,,,
