key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.7930446249956731,6.736386874996242,None,,,,001,2022_Mar_07_1208,vct_new,2021.2.3,60.01147707628933,
,,,,6.550277917005587,None,,,,,,,
