key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.8710437080007978,11.042909333002171,None,,,,001,2022_Mar_07_1211,vct_new,2021.2.3,60.19758352156496,
,,,,10.853636041007121,None,,,,,,,
