key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,2.253283291007392,9.325977208995027,None,,,,001,2022_Mar_07_1205,vct_new,2021.2.3,None,
,,,,9.126635666994844,None,,,,,,,
