key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.4779606249940116,6.3449857920059,None,,,,001,2022_Mar_07_1144,vct_new,2021.2.3,60.61855170279783,
,,,,6.153770792006981,None,,,,,,,
