slider.response,slider.rt,slider.started,slider.stopped,fleece.started,fleece.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2.9733333333333336,4.566116875037551,8.066047084052116,None,8.490121209004428,None,,,,,,,
