fleece.started,fleece.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,foot.started,foot.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.533096666040365,None,0.2688888888888889,0.2788888888888889,1,0,0,0.5010035522282124,None,,,,001,2021_Sep_28_1448,phoneme_categorization,2021.2.3,60.024730174493605,
,,,,,,,,,6.533096666040365,None,,,,,,,
