stim,phone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,stimulus.started,stimulus.stopped,puso.started,puso.stopped,puso.numClicks,puso.timesOn,puso.timesOff,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,ins.started,ins.stopped,cross.started,cross.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/u.wav,u,0,0,0,1,6.584906083007809,None,0,,,6.584906083007809,None,0,,,6.584906083007809,None,0,,,6.5809310499986164,None,6.584906083007809,None,1,[1.284851374977734],[1.2848539580008946],6.584906083007809,None,0,,,6.584906083007809,None,6.082531417021528,6.598311000037938,6.973333333333333,10.27786712499801,7.865312042005826,None,7.865312042005826,None,7.865312042005826,None,7.865312042005826,None,,001,2021_Sep_28_1713,untitled,2021.2.3,59.82419176983329,
