fleece.started,fleece.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.68833174998872,None,-0.15222222222222223,0.29444444444444445,1,0,0,fleece,0.5052714190096594,None,,001,2021_Sep_28_1445,phoneme_categorization,2021.2.3,59.98215530559229,
