button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.6487601670087315,None,1,[2.4896340839914046],[2.4896370839560404],space,2.3625152070308104,9.10455687501235,None,,001,2021_Sep_28_1509,untitled,2021.2.3,60.07053795720792,
