fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.2021446250146255,None,0,,,7.2021446250146255,None,1,[5.151114583015442],[5.151117375004105],space,1.3356992909684777,12.351866875018459,None,,,,001,2021_Sep_28_1524,untitled,2021.2.3,59.98762744017185,
,,,,,,,,,,,,,,12.351866875018459,None,,,,,,,
