stim,phone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,stimulus.started,stimulus.stopped,puso.started,puso.stopped,puso.numClicks,puso.timesOn,puso.timesOff,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,ins.started,ins.stopped,cross.started,cross.stopped,slider.response,slider.rt,slider.started,slider.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/u.wav,u,0,0,0,1,7.06977637502132,None,0,,,7.06977637502132,None,0,,,7.06977637502132,None,0,,,7.067219212802593,None,7.06977637502132,None,1,[1.634252000018023],[1.634254915989004],7.06977637502132,None,0,,,7.06977637502132,None,6.5679594579851255,7.06977637502132,3.942222222222222,1.5284309589769691,8.700779374979902,None,,001,2021_Sep_28_1707,untitled,2021.2.3,60.13212506832,
stim/o.wav,o,0,1,1,0,10.732268083025701,None,0,,,10.732268083025701,None,1,[0.883090750023257],[0.8830935839796439],10.732268083025701,None,0,,,10.733823712775484,None,10.732268083025701,None,1,[1.634252000018023],[1.634254915989004],10.732268083025701,None,0,,,10.732268083025701,None,10.25039945798926,10.766778249992058,2.1066666666666665,1.1809949590242468,11.616751416993793,None,,001,2021_Sep_28_1707,untitled,2021.2.3,60.13212506832,
stim/u.wav,u,1,0,2,1,13.300181499973405,None,0,,,13.300181499973405,None,2,"[0.883090750023257, 0.93361275002826]","[0.8830935839796439, 0.9336163330008276]",13.300181499973405,None,0,,,13.299595128779766,None,13.300181499973405,None,1,[1.634252000018023],[1.634254915989004],13.300181499973405,None,0,,,13.300181499973405,None,12.81674366700463,13.316518625011668,3.062222222222222,1.1147178749670275,14.233660582976881,None,,001,2021_Sep_28_1707,untitled,2021.2.3,60.13212506832,
