trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,stim,text_6.started,text_6.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,8.757674583001062,None,space,0.9707699169812258,8.757674583001062,None,,001,2021_Oct_14_1451,untitled,2021.2.3,60.169180935530875,
