stim,phone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,stimulus.started,stimulus.stopped,puso.started,puso.stopped,puso.numClicks,puso.timesOn,puso.timesOff,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,ins.started,ins.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/o.wav,o,0,0,0,0,6.43138187500881,None,0,,,6.43138187500881,None,0,,,6.43138187500881,None,0,,,6.427986495208461,None,6.43138187500881,None,0,,,6.43138187500881,None,1,[4.950629874947481],[4.950632833002601],5.942150832968764,None,,001,2021_Sep_28_1657,untitled,2021.2.3,60.239088821541316,
stim/u.wav,u,0,1,1,1,11.860943333012983,None,0,,,11.860943333012983,None,0,,,11.860943333012983,None,0,,,11.861681620194577,None,11.860943333012983,None,1,[3.150064041954465],[3.1500664170016535],11.860943333012983,None,1,[4.950629874947481],[4.950632833002601],11.37788233300671,None,,001,2021_Sep_28_1657,untitled,2021.2.3,60.239088821541316,
stim/u.wav,u,1,0,2,1,15.494318249984644,None,0,,,15.494318249984644,None,0,,,15.494318249984644,None,1,[1.900203291035723],[1.9002057909965515],15.494686954200734,None,15.494318249984644,None,1,[3.150064041954465],[3.1500664170016535],15.494318249984644,None,1,[4.950629874947481],[4.950632833002601],15.011584915977437,None,,001,2021_Sep_28_1657,untitled,2021.2.3,60.239088821541316,
stim/o.wav,o,1,1,3,0,17.877554874983616,None,0,,,17.877554874983616,None,1,[1.8338710410171188],[1.833873333001975],17.877554874983616,None,1,[1.900203291035723],[1.9002057909965515],17.878596954175737,None,17.877554874983616,None,1,[3.150064041954465],[3.1500664170016535],17.877554874983616,None,1,[4.950629874947481],[4.950632833002601],17.394595207995735,None,,001,2021_Sep_28_1657,untitled,2021.2.3,60.239088821541316,
