stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,seek.started,seek.stopped,seek.numClicks,seek.timesOn,seek.timesOff,sock.started,sock.stopped,sock.numClicks,sock.timesOn,sock.timesOff,son.started,son.stopped,son.numClicks,son.timesOn,son.timesOff,stimulus.started,stimulus.stopped,sin_sp.started,sin_sp.stopped,sin_sp.numClicks,sin_sp.timesOn,sin_sp.timesOff,son_sp.started,son_sp.stopped,son_sp.numClicks,son_sp.timesOn,son_sp.timesOff,ins.started,ins.stopped,cross.started,cross.stopped,su.started,su.stopped,su.numClicks,su.timesOn,su.timesOff,soon.started,soon.stopped,soon.numClicks,soon.timesOn,soon.timesOff,slider.response,slider.rt,slider.started,slider.stopped,top_ins.started,top_ins.stopped,bottom_ins.started,bottom_ins.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/sos.wav,0,0,0,1,8.764902166003594,None,0,,,8.764902166003594,None,1,[6.701614707999397],[6.701617374987109],8.764902166003594,None,0,,,8.755562287516659,None,8.764902166003594,None,0,,,8.764902166003594,None,0,,,8.764902166003594,None,8.271889916009968,8.780832165997708,8.764902166003594,None,0,,,8.764902166003594,None,0,,,5.046666666666667,3.0940238329931162,15.459289666003315,None,15.459289666003315,None,15.459289666003315,None,15.459289666003315,None,15.459289666003315,None,,,,,,,,001,2021_Oct_14_1422,untitled,2021.2.3,60.18241289173485,
stim/sis.wav,0,1,1,0,19.0560918750125,None,0,,,19.0560918750125,None,1,[6.701614707999397],[6.701617374987109],19.0560918750125,None,0,,,19.055718870507555,None,19.0560918750125,None,1,[3.516643209004542],[3.5166455839935225],19.0560918750125,None,0,,,19.0560918750125,None,18.571893540996825,19.072589832998347,19.0560918750125,None,0,,,19.0560918750125,None,0,,,7.0,1.9464626249973662,22.57218250000733,None,22.57218250000733,None,22.57218250000733,None,22.57218250000733,None,22.57218250000733,None,,,,,,,,001,2021_Oct_14_1422,untitled,2021.2.3,60.18241289173485,
stim/sus.wav,0,2,2,2,25.022854915994685,None,0,,,25.022854915994685,None,1,[6.701614707999397],[6.701617374987109],25.022854915994685,None,1,[5.900340874999529],[5.90034308299073],25.02224912051461,None,25.022854915994685,None,1,[3.516643209004542],[3.5166455839935225],25.022854915994685,None,0,,,25.022854915994685,None,24.53841670800466,25.039967290998902,25.022854915994685,None,0,,,25.022854915994685,None,0,,,6.4,1.6297252500080504,30.92225945799146,None,30.92225945799146,None,30.92225945799146,None,30.92225945799146,None,30.92225945799146,None,,,,,,,,001,2021_Oct_14_1422,untitled,2021.2.3,60.18241289173485,
stim/sys.wav,0,3,3,3,33.056368833000306,None,0,,,33.056368833000306,None,1,[6.701614707999397],[6.701617374987109],33.056368833000306,None,1,[5.900340874999529],[5.90034308299073],33.05575978749548,None,33.056368833000306,None,1,[3.516643209004542],[3.5166455839935225],33.056368833000306,None,0,,,33.056368833000306,None,32.57210179101094,33.07283112499863,33.056368833000306,None,1,[3.1517700419935863],[3.1517724999866914],33.056368833000306,None,0,,,6.993333333333334,2.0948483340034727,36.20590420800727,None,36.20590420800727,None,36.20590420800727,None,36.20590420800727,None,36.20590420800727,None,,,,,,,,001,2021_Oct_14_1422,untitled,2021.2.3,60.18241289173485,
stim/sis.wav,1,0,4,0,38.807738000003155,None,0,,,38.807738000003155,None,1,[6.701614707999397],[6.701617374987109],38.807738000003155,None,1,[5.900340874999529],[5.90034308299073],38.805677203513916,None,38.807738000003155,None,2,"[3.516643209004542, 3.083962499978952]","[3.5166455839935225, 3.0839649589906912]",38.807738000003155,None,0,,,38.807738000003155,None,38.322338333004154,38.824377625016496,38.807738000003155,None,1,[3.1517700419935863],[3.1517724999866914],38.807738000003155,None,0,,,6.9399999999999995,1.8457500000076834,41.88900887500495,None,41.88900887500495,None,41.88900887500495,None,41.88900887500495,None,41.88900887500495,None,,,,,,,,001,2021_Oct_14_1422,untitled,2021.2.3,60.18241289173485,
stim/sus.wav,1,1,5,2,44.240543708001496,None,0,,,44.240543708001496,None,1,[6.701614707999397],[6.701617374987109],44.240543708001496,None,2,"[5.900340874999529, 1.8502598750055768]","[5.90034308299073, 1.8502619590144604]",44.239389453514015,None,44.240543708001496,None,2,"[3.516643209004542, 3.083962499978952]","[3.5166455839935225, 3.0839649589906912]",44.240543708001496,None,0,,,44.240543708001496,None,43.75563441601116,44.25690195799689,44.240543708001496,None,1,[3.1517700419935863],[3.1517724999866914],44.240543708001496,None,0,,,6.986666666666666,1.463906916003907,46.08933604101185,None,46.08933604101185,None,46.08933604101185,None,46.08933604101185,None,46.08933604101185,None,,,,,,,,001,2021_Oct_14_1422,untitled,2021.2.3,60.18241289173485,
stim/sys.wav,1,2,6,3,48.05677879101131,None,0,,,48.05677879101131,None,1,[6.701614707999397],[6.701617374987109],48.05677879101131,None,2,"[5.900340874999529, 1.8502598750055768]","[5.90034308299073, 1.8502619590144604]",48.05600266251131,None,48.05677879101131,None,2,"[3.516643209004542, 3.083962499978952]","[3.5166455839935225, 3.0839649589906912]",48.05677879101131,None,0,,,48.05677879101131,None,47.572731207998004,48.07385004099342,48.05677879101131,None,2,"[3.1517700419935863, 2.200357833004091]","[3.1517724999866914, 2.2003602079930715]",48.05677879101131,None,0,,,6.953333333333333,1.1631461670040153,50.25595466600498,None,50.25595466600498,None,50.25595466600498,None,50.25595466600498,None,50.25595466600498,None,,,,,,,,001,2021_Oct_14_1422,untitled,2021.2.3,60.18241289173485,
stim/sos.wav,1,3,7,1,51.923871915991185,None,0,,,51.923871915991185,None,2,"[6.701614707999397, 3.0672298339777626]","[6.701617374987109, 3.067232083994895]",51.923871915991185,None,2,"[5.900340874999529, 1.8502598750055768]","[5.90034308299073, 1.8502619590144604]",51.92261445350014,None,51.923871915991185,None,2,"[3.516643209004542, 3.083962499978952]","[3.5166455839935225, 3.0839649589906912]",51.923871915991185,None,0,,,51.923871915991185,None,51.439175375009654,51.94041604100494,51.923871915991185,None,2,"[3.1517700419935863, 2.200357833004091]","[3.1517724999866914, 2.2003602079930715]",51.923871915991185,None,0,,,6.9399999999999995,1.4140038750192616,54.989613290992565,None,54.989613290992565,None,54.989613290992565,None,54.989613290992565,None,54.989613290992565,None,,,,,,,,001,2021_Oct_14_1422,untitled,2021.2.3,60.18241289173485,
stim/sys.wav,2,0,8,3,56.90753958301502,None,0,,,56.90753958301502,None,2,"[6.701614707999397, 3.0672298339777626]","[6.701617374987109, 3.067232083994895]",56.90753958301502,None,2,"[5.900340874999529, 1.8502598750055768]","[5.90034308299073, 1.8502619590144604]",56.906712412508206,None,56.90753958301502,None,2,"[3.516643209004542, 3.083962499978952]","[3.5166455839935225, 3.0839649589906912]",56.90753958301502,None,0,,,56.90753958301502,None,56.42308966600103,56.92389370800811,56.90753958301502,None,3,"[3.1517700419935863, 2.200357833004091, 2.53329016600037]","[3.1517724999866914, 2.2003602079930715, 2.533292625012109]",56.90753958301502,None,0,,,6.906666666666666,1.1960637079901062,59.439714957989054,None,59.439714957989054,None,59.439714957989054,None,59.439714957989054,None,59.439714957989054,None,,,,,,,,001,2021_Oct_14_1422,untitled,2021.2.3,60.18241289173485,
stim/sis.wav,2,1,9,0,61.14146866599913,None,0,,,61.14146866599913,None,2,"[6.701614707999397, 3.0672298339777626]","[6.701617374987109, 3.067232083994895]",61.14146866599913,None,2,"[5.900340874999529, 1.8502598750055768]","[5.90034308299073, 1.8502619590144604]",61.14020387050696,None,61.14146866599913,None,3,"[3.516643209004542, 3.083962499978952, 1.7159032079798635]","[3.5166455839935225, 3.0839649589906912, 1.715905582997948]",61.14146866599913,None,0,,,61.14146866599913,None,60.65629512499436,61.15812708300655,61.14146866599913,None,3,"[3.1517700419935863, 2.200357833004091, 2.53329016600037]","[3.1517724999866914, 2.2003602079930715, 2.533292625012109]",61.14146866599913,None,0,,,5.413333333333333,0.9303771250124555,62.85628141599591,None,62.85628141599591,None,62.85628141599591,None,62.85628141599591,None,62.85628141599591,None,,,,,,,,001,2021_Oct_14_1422,untitled,2021.2.3,60.18241289173485,
