stim,phone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,stimulus.started,stimulus.stopped,puso.started,puso.stopped,puso.numClicks,puso.timesOn,puso.timesOff,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,ins.started,ins.stopped,cross.started,cross.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/o.wav,o,0,0,0,0,6.350036124989856,None,0,,,6.350036124989856,None,1,[0.9337701249751262],[0.9337730829720385],6.350036124989856,None,0,,,6.345802082656883,None,6.350036124989856,None,0,,,6.350036124989856,None,0,,,6.350036124989856,None,5.869487832998857,6.378892874985468,7,2.162926416960545,7.278896500007249,None,7.278896500007249,None,7.278896500007249,None,,,,,,,,001,2021_Sep_28_1716,untitled,2021.2.3,60.06422379322084,
stim/u.wav,u,0,1,1,1,9.945709540974349,None,0,,,9.945709540974349,None,2,"[0.9337701249751262, 0.9491912500234321]","[0.9337730829720385, 0.9491940420120955]",9.945709540974349,None,0,,,9.946425166656264,None,9.945709540974349,None,0,,,9.945709540974349,None,0,,,9.945709540974349,None,9.462325249973219,9.962001290987246,1.0133333333333334,1.19773370801704,10.895591374952346,None,10.895591374952346,None,10.895591374952346,None,,,,,,,,001,2021_Sep_28_1716,untitled,2021.2.3,60.06422379322084,
stim/o.wav,o,1,0,2,0,12.595869415963534,None,0,,,12.595869415963534,None,3,"[0.9337701249751262, 0.9491912500234321, 1.8671498330077156]","[0.9337730829720385, 0.9491940420120955, 1.8671523749944754]",12.595869415963534,None,0,,,12.595849916664884,None,12.595869415963534,None,0,,,12.595869415963534,None,0,,,12.595869415963534,None,12.112381374987308,12.612498249975033,3.5,0.7469796250225045,14.46202433295548,None,14.46202433295548,None,14.46202433295548,None,,,,,,,,001,2021_Sep_28_1716,untitled,2021.2.3,60.06422379322084,
stim/u.wav,u,1,1,3,1,15.712483332958072,None,0,,,15.712483332958072,None,3,"[0.9337701249751262, 0.9491912500234321, 1.8671498330077156]","[0.9337730829720385, 0.9491940420120955, 1.8671523749944754]",15.712483332958072,None,0,,,15.712495082675014,None,15.712483332958072,None,1,[1.0003382079885341],[1.0003587920218706],15.712483332958072,None,0,,,15.712483332958072,None,15.229270874988288,15.72904920799192,5.28,1.4471145420102403,16.712070415960625,None,16.712070415960625,None,16.712070415960625,None,,,,,,,,001,2021_Sep_28_1716,untitled,2021.2.3,60.06422379322084,
stim/u.wav,u,2,0,4,1,18.662262540950906,None,0,,,18.662262540950906,None,3,"[0.9337701249751262, 0.9491912500234321, 1.8671498330077156]","[0.9337730829720385, 0.9491940420120955, 1.8671523749944754]",18.662262540950906,None,0,,,18.663087832659947,None,18.662262540950906,None,2,"[1.0003382079885341, 2.0334994169534184]","[1.0003587920218706, 2.033502083970234]",18.662262540950906,None,0,,,18.662262540950906,None,18.17926012497628,18.678980790951755,5.266666666666667,2.395836459007114,20.69566670799395,None,20.69566670799395,None,20.69566670799395,None,,,,,,,,001,2021_Sep_28_1716,untitled,2021.2.3,60.06422379322084,
stim/o.wav,o,2,1,5,0,23.59611716598738,None,0,,,23.59611716598738,None,4,"[0.9337701249751262, 0.9491912500234321, 1.8671498330077156, 1.1669948329799809]","[0.9337730829720385, 0.9491940420120955, 1.8671523749944754, 1.1669975830009207]",23.59611716598738,None,0,,,23.59618745765183,None,23.59611716598738,None,2,"[1.0003382079885341, 2.0334994169534184]","[1.0003587920218706, 2.033502083970234]",23.59611716598738,None,0,,,23.59611716598738,None,23.11262995796278,23.612543875002302,6.966666666666667,0.9631297499872744,24.762439582962543,None,24.762439582962543,None,24.762439582962543,None,,,,,,,,001,2021_Sep_28_1716,untitled,2021.2.3,60.06422379322084,
stim/o.wav,o,3,0,6,0,26.22895412496291,None,0,,,26.22895412496291,None,5,"[0.9337701249751262, 0.9491912500234321, 1.8671498330077156, 1.1669948329799809, 0.9677202090388164]","[0.9337730829720385, 0.9491940420120955, 1.8671523749944754, 1.1669975830009207, 0.967723042005673]",26.22895412496291,None,0,,,26.229204624693374,None,26.22895412496291,None,2,"[1.0003382079885341, 2.0334994169534184]","[1.0003587920218706, 2.033502083970234]",26.22895412496291,None,0,,,26.22895412496291,None,25.74623274995247,26.246030124952085,3.8266666666666667,0.5800530840060674,27.196081915986724,None,27.196081915986724,None,27.196081915986724,None,,,,,,,,001,2021_Sep_28_1716,untitled,2021.2.3,60.06422379322084,
stim/u.wav,u,3,1,7,1,28.279797665949445,None,0,,,28.279797665949445,None,5,"[0.9337701249751262, 0.9491912500234321, 1.8671498330077156, 1.1669948329799809, 0.9677202090388164]","[0.9337730829720385, 0.9491940420120955, 1.8671523749944754, 1.1669975830009207, 0.967723042005673]",28.279797665949445,None,0,,,28.280423332680947,None,28.279797665949445,None,3,"[1.0003382079885341, 2.0334994169534184, 0.7497316660010256]","[1.0003587920218706, 2.033502083970234, 0.749734457989689]",28.279797665949445,None,0,,,28.279797665949445,None,27.796179833007045,28.296204582962673,2.0,0.7298066659714095,29.029610458004754,None,29.029610458004754,None,29.029610458004754,None,,,,,,,,001,2021_Sep_28_1716,untitled,2021.2.3,60.06422379322084,
stim/u.wav,u,4,0,8,1,30.262757874967065,None,0,,,30.262757874967065,None,5,"[0.9337701249751262, 0.9491912500234321, 1.8671498330077156, 1.1669948329799809, 0.9677202090388164]","[0.9337730829720385, 0.9491940420120955, 1.8671523749944754, 1.1669975830009207, 0.967723042005673]",30.262757874967065,None,0,,,30.26324449966196,None,30.262757874967065,None,3,"[1.0003382079885341, 2.0334994169534184, 0.7497316660010256]","[1.0003587920218706, 2.033502083970234, 0.749734457989689]",30.262757874967065,None,1,[0.8326760840136558],[0.8326790420105681],30.262757874967065,None,29.779380749969278,30.279549375001807,4.3533333333333335,1.014650790952146,31.094869624997955,None,31.094869624997955,None,31.094869624997955,None,,,,,,,,001,2021_Sep_28_1716,untitled,2021.2.3,60.06422379322084,
stim/o.wav,o,4,1,9,0,32.61274204100482,None,0,,,32.61274204100482,None,5,"[0.9337701249751262, 0.9491912500234321, 1.8671498330077156, 1.1669948329799809, 0.9677202090388164]","[0.9337730829720385, 0.9491940420120955, 1.8671523749944754, 1.1669975830009207, 0.967723042005673]",32.61274204100482,None,0,,,32.61371316665318,None,32.61274204100482,None,3,"[1.0003382079885341, 2.0334994169534184, 0.7497316660010256]","[1.0003587920218706, 2.033502083970234, 0.749734457989689]",32.61274204100482,None,2,"[0.8326760840136558, 0.9502974579809234]","[0.8326790420105681, 0.9503004580037668]",32.61274204100482,None,32.129686624975875,32.62933283299208,5.726666666666667,0.7964644170133397,33.56257374997949,None,33.56257374997949,None,33.56257374997949,None,,,,,,,,001,2021_Sep_28_1716,untitled,2021.2.3,60.06422379322084,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9711473750066943,34.37957599997753,None,,,,001,2021_Sep_28_1716,untitled,2021.2.3,60.06422379322084,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.37957599997753,None,,,,,,,
