fleece.started,fleece.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,foot.started,foot.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.985455624992028,None,-0.2111111111111111,-0.042222222222222223,1,0,0,0.5133459441713057,None,,,,,,001,2021_Sep_28_1450,phoneme_categorization,2021.2.3,59.93699123614771,
,,,,,,,,,5.985455624992028,None,5.496850499999709,None,,,,,,,
