fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
48.51161820802372,None,1,[1.4003102499991655],[1.400313125050161],space,1.0049698739894666,49.911680624994915,None,,,,001,2021_Sep_28_1521,untitled,2021.2.3,59.86587064542613,
,,,,,,,,,49.911680624994915,None,,,,,,,
