fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.751336875022389,None,0,,,7.751336875022389,None,1,[8.93423975002952],[8.934242542018183],space,1.0279448740184307,16.742891457979567,None,,,,001,2021_Sep_28_1518,untitled,2021.2.3,59.982155326534595,
,,,,,,,,,,,,,,16.742891457979567,None,,,,,,,
