button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.893576333008241,None,1,[1.8323717919993214],[1.8323743750224821],space,1.5482677080435678,8.731810958008282,None,,001,2021_Sep_28_1507,untitled,2021.2.3,59.87756547177963,
